Unnamed: 0,country,fulfill_via,vendor,shipment_mode,unit_of_measure,line_item_quantity,line_item_value,pack_price,unit_price,weight,freight_cost,location,distance
1872,Vietnam,Direct Drop,EXW,Air,60,336,2520,7,0.12,120,8013, Nashik,3641
1112,Zambia,From RDC,RDC,Truck,60,84282,252846,3,0.05,13680,15339,India,6906
1623,Tanzania,From RDC,RDC,Air,30,3149,51202,16,0.54,3622,9181,India,5659
776,Zambia,From RDC,RDC,Truck,30,50000,600500,12,0.4,3842,14281, Nashik,6339
6144,"Congo, DRC",From RDC,RDC,Air,30,9800,30576,3,0.1,3622,9181,India,6583
183,Uganda,Direct Drop,CIP,Air,30,50,917,18,0.61,2,-622,France,5796
2488,Vietnam,Direct Drop,EXW,Air,30,8388,54522,6,0.22,544,8141, Nashik,3641
4445,Côte d'Ivoire,From RDC,RDC,Air,60,11060,37604,3,0.06,3622,9181,India,9091
4394,Nigeria,From RDC,RDC,Air Charter,30,95597,443570,4,0.15,10656,19992,India,7633
6484,"Congo, DRC",From RDC,RDC,Air,60,490,955,1,0.03,3622,9181,India,6583
1513,Côte d'Ivoire,From RDC,RDC,Air,60,371,3524,9,0.16,4689,7321,India,9091
2880,South Africa,Direct Drop,DDP,Truck,60,18,488,27,0.45,3622,9181, Nashik,7527
734,Uganda,From RDC,RDC,Air,240,4296,9021,2,0.01,1600,9314,India,5524
6313,"Congo, DRC",From RDC,RDC,Air,30,42,173,4,0.14,3622,9181,India,6583
2418,South Africa,Direct Drop,DDP,Truck,30,328,976,2,0.1,3622,9181,India,8074
1168,Zambia,From RDC,RDC,Air,240,13124,25854,1,0.01,5309,16358,India,6906
3017,"Congo, DRC",Direct Drop,EXW,Air,30,440,550,1,0.04,3622,9181,India,6583
4144,Côte d'Ivoire,From RDC,RDC,Air,240,4340,8246,1,0.01,1632,4121,India,9091
3996,Zimbabwe,From RDC,RDC,Truck,30,20160,224784,11,0.37,22074,20108, Nashik,6420
5493,Nigeria,From RDC,RDC,Air Charter,30,9852,98520,10,0.33,1078,8736, Nashik,7134
5810,Nigeria,From RDC,RDC,Air Charter,60,24615,276180,11,0.19,2888,9181,India,7633
2406,Uganda,Direct Drop,DDP,Air,120,388,25840,66,0.55,68,571, Port Elizabeth,3989
3318,Vietnam,Direct Drop,FCA,Air,30,450,10467,23,0.78,56,-480,Germany,9157
2542,Rwanda,Direct Drop,EXW,Ocean,30,28869,577380,20,0.67,3865,4678, Nashik,5355
485,Vietnam,Direct Drop,EXW,Air,60,1800,15498,8,0.14,3622,9181,India,3157
4648,Haiti,From RDC,RDC,Air,60,619,1423,2,0.04,3622,9181,India,14446
452,Vietnam,Direct Drop,EXW,Air,60,6000,14400,2,0.04,3622,9181,India,3157
6291,Côte d'Ivoire,From RDC,RDC,Air,60,75420,622969,8,0.14,3622,9181, Nashik,8608
2202,Vietnam,Direct Drop,EXW,Air,60,5700,36993,6,0.11,498,477, Nashik,3641
3306,South Africa,Direct Drop,DDP,Truck,60,20,428,21,0.36,3622,9181,India,8074
4970,"Congo, DRC",From RDC,RDC,Air,60,1296,2928,2,0.04,3622,9181,India,6583
5792,Haiti,From RDC,RDC,Air Charter,200,250,350,1,0.01,3622,9181,India,14446
30,Vietnam,Direct Drop,EXW,Air,60,42000,60900,1,0.02,2600,9179,India,3157
789,Uganda,From RDC,RDC,Air,120,100,4110,41,0.34,23,152,Germany,5868
2874,Vietnam,Direct Drop,EXW,Air,240,471,989,2,0.01,3622,9181,India,3157
3128,Haiti,Direct Drop,EXW,Air,60,864,5356,6,0.1,46,-696,India,14446
6105,Zambia,From RDC,RDC,Truck,60,7130,38787,5,0.09,3622,9181,India,6906
4350,"Congo, DRC",From RDC,RDC,Air,60,1850,6937,3,0.06,3622,9181,India,6583
2227,Vietnam,Direct Drop,EXW,Air,60,800,14000,17,0.29,3002,5808, Nashik,3641
3357,Tanzania,Direct Drop,EXW,Air,30,3550,5538,1,0.05,255,1454,India,5659
1539,Haiti,From RDC,RDC,Air,60,1925,15688,8,0.14,111,355,India,14446
1109,Uganda,From RDC,RDC,Air,60,4564,13235,2,0.05,847,3999,India,5524
100,Vietnam,Direct Drop,EXW,Air,60,10780,15631,1,0.02,502,6575,India,3157
4418,Côte d'Ivoire,From RDC,RDC,Air,60,940,3290,3,0.06,69,4028, Nashik,8608
2792,South Africa,Direct Drop,DDP,Truck,60,19,243,12,0.21,3622,9181,India,8074
4630,Mozambique,From RDC,RDC,Truck,60,1890,4573,2,0.04,4145,6433,India,6624
1443,Uganda,From RDC,RDC,Air,60,24000,210240,8,0.15,5748,37957, Nashik,4961
3460,South Africa,Direct Drop,DDP,Ocean,60,164908,407322,2,0.04,8048,11225,India,8074
2699,Vietnam,Direct Drop,EXW,Air,30,300,3900,13,0.43,21,2657,India,3157
4103,Côte d'Ivoire,From RDC,RDC,Air,240,1758,3691,2,0.01,604,6100,India,9091
1961,Vietnam,Direct Drop,EXW,Air,30,27122,311631,11,0.38,2843,8740, Nashik,3641
1083,Zambia,From RDC,RDC,Truck,30,28454,312994,11,0.37,3279,7288,India,6906
3922,Zimbabwe,From RDC,RDC,Truck,60,3345,26024,7,0.13,7095,4530, Nashik,6420
861,Haiti,From RDC,RDC,Air,30,100,224,2,0.07,3622,9181,India,14446
4427,Haiti,From RDC,RDC,Air,240,704,1337,1,0.01,3622,9181,India,14446
903,Nigeria,From RDC,RDC,Air,60,4,105,26,0.44,1,-835,India,7633
2410,South Africa,Direct Drop,DDP,Truck,30,20,389,19,0.65,3622,9181,India,8074
109,Vietnam,Direct Drop,FCA,Air,120,434,35674,82,0.68,113,1709,Germany,9157
3169,South Africa,Direct Drop,DDP,Ocean,30,146670,975355,6,0.22,13690,14213,India,8074
4252,Zimbabwe,From RDC,RDC,Truck,60,71030,333841,4,0.08,6990,4530,India,6980
5635,Zambia,From RDC,RDC,Truck,60,50000,122000,2,0.04,7567,15697, Nashik,6339
5303,Tanzania,From RDC,RDC,Truck,60,13784,178640,12,0.22,3622,9181, Nashik,5091
4294,Tanzania,From RDC,RDC,Truck,90,5765,42084,7,0.08,350,1266,India,5659
2642,Haiti,Direct Drop,EXW,Air,1000,3000,27750,9,0.01,3622,9181,India,14446
3705,South Africa,Direct Drop,DDP,Truck,30,200,9049,45,1.51,3622,9181, Port Elizabeth,573
782,Côte d'Ivoire,From RDC,RDC,Air,336,4660,31361,6,0.02,3622,9181,France,4338
6345,Côte d'Ivoire,From RDC,RDC,Air,60,100000,1029000,10,0.17,13055,22994, Nashik,8608
927,Uganda,From RDC,RDC,Air,30,867,8427,9,0.32,76,954, Nashik,4961
5458,Côte d'Ivoire,From RDC,RDC,Air,60,41336,362103,8,0.15,3622,9181,India,9091
6386,"Congo, DRC",From RDC,RDC,Air,30,897,4314,4,0.16,3622,9181,India,6583
5804,Côte d'Ivoire,From RDC,RDC,Air,240,4340,8246,1,0.01,3622,9181,India,9091
2357,South Africa,Direct Drop,DDP,Truck,30,60,935,15,0.52,3622,9181,India,8074
4318,Nigeria,From RDC,RDC,Air Charter,60,9377,37508,4,0.07,485,9181, Nashik,7134
3661,South Africa,Direct Drop,DDP,Truck,240,89,2406,27,0.11,3622,9181,India,8074
6103,Rwanda,From RDC,RDC,Air,60,362,720,1,0.03,16,-81, Nashik,5355
4314,Nigeria,From RDC,RDC,Air Charter,60,75000,525000,7,0.12,7515,13547,India,7633
1094,Uganda,From RDC,RDC,Air,60,2844,8247,2,0.05,1587,10206,India,5524
1121,Nigeria,From RDC,RDC,Air,60,60840,693576,11,0.19,7663,32279, Nashik,7134
2629,South Africa,Direct Drop,DDP,Ocean,30,130800,869820,6,0.22,12208,12829,India,8074
4918,Zambia,From RDC,RDC,Truck,30,56386,232310,4,0.14,3622,9181,India,6906
3256,Uganda,Direct Drop,FCA,Air,60,579,3966,6,0.11,103,393,Germany,5868
5107,Haiti,From RDC,RDC,Air,60,108,162,1,0.02,3622,9181,India,14446
809,Mozambique,From RDC,RDC,Air,60,1788,5721,3,0.05,205,380,India,6624
5529,Zimbabwe,From RDC,RDC,Truck,60,50000,286500,5,0.1,3622,9181,India,6980
1726,Nigeria,From RDC,RDC,Air Charter,60,35000,327250,9,0.16,3162,14128,India,7633
6285,Côte d'Ivoire,From RDC,RDC,Air,30,17251,181825,10,0.35,3622,9181,India,9091
1654,Côte d'Ivoire,From RDC,RDC,Air,60,40000,296000,7,0.12,4026,12325,India,9091
5313,Nigeria,From RDC,RDC,Air,60,728,1761,2,0.04,3622,9181,India,7633
6398,Zambia,From RDC,RDC,Truck,60,12873,90111,7,0.12,3622,9181,India,6906
5982,"Congo, DRC",From RDC,RDC,Air,120,306,8968,29,0.24,3622,9181, Nashik,6020
1888,South Africa,Direct Drop,DDP,Truck,60,19,407,21,0.36,3622,9181,India,8074
4967,Zimbabwe,From RDC,RDC,Truck,60,164433,379840,2,0.04,3622,9181,India,6980
6120,Côte d'Ivoire,From RDC,RDC,Truck,30,25555,82031,3,0.11,3622,9181,India,9091
4945,Zambia,From RDC,RDC,Truck,30,200000,3008000,15,0.5,33909,15040, Nashik,6339
4647,Uganda,From RDC,RDC,Air,30,5009,69925,13,0.47,467,5637, Nashik,4961
2486,Rwanda,Direct Drop,EXW,Air,60,22500,52875,2,0.04,2145,16858,India,5921
6358,Nigeria,From RDC,RDC,Air Charter,60,120036,1177553,9,0.16,3622,9181, Nashik,7134
5309,Zimbabwe,From RDC,RDC,Truck,60,35061,237012,6,0.11,2247,7194,India,6980
4205,Zimbabwe,From RDC,RDC,Truck,60,55800,140058,2,0.04,5598,10154, Nashik,6420
2124,South Africa,Direct Drop,DDP,Truck,30,132,1487,11,0.38,3622,9181,India,8074
3096,South Africa,Direct Drop,DDP,Ocean,240,45000,95400,2,0.01,16260,16060,India,8074
3353,South Africa,Direct Drop,DDP,Truck,60,18,247,13,0.23,3622,9181,India,8074
3527,South Africa,Direct Drop,DDP,Air,30,29380,137204,4,0.16,3622,9181,India,8074
5151,Uganda,From RDC,RDC,Air,30,1621,7699,4,0.16,3622,9181, Nashik,4961
1768,South Africa,Direct Drop,DDP,Truck,30,132,1823,13,0.46,3622,9181, Nashik,7527
5396,Nigeria,From RDC,RDC,Air Charter,90,10534,97966,9,0.1,2,44180,India,7633
5684,Zambia,From RDC,RDC,Truck,60,35496,80220,2,0.04,3622,9181,India,6906
2908,South Africa,Direct Drop,DDP,Truck,30,36,534,14,0.5,3622,9181, Nashik,7527
1204,Haiti,From RDC,RDC,Air,60,127,190,1,0.02,3622,9181,India,14446
6093,Uganda,From RDC,RDC,Truck,60,30,243,8,0.14,3622,9181,India,5524
2389,South Africa,Direct Drop,DDP,Ocean,60,75000,186750,2,0.04,3755,3514,India,8074
5758,Nigeria,From RDC,RDC,Air Charter,60,156995,1212001,7,0.13,32219,49569,India,7633
5001,Côte d'Ivoire,From RDC,RDC,Truck,30,2656,10730,4,0.13,167,478, Nashik,8608
1966,Vietnam,Direct Drop,EXW,Air,60,1652,10721,6,0.11,146,-254, Nashik,3641
6042,Zambia,From RDC,RDC,Truck,60,3908,44785,11,0.19,3622,9181,India,6906
6464,Mozambique,From RDC,RDC,Truck,60,110000,908600,8,0.14,3622,9181,India,6624
518,South Africa,Direct Drop,DDP,Truck,240,200,1410,7,0.03,3622,9181,India,8074
829,Zambia,From RDC,RDC,,60,66370,680292,10,0.17,6243,24729,India,6906
4732,Tanzania,From RDC,RDC,Truck,60,18317,71253,3,0.06,581,5311, Nashik,5091
2083,South Africa,Direct Drop,DDP,Truck,30,1,15,15,0.51,3622,9181,India,8074
438,South Africa,Direct Drop,DDP,Air,60,200,2998,14,0.25,3622,9181,India,8074
627,Uganda,From RDC,RDC,Air,60,6296,74292,11,0.2,822,6321,India,5524
1912,Tanzania,Direct Drop,EXW,Air,30,5175,116437,22,0.75,775,3136, Nashik,5091
3664,South Africa,Direct Drop,DDP,Ocean,60,9829,71751,7,0.12,509,2341,India,8074
925,Nigeria,From RDC,RDC,Air,60,16698,190357,11,0.19,1901,17638,India,7633
3552,Vietnam,Direct Drop,EXW,Air,60,30080,171155,5,0.09,2933,11067,India,3157
295,South Africa,Direct Drop,DDP,Truck,30,30,1171,39,1.3,3622,9181, Port Elizabeth,573
1052,Côte d'Ivoire,From RDC,RDC,Air,200,3250,4550,1,0.01,315,5381,India,9091
4195,Haiti,From RDC,RDC,Air,240,8768,18412,2,0.01,10030,95669,India,14446
2885,South Africa,Direct Drop,DDP,Truck,240,6,144,24,0.1,3622,9181,Canada,15035
1173,Côte d'Ivoire,From RDC,RDC,Air,60,20797,63222,3,0.05,3622,9181,India,9091
3825,Côte d'Ivoire,From RDC,RDC,Air,30,2200,16060,7,0.24,6587,7953, Nashik,8608
3011,Haiti,Direct Drop,EXW,Air,60,3184,6336,1,0.03,250,1794,India,14446
1561,Côte d'Ivoire,From RDC,RDC,Air,240,1643,3450,2,0.01,483,6293,India,9091
6127,Uganda,From RDC,RDC,Truck,30,10300,139256,13,0.45,3622,9181, Nashik,4961
3550,South Africa,Direct Drop,DDP,Truck,90,3,51,17,0.19,3622,9181,India,8074
944,Côte d'Ivoire,From RDC,RDC,Air,30,5010,48697,9,0.32,434,854,India,9091
5157,Zimbabwe,From RDC,RDC,Truck,60,112100,655785,5,0.1,3622,9181,India,6980
2715,South Africa,Direct Drop,DDP,Truck,60,3,64,21,0.36,3622,9181,India,8074
12,Vietnam,Direct Drop,EXW,Air,240,1000,1920,1,0.01,941,3193,India,3157
1117,Mozambique,From RDC,RDC,Truck,60,9288,81362,8,0.15,979,588,India,6624
6263,Côte d'Ivoire,From RDC,RDC,Air,240,2006,3911,1,0.01,3622,9181,India,9091
3027,South Africa,Direct Drop,DDP,Ocean,60,129183,351377,2,0.05,3622,9181,India,8074
5708,Tanzania,From RDC,RDC,Truck,30,1542,8851,5,0.19,9400,1317,India,5659
642,Zambia,From RDC,RDC,Air,60,6000,46260,7,0.13,341,1219,India,6906
1840,Rwanda,Direct Drop,EXW,Ocean,30,117359,997551,8,0.28,10329,31530, Nashik,5355
2405,South Africa,Direct Drop,DDP,Air,30,51920,406014,7,0.26,3549,2646,India,8074
5466,Nigeria,From RDC,RDC,Air Charter,30,168,971,5,0.19,15,10637,India,7633
3164,South Africa,Direct Drop,DDP,Air,30,64738,506251,7,0.26,4457,2646,India,8074
1319,Zambia,From RDC,RDC,,240,237,5095,21,0.09,85,-241,India,6906
3231,Uganda,Direct Drop,CIP,Air,120,454,30236,66,0.55,79,-719, Port Elizabeth,3989
1831,Vietnam,Direct Drop,EXW,Air,60,24480,58752,2,0.04,3536,19910,India,3157
5938,Côte d'Ivoire,From RDC,RDC,Truck,30,7140,119452,16,0.56,779,3646, Nashik,8608
3337,South Africa,Direct Drop,DDP,Truck,60,14,270,19,0.32,3622,9181,India,8074
2770,Nigeria,Direct Drop,FCA,Air,60,5360,31838,5,0.1,619,4506,Germany,4614
2463,Vietnam,Direct Drop,EXW,Air,60,3434,7726,2,0.04,876,1183, Nashik,3641
4110,Zambia,From RDC,RDC,Truck,60,21,51,2,0.04,1,-208,India,6906
2543,Vietnam,Direct Drop,FCA,Air,30,400,9304,23,0.78,3622,9181,Germany,9157
3131,Uganda,Direct Drop,EXW,Air,60,18216,40986,2,0.04,1863,5757,India,5524
653,Côte d'Ivoire,From RDC,RDC,Air,60,1216,1824,1,0.02,3426,8797,India,9091
429,Haiti,Direct Drop,FCA,Air,60,14,143,10,0.17,7,-190,Germany,7877
4977,Uganda,From RDC,RDC,Truck,60,42717,366511,8,0.14,5732,24118,India,5524
2133,Vietnam,Direct Drop,EXW,Air,60,12488,101777,8,0.14,1846,2314,India,3157
3846,Nigeria,From RDC,RDC,Air Charter,30,57468,248261,4,0.14,4915,12398, Nashik,7134
4660,Nigeria,From RDC,RDC,Air Charter,60,35000,245000,7,0.12,12877,19666,India,7633
5150,Uganda,From RDC,RDC,Air,60,200,1170,5,0.1,21,0,India,5524
1971,Tanzania,Direct Drop,EXW,Air,60,36000,129600,3,0.06,2205,8815, Nashik,5091
2441,Nigeria,Direct Drop,EXW,Air,60,6424,32120,5,0.08,3622,9181,India,7633
3739,Vietnam,Direct Drop,EXW,Air,60,12700,141605,11,0.19,1572,12479,India,3157
2663,Tanzania,Direct Drop,CIP,Air,30,3000,71010,23,0.79,363,-223,France,6771
838,Mozambique,From RDC,RDC,Air,90,400,6780,16,0.19,3340,2438,India,6624
1087,Haiti,From RDC,RDC,Air,240,3035,5827,1,0.01,1133,6789,India,14446
3135,Côte d'Ivoire,Direct Drop,EXW,Air,100,400,1800,4,0.04,3622,9181,India,9091
6098,Zambia,From RDC,RDC,Truck,120,35822,677035,18,0.16,3622,9181,Germany,7464
1862,Haiti,Direct Drop,EXW,Ocean,240,2040,4080,2,0.01,3622,9181,India,14446
1876,South Africa,Direct Drop,DDP,Ocean,60,152535,361507,2,0.04,7698,10372,India,8074
5884,Côte d'Ivoire,From RDC,RDC,Air,30,300,5976,19,0.66,3622,9181, Nashik,8608
856,Mozambique,From RDC,RDC,Air,30,50000,100000,2,0.07,3584,7405,India,6624
3779,Zambia,From RDC,RDC,Truck,60,58097,375887,6,0.11,19451,15898,India,6906
4041,Zambia,From RDC,RDC,Truck,30,21529,101186,4,0.16,9530,15468,India,6906
1448,Zimbabwe,From RDC,RDC,Truck,60,4000,16000,4,0.07,3622,9181,India,6980
3955,Zimbabwe,From RDC,RDC,Truck,60,20451,47037,2,0.04,10118,8251,India,6980
4162,Côte d'Ivoire,From RDC,RDC,Air,240,4970,9592,1,0.01,3622,9181,India,9091
5027,Côte d'Ivoire,From RDC,RDC,Air,60,9500,38000,4,0.07,449,2051,India,9091
2168,Haiti,Direct Drop,EXW,Air,60,1260,2318,1,0.03,3622,9181,India,14446
3016,Zimbabwe,Direct Drop,EXW,Air Charter,30,25811,118472,4,0.15,2829,23936,India,6980
4861,Nigeria,From RDC,RDC,Air Charter,60,6700,15611,2,0.04,426,42548,India,7633
4420,Uganda,From RDC,RDC,Air,60,1760,12320,7,0.12,133,1450,India,5524
1745,Uganda,From RDC,RDC,Air,30,29426,201568,6,0.23,2529,3031,India,5524
693,Zambia,From RDC,RDC,,240,1341,22126,16,0.07,395,2478,India,6906
2905,Vietnam,Direct Drop,EXW,Air,30,33000,135300,4,0.14,3622,9181,India,3157
4512,Haiti,From RDC,RDC,Air,240,544,7452,13,0.06,395,5555,India,14446
3151,Rwanda,Direct Drop,EXW,Air,30,784,10192,13,0.43,3622,9181,India,5921
188,Haiti,Direct Drop,FCA,Air,120,1470,60417,41,0.34,362,1490,Germany,7877
287,Vietnam,Direct Drop,FCA,Air,120,1040,85488,82,0.68,251,1519,Germany,9157
1738,Haiti,From RDC,RDC,Air,100,1260,6300,5,0.05,3622,9181,India,14446
4004,Nigeria,From RDC,RDC,Air Charter,60,70000,272300,3,0.06,3922,25340, Nashik,7134
3210,Vietnam,Direct Drop,FCA,Air,120,1836,111665,60,0.51,439,-42,Germany,9157
6124,Zimbabwe,From RDC,RDC,Truck,60,30457,60609,1,0.03,2375,5819,India,6980
169,South Africa,Direct Drop,DDP,Truck,30,2500,37500,15,0.5,3622,9181,India,8074
3235,Haiti,Direct Drop,FCA,Air,60,300,2712,9,0.15,37,-29,Germany,7877
3608,"Congo, DRC",Direct Drop,EXW,Air,60,10000,81000,8,0.13,1463,11498,India,6583
3392,Vietnam,Direct Drop,EXW,Air,60,46100,83441,1,0.03,2350,9627,India,3157
4871,Côte d'Ivoire,From RDC,RDC,Air,30,11280,224697,19,0.66,1264,2380, Nashik,8608
1684,Zimbabwe,From RDC,RDC,Truck,60,3180,25917,8,0.14,182,593,India,6980
1586,Côte d'Ivoire,From RDC,RDC,Air,60,17100,41724,2,0.04,3622,9181,India,9091
5310,Haiti,From RDC,RDC,Air,60,1980,25660,12,0.22,3622,9181,India,14446
1338,Zambia,From RDC,RDC,,60,60440,205496,3,0.06,5725,14671,India,6906
2440,South Africa,Direct Drop,DDP,Truck,90,168,3709,22,0.25,3622,9181,India,8074
1732,Nigeria,From RDC,RDC,Air Charter,180,400,20000,50,0.28,3622,9181, Haarlem,4754
6030,Côte d'Ivoire,From RDC,RDC,Truck,120,16000,336000,21,0.18,3893,16548,India,9091
4353,Tanzania,From RDC,RDC,Truck,60,102980,386175,3,0.06,5687,5010, Nashik,5091
6416,Côte d'Ivoire,From RDC,RDC,Truck,30,6000,24000,4,0.13,243,1180, Nashik,8608
4253,Zimbabwe,From RDC,RDC,Truck,60,3345,26024,7,0.13,3622,9181, Nashik,6420
5143,Uganda,From RDC,RDC,Air,30,5000,25650,5,0.17,3622,9181, Nashik,4961
4001,Mozambique,From RDC,RDC,Truck,30,44840,499966,11,0.37,5065,4419, Nashik,6074
210,South Africa,Direct Drop,DDP,Truck,240,30,328,10,0.05,3622,9181,India,8074
2746,South Africa,Direct Drop,DDP,Air,60,52379,132518,2,0.04,2512,3116,India,8074
1870,Vietnam,Direct Drop,EXW,Air,30,84000,965160,11,0.38,9479,13402, Nashik,3641
4900,Côte d'Ivoire,From RDC,RDC,Truck,30,3520,22598,6,0.21,197,2296, Nashik,8608
4975,Zimbabwe,From RDC,RDC,Truck,30,20160,244137,12,0.4,3622,9181, Nashik,6420
6149,Rwanda,From RDC,RDC,Air,90,2434,22636,9,0.1,3622,9181,India,5921
73,Nigeria,Direct Drop,EXW,Air,60,894,2994,3,0.06,479,3861,India,7633
4834,Tanzania,From RDC,RDC,Air,60,23358,400356,17,0.29,2344,8309, Nashik,5091
2970,Haiti,Direct Drop,EXW,Air,100,200,70000,350,3.5,480,8334,Thailand,16167
2118,Uganda,Direct Drop,DDP,Air,120,63,4195,66,0.55,57,-452, Port Elizabeth,3989
6426,Tanzania,From RDC,RDC,Truck,120,32753,670781,20,0.17,3622,9181, Nashik,5091
2004,Uganda,Direct Drop,EXW,Air,30,50000,162000,3,0.11,5593,18759,India,5524
3882,Nigeria,From RDC,RDC,Air Charter,30,43441,357519,8,0.27,3263,14322, Nashik,7134
3089,Vietnam,Direct Drop,EXW,Air,60,13444,34954,2,0.04,3622,9181, Nashik,3641
4260,Nigeria,From RDC,RDC,Air Charter,60,100156,244380,2,0.04,10687,20347,India,7633
5146,Nigeria,From RDC,RDC,Air Charter,90,309,8497,27,0.31,51,8736,India,7633
3881,Côte d'Ivoire,From RDC,RDC,Air Charter,60,14081,116309,8,0.14,6410,23940,India,9091
6054,Tanzania,From RDC,RDC,Truck,30,337,1978,5,0.2,3622,9181, Nashik,5091
6300,Uganda,From RDC,RDC,Truck,60,35000,385000,11,0.18,3622,9181, Nashik,4961
1231,Rwanda,From RDC,RDC,Truck,60,4703,15049,3,0.05,455,2754,India,5921
4310,Uganda,From RDC,RDC,Air,60,8834,19964,2,0.04,1600,7699,India,5524
4210,Rwanda,From RDC,RDC,Air,30,700,1568,2,0.07,46,274,India,5921
6100,Mozambique,From RDC,RDC,Truck,30,76236,821824,10,0.36,3622,9181, Nashik,6074
6320,"Congo, DRC",From RDC,RDC,Air,30,36,218,6,0.2,3622,9181, Nashik,6020
6359,Nigeria,From RDC,RDC,Air Charter,30,69356,1043114,15,0.5,8038,15532, Nashik,7134
6351,Mozambique,From RDC,RDC,Truck,240,54128,105549,1,0.01,3622,9181,India,6624
1718,Côte d'Ivoire,From RDC,RDC,Air,60,28624,267634,9,0.16,2583,6608,India,9091
1379,Côte d'Ivoire,From RDC,RDC,Air,60,27224,254544,9,0.16,2506,22382,India,9091
6038,Tanzania,From RDC,RDC,Truck,120,17167,347116,20,0.17,3547,5052,Germany,6837
4258,Nigeria,From RDC,RDC,Air Charter,60,116254,1196253,10,0.17,14964,16090, Nashik,7134
113,South Africa,Direct Drop,DDP,Truck,30,300,7080,23,0.79,3622,9181, Port Elizabeth,573
5503,Uganda,From RDC,RDC,Air,30,1500,17625,11,0.39,109,1288, Nashik,4961
2515,South Africa,Direct Drop,DDP,Ocean,30,191011,861459,4,0.15,16234,13439,India,8074
1438,Côte d'Ivoire,From RDC,RDC,Air Charter,30,3280,31881,9,0.32,229,854,India,9091
4743,Uganda,From RDC,RDC,Truck,30,14420,66764,4,0.15,1467,319,India,5524
3749,South Africa,Direct Drop,DDP,Truck,30,16,539,33,1.12,3622,9181,India,8074
4997,Nigeria,From RDC,RDC,Air Charter,30,45000,149850,3,0.11,16966,19761,India,7633
3977,Nigeria,From RDC,RDC,Air Charter,30,105014,1437641,13,0.46,13392,36242, Nashik,7134
4450,Nigeria,From RDC,RDC,Air Charter,60,8820,21520,2,0.04,420,9181,India,7633
507,South Africa,Direct Drop,DDP,Air,120,1900,68362,35,0.3,3622,9181,Germany,8973
3855,Uganda,From RDC,RDC,Truck,60,15107,124783,8,0.14,1409,9928,India,5524
2131,Vietnam,Direct Drop,EXW,Air,60,1247,3167,2,0.04,71,3035,India,3157
4479,Uganda,From RDC,RDC,Air,60,8000,89760,11,0.19,1642,14347, Nashik,4961
4845,Côte d'Ivoire,From RDC,RDC,Air,30,2436,5456,2,0.07,3622,9181,India,9091
4692,Mozambique,From RDC,RDC,Truck,30,4837,65396,13,0.45,1102,7406, Nashik,6074
2882,South Africa,Direct Drop,DDP,Truck,240,11,56,5,0.02,3622,9181,India,8074
5155,Côte d'Ivoire,From RDC,RDC,Air,60,5664,13820,2,0.04,3622,9181,India,9091
4125,Nigeria,From RDC,RDC,Air Charter,60,466,1584,3,0.06,24,9181,India,7633
252,South Africa,Direct Drop,DDP,Air,30,1200,14532,12,0.4,3622,9181,India,8074
2223,Vietnam,Direct Drop,EXW,Air,60,809,9222,11,0.19,81,-541,India,3157
3691,Mozambique,Direct Drop,CIP,Air,60,162,8991,55,0.92,3622,9181, Haarlem,8465
350,Rwanda,Direct Drop,CIP,Air,60,34576,242032,7,0.12,3656,9500,India,5921
5040,Nigeria,From RDC,RDC,Air Charter,60,10819,23260,2,0.04,411,28674, Nashik,7134
6259,Nigeria,From RDC,RDC,Air Charter,60,77333,867676,11,0.19,11276,42548,India,7633
4139,Haiti,From RDC,RDC,Air,240,480,6528,13,0.06,390,5438,India,14446
3176,South Africa,Direct Drop,DDP,Ocean,30,52158,346850,6,0.22,4868,5121,India,8074
457,Nigeria,Direct Drop,FCA,Air,120,5000,205500,41,0.34,1246,9490,Germany,4614
6294,Nigeria,From RDC,RDC,Air Charter,30,2389,47588,19,0.66,277,17495, Nashik,7134
479,Vietnam,Direct Drop,EXW,Air,30,5040,51609,10,0.34,3622,9181, Nashik,3641
1114,Côte d'Ivoire,From RDC,RDC,Air,60,4400,10736,2,0.04,640,4678,India,9091
798,Côte d'Ivoire,From RDC,RDC,Air,60,10480,39824,3,0.06,786,10032,India,9091
4564,"Congo, DRC",From RDC,RDC,Air,30,30,123,4,0.14,55,-88,India,6583
298,Vietnam,Direct Drop,EXW,Air,60,880,20680,23,0.39,331,1771,India,3157
3442,South Africa,Direct Drop,DDP,Truck,60,6,366,61,1.02,3622,9181, Haarlem,9211
3386,South Africa,Direct Drop,DDP,Truck,90,41,748,18,0.2,3622,9181,India,8074
26,Tanzania,Direct Drop,CIP,Air,30,2597,61470,23,0.79,117,-355,France,6771
3833,Haiti,From RDC,RDC,Air,240,3872,7821,2,0.01,7755,73839,India,14446
2226,South Africa,Direct Drop,DDP,Truck,200,300,753,2,0.01,3622,9181,India,8074
1791,Côte d'Ivoire,Direct Drop,EXW,Air,60,4000,112000,28,0.47,655,4300, Nashik,8608
1902,Tanzania,Direct Drop,CIP,Air,30,1000,23670,23,0.79,335,-112,France,6771
5586,Côte d'Ivoire,From RDC,RDC,Air,30,47614,196169,4,0.14,3453,8657,India,9091
5870,Tanzania,From RDC,RDC,Air,60,625,4825,7,0.13,3622,9181,India,5659
1287,Côte d'Ivoire,From RDC,RDC,Air,90,2520,32079,12,0.14,3622,9181,India,9091
