,0
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
67,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.4617716674477477
  (0, 2)	-0.44179290193051085
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.5892210149431176
  (0, 5)	-0.6719234856948177
  (0, 6)	0.6630405218075553
  (0, 8)	3.128039359299917
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
68,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.35604529258862194
  (0, 2)	-0.3870534824033032
  (0, 3)	-0.4024812496821336
  (0, 4)	-0.5224890601193738
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.14750985061881458
  (0, 18)	4.3212117576229225
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
69,"  (0, 0)	-0.6253319694924834
  (0, 1)	0.06601420784923072
  (0, 2)	-0.3211380750430509
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.5224890601193738
  (0, 5)	-0.42705911732433405
  (0, 6)	-0.28420143403131465
  (0, 10)	4.122731597850715
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
70,"  (0, 0)	-0.6253319694924834
  (0, 1)	1.8487220977832786
  (0, 2)	2.624661218573283
  (0, 3)	-0.05357871968321119
  (0, 4)	0.4784902622367852
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.08837922183924993
  (0, 11)	2.9141347293510997
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 28)	3.52330411772946
  (0, 33)	2.46416498527817"
71,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.4984316240559354
  (0, 2)	-0.44985110121314587
  (0, 3)	0.03364691281651941
  (0, 4)	0.778784058943633
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.06251907108522349
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 30)	2.0987118447552677
  (0, 33)	2.46416498527817"
72,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.47956114639159264
  (0, 2)	-0.4496191311172784
  (0, 3)	-0.4897068821818642
  (0, 4)	-0.5558550375312458
  (0, 5)	-0.6948674698177214
  (0, 6)	-0.5541289147588078
  (0, 12)	4.963728285804211
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
73,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.47624765031354493
  (0, 2)	-0.37773601688595887
  (0, 3)	0.6006135240647683
  (0, 4)	0.678686126708017
  (0, 5)	-0.6819494283367589
  (0, 6)	-0.6547277767084567
  (0, 14)	4.394704435480066
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
74,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.3509222986523496
  (0, 2)	-0.4145364156660804
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.6225869923549897
  (0, 5)	-0.6275779701631554
  (0, 6)	0.10321937401141734
  (0, 11)	2.9141347293510997
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 28)	3.52330411772946
  (0, 40)	2.103542762656433"
75,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.49892512347181484
  (0, 2)	-0.4415719780296846
  (0, 3)	1.4728698490620744
  (0, 4)	4.4490415742495495
  (0, 5)	-0.0051983000057367924
  (0, 6)	-2.607574386921871
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 30)	2.0987118447552677
  (0, 34)	7.482350085235563"
76,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.1438170437882741
  (0, 2)	-0.12051984225155378
  (0, 3)	-0.2280299846826724
  (0, 4)	-0.32229319564814196
  (0, 5)	-0.0051983000057367924
  (0, 6)	-1.6154085118154096
  (0, 16)	3.6741717998941303
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
77,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.0256356836712384
  (0, 2)	1.01274520717024
  (0, 3)	0.6006135240647683
  (0, 4)	2.180155110242256
  (0, 5)	-0.0051983000057367924
  (0, 6)	-1.5939064649864771
  (0, 14)	4.394704435480066
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 34)	7.482350085235563"
78,"  (0, 0)	-0.22679080041325675
  (0, 1)	0.29706593436955187
  (0, 2)	-0.21711329479028196
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.6225869923549897
  (0, 5)	-0.3520573540990441
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
79,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.49408412920175926
  (0, 2)	-0.4479511556660407
  (0, 3)	-0.2280299846826724
  (0, 4)	-0.32229319564814196
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.10321937401141734
  (0, 11)	2.9141347293510997
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 28)	3.52330411772946
  (0, 40)	2.103542762656433"
80,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.2717508923619751
  (0, 2)	-0.30989581003975847
  (0, 3)	-0.315255617182403
  (0, 4)	-0.15546330858878218
  (0, 5)	-0.5392725522783668
  (0, 6)	0.6630405218075553
  (0, 8)	3.128039359299917
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
81,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.4536406770718292
  (0, 2)	-0.4303959901966401
  (0, 3)	-0.3588684334322683
  (0, 4)	-0.5224890601193738
  (0, 5)	-0.6615119298743405
  (0, 6)	0.10321937401141734
  (0, 11)	2.9141347293510997
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
82,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.5002176219419753
  (0, 2)	-0.4535957613321497
  (0, 3)	-0.2280299846826724
  (0, 4)	-0.355659173060014
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.10321937401141734
  (0, 11)	2.9141347293510997
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
83,"  (0, 0)	2.164456214062103
  (0, 1)	-0.4872926372403707
  (0, 2)	-0.4404839278181157
  (0, 3)	-0.1844171684328071
  (0, 4)	-0.6225869923549897
  (0, 5)	-0.6580414112675148
  (0, 6)	-0.14750985061881458
  (0, 18)	4.3212117576229225
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
84,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.4791851468366369
  (0, 2)	-0.445380153770176
  (0, 3)	-0.4024812496821336
  (0, 4)	-0.5558550375312458
  (0, 5)	-0.694096243460649
  (0, 6)	0.6630405218075553
  (0, 8)	3.128039359299917
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
85,"  (0, 0)	0.1717503686659699
  (0, 1)	-0.4205292162635366
  (0, 2)	-0.293633049390191
  (0, 3)	0.16448536156611532
  (0, 4)	-0.12209733117691018
  (0, 5)	-0.6273851635738873
  (0, 6)	-0.17592326964276123
  (0, 17)	4.372228959178189
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
86,"  (0, 0)	2.164456214062103
  (0, 1)	-0.4993951229155095
  (0, 2)	-0.4517041004313255
  (0, 3)	-0.009965903433345894
  (0, 4)	-0.5892210149431176
  (0, 5)	-0.697952375246011
  (0, 6)	-0.14750985061881458
  (0, 18)	4.3212117576229225
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
87,"  (0, 0)	-0.6253319694924834
  (0, 1)	0.10135816601507316
  (0, 2)	0.4852755862039247
  (0, 3)	0.03364691281651941
  (0, 4)	0.712052104119889
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.4775853679080117
  (0, 8)	3.128039359299917
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 33)	2.46416498527817"
88,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.23055544112213347
  (0, 2)	-0.16910376959199191
  (0, 3)	-0.1844171684328071
  (0, 4)	0.2449284203536814
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.6630405218075553
  (0, 8)	3.128039359299917
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
89,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.3668317798214156
  (0, 2)	-0.37026050439175284
  (0, 3)	-0.315255617182403
  (0, 4)	-0.45575710529562985
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.10321937401141734
  (0, 11)	2.9141347293510997
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
90,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.495447127588474
  (0, 2)	-0.45227574102471324
  (0, 3)	-0.4024812496821336
  (0, 4)	-0.5892210149431176
  (0, 5)	-0.6989164081923515
  (0, 6)	0.10321937401141734
  (0, 11)	2.9141347293510997
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
91,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.46837515963165843
  (0, 2)	-0.4460374023751339
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.6225869923549897
  (0, 5)	0.13612892992777864
  (0, 6)	-0.28420143403131465
  (0, 10)	4.122731597850715
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
92,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.35604529258862194
  (0, 2)	-0.17287052210107834
  (0, 3)	0.16448536156611532
  (0, 4)	1.0790778556504808
  (0, 5)	-0.2928657311937382
  (0, 6)	-0.5541289147588078
  (0, 12)	4.963728285804211
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
93,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.21927545447346034
  (0, 2)	-0.36399731180333056
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.5892210149431176
  (0, 5)	-0.5622165364012703
  (0, 6)	0.6630405218075553
  (0, 8)	3.128039359299917
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
94,"  (0, 0)	-0.22679080041325675
  (0, 1)	0.004961280113287443
  (0, 2)	-0.2224596531902756
  (0, 3)	-0.4024812496821336
  (0, 4)	-0.5558550375312458
  (0, 5)	-0.3983309355233875
  (0, 6)	0.4775853679080117
  (0, 8)	3.128039359299917
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 33)	2.46416498527817"
95,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.49960662266517214
  (0, 2)	-0.45381668523297586
  (0, 3)	-0.4024812496821336
  (0, 4)	-0.3890251504718859
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
96,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.41902521804371357
  (0, 2)	-0.31683005897694033
  (0, 3)	0.0772597290663847
  (0, 4)	0.8121500363555048
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
97,"  (0, 0)	-0.6253319694924834
  (0, 1)	1.4374725845504046
  (0, 2)	1.108432871715581
  (0, 3)	-0.2716428009325377
  (0, 4)	0.011366578470577714
  (0, 5)	0.3808004917089943
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 29)	4.537951372605795
  (0, 40)	2.103542762656433"
98,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.2750408884678381
  (0, 2)	-0.3943826328132118
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.6225869923549897
  (0, 5)	-0.6098397639504904
  (0, 6)	0.10321937401141734
  (0, 11)	2.9141347293510997
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 28)	3.52330411772946
  (0, 40)	2.103542762656433"
99,"  (0, 0)	-0.6253319694924834
  (0, 1)	0.6328100369728704
  (0, 2)	1.1114512445106186
  (0, 3)	-0.05357871968321119
  (0, 4)	0.5452222170605292
  (0, 5)	0.09525393300294198
  (0, 6)	-0.5541289147588078
  (0, 12)	4.963728285804211
  (0, 19)	2.04362447656144
  (0, 21)	5.7001710839938475
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
100,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.4851071398271903
  (0, 2)	-0.45021010255198846
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.5224890601193738
  (0, 5)	-0.6138887023251205
  (0, 6)	2.719173749824235
  (0, 9)	3.712268167078368
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
101,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.06873463265804362
  (0, 2)	0.10465408211677368
  (0, 3)	-0.05357871968321119
  (0, 4)	-0.15546330858878218
  (0, 5)	-0.20783802532650722
  (0, 6)	-1.4295693927939208
  (0, 16)	3.6741717998941303
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 33)	2.46416498527817"
102,"  (0, 0)	0.1717503686659699
  (0, 1)	-0.4995126227764332
  (0, 2)	-0.4490751060114939
  (0, 3)	0.6006135240647683
  (0, 4)	0.21156244294180943
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
103,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.26665139839788743
  (0, 2)	-0.392156824512388
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.6225869923549897
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.17592326964276123
  (0, 17)	4.372228959178189
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
104,"  (0, 0)	0.1717503686659699
  (0, 1)	-0.09338610347983134
  (0, 2)	0.023895350169762214
  (0, 3)	-0.1408043521829418
  (0, 4)	-0.3890251504718859
  (0, 5)	-0.25989580442889354
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 29)	4.537951372605795
  (0, 40)	2.103542762656433"
105,"  (0, 0)	-0.6253319694924834
  (0, 1)	0.035135244398488044
  (0, 2)	0.17588547084065598
  (0, 3)	-0.0971915359330765
  (0, 4)	0.3450263525892974
  (0, 5)	-0.22152729316454214
  (0, 6)	-0.08837922183924993
  (0, 11)	2.9141347293510997
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 28)	3.52330411772946
  (0, 33)	2.46416498527817"
106,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.4985726238890438
  (0, 2)	-0.451016474790004
  (0, 3)	-0.0971915359330765
  (0, 4)	-0.15546330858878218
  (0, 5)	-0.0051983000057367924
  (0, 6)	-2.8275864017964847
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 30)	2.0987118447552677
  (0, 43)	19.641075237925303"
107,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.5005701215247463
  (0, 2)	-0.45323675999330715
  (0, 3)	0.0772597290663847
  (0, 4)	0.9122479685911209
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.06251907108522349
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 30)	2.0987118447552677
  (0, 33)	2.46416498527817"
108,"  (0, 0)	2.164456214062103
  (0, 1)	-0.49913662322147745
  (0, 2)	-0.448738197062734
  (0, 3)	0.42616225906530714
  (0, 4)	-0.4223911278837579
  (0, 5)	-0.0051983000057367924
  (0, 6)	2.9453292066499728
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 30)	2.0987118447552677
  (0, 35)	11.369444507394487"
109,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.4127977254147586
  (0, 2)	-0.2985071829521687
  (0, 3)	0.12087254531625001
  (0, 4)	0.07809853329432162
  (0, 5)	-0.6451233697865523
  (0, 6)	0.6630405218075553
  (0, 8)	3.128039359299917
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
110,"  (0, 0)	-0.22679080041325675
  (0, 1)	0.06272421174336773
  (0, 2)	0.27458322353475356
  (0, 3)	-0.05357871968321119
  (0, 4)	-0.15546330858878218
  (0, 5)	-0.16966232065142392
  (0, 6)	-1.6154085118154096
  (0, 16)	3.6741717998941303
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
111,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.44630868575019167
  (0, 2)	-0.39407333935205513
  (0, 3)	-0.1408043521829418
  (0, 4)	-0.22219526341252607
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.08837922183924993
  (0, 11)	2.9141347293510997
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 33)	2.46416498527817"
112,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.4958936270599839
  (0, 2)	-0.44771366247265254
  (0, 3)	-0.0971915359330765
  (0, 4)	-0.15546330858878218
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.10321937401141734
  (0, 11)	2.9141347293510997
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
113,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.4973271253632528
  (0, 2)	-0.4537697389040503
  (0, 3)	-0.4897068821818642
  (0, 4)	-0.6893189471787337
  (0, 5)	-0.0051983000057367924
  (0, 6)	2.719173749824235
  (0, 9)	3.712268167078368
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
114,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.32389733063990356
  (0, 2)	-0.1495161042349904
  (0, 3)	0.0772597290663847
  (0, 4)	0.04473255588244962
  (0, 5)	1.893946604285023
  (0, 6)	-0.3936314937857038
  (0, 17)	4.372228959178189
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 33)	2.46416498527817"
115,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.27257339138844083
  (0, 2)	-0.2555899536679222
  (0, 3)	-0.2280299846826724
  (0, 4)	-0.355659173060014
  (0, 5)	-0.527896963511549
  (0, 6)	-0.14750985061881458
  (0, 18)	4.3212117576229225
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
116,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.500335121802899
  (0, 2)	-0.44563145470736576
  (0, 3)	2.9120927853076295
  (0, 4)	3.681624093776494
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.7091163364409824
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 30)	2.0987118447552677
  (0, 31)	7.326117094120656"
117,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.49845512402812014
  (0, 2)	-0.4495197153619066
  (0, 3)	0.0772597290663847
  (0, 4)	0.07809853329432162
  (0, 5)	-0.7012300872635686
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 29)	4.537951372605795
  (0, 40)	2.103542762656433"
118,"  (0, 0)	0.30459742502571213
  (0, 1)	-0.4072752319513457
  (0, 2)	-0.4401055956379509
  (0, 3)	-0.4897068821818642
  (0, 4)	-0.7226849245906055
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.6630405218075553
  (0, 8)	3.128039359299917
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
119,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.4968571259195581
  (0, 2)	-0.45207967106273
  (0, 3)	-0.3588684334322683
  (0, 4)	-0.2555612408243981
  (0, 5)	-0.7004588609064962
  (0, 6)	0.10321937401141734
  (0, 11)	2.9141347293510997
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
120,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.49979462244265005
  (0, 2)	-0.4540431322313227
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.6225869923549897
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.10321937401141734
  (0, 11)	2.9141347293510997
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 28)	3.52330411772946
  (0, 40)	2.103542762656433"
121,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.45909267061868786
  (0, 2)	-0.32434699470255124
  (0, 3)	0.6006135240647683
  (0, 4)	2.180155110242256
  (0, 5)	-0.6726947120518902
  (0, 6)	-1.2959495303569826
  (0, 15)	3.339872017081845
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 34)	7.482350085235563"
122,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.5007581213022242
  (0, 2)	-0.45401827829247976
  (0, 3)	-0.2280299846826724
  (0, 4)	-0.355659173060014
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.14750985061881458
  (0, 18)	4.3212117576229225
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
123,"  (0, 0)	-0.22679080041325675
  (0, 1)	0.908723210393852
  (0, 2)	0.7385234152697394
  (0, 3)	-0.2280299846826724
  (0, 4)	-0.355659173060014
  (0, 5)	1.7269760979788507
  (0, 6)	-0.17592326964276123
  (0, 17)	4.372228959178189
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
124,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.4072752319513457
  (0, 2)	-0.41028086902641603
  (0, 3)	-0.3588684334322683
  (0, 4)	-0.5224890601193738
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.14750985061881458
  (0, 18)	4.3212117576229225
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
125,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.45481567568106596
  (0, 2)	-0.3906987267669352
  (0, 3)	-0.05357871968321119
  (0, 4)	-0.12209733117691018
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
126,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.26000090626960726
  (0, 2)	-0.29172205764804454
  (0, 3)	-0.315255617182403
  (0, 4)	-0.12209733117691018
  (0, 5)	-0.5462135894920183
  (0, 6)	-0.8728199659733445
  (0, 14)	4.394704435480066
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 33)	2.46416498527817"
127,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.3849032584314773
  (0, 2)	-0.40933918089914445
  (0, 3)	-0.4024812496821336
  (0, 4)	-0.5558550375312458
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.14750985061881458
  (0, 18)	4.3212117576229225
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
128,"  (0, 0)	-0.22679080041325675
  (0, 1)	0.44812375557303274
  (0, 2)	0.23166875579926738
