country,fulfill_via,vendor,shipment_mode,unit_of_measure,line_item_quantity,line_item_value,pack_price,unit_price,weight,freight_cost,location,distance
Vietnam,Direct Drop,FCA,Air,120,4400,267608,60,0.51,1073,475,Germany,9157
Tanzania,From RDC,RDC,Truck,60,10727,46126,4,0.07,945,6579,India,5659
Mozambique,From RDC,RDC,Truck,240,6250,12625,2,0.01,2409,2525,India,6624
Rwanda,From RDC,RDC,Truck,60,1296,6596,5,0.08,3622,9181,India,5921
South Africa,Direct Drop,DDP,Truck,30,800,21720,27,0.9,3622,9181,France,8670
South Africa,Direct Drop,DDP,Truck,60,5,124,24,0.42,3622,9181,India,8074
Vietnam,Direct Drop,EXW,Air,30,11592,52048,4,0.15,3622,9181, Nashik,3641
Côte d'Ivoire,From RDC,RDC,Truck,30,4400,17776,4,0.13,11043,38329, Nashik,8608
Vietnam,Direct Drop,EXW,Air,60,22008,189488,8,0.14,2148,11793,India,3157
Vietnam,Direct Drop,EXW,Air,60,70000,525000,7,0.12,6813,30858,India,3157
South Africa,Direct Drop,DDP,Truck,30,500,14105,28,0.94,3622,9181, Port Elizabeth,573
Haiti,Direct Drop,EXW,Air,60,3184,6336,1,0.03,250,1794,India,14446
Nigeria,From RDC,RDC,Air Charter,90,250,6875,27,0.31,42,8736,India,7633
Vietnam,Direct Drop,EXW,Air,60,3000,24300,8,0.13,422,332, Nashik,3641
Uganda,Direct Drop,EXW,Air,60,60929,493524,8,0.13,8638,29764,India,5524
South Africa,Direct Drop,DDP,Truck,60,44,163,3,0.06,3622,9181,India,8074
Zambia,From RDC,RDC,Truck,120,25482,521871,20,0.17,7140,46532,India,6906
Vietnam,Direct Drop,EXW,Air,30,30118,97281,3,0.11,1782,8648,India,3157
Nigeria,From RDC,RDC,Air Charter,30,115089,1127872,9,0.33,11004,17495, Nashik,7134
Uganda,From RDC,RDC,Truck,120,26960,541087,20,0.17,3622,9181,India,5524
Tanzania,From RDC,RDC,Truck,60,2707,30399,11,0.19,263,811, Nashik,5091
Côte d'Ivoire,From RDC,RDC,Air Charter,30,3280,31881,9,0.32,229,854,India,9091
Tanzania,From RDC,RDC,Truck,120,909,17743,19,0.16,8820,2541,Germany,6837
Tanzania,Direct Drop,EXW,Ocean,60,115000,414000,3,0.06,10504,27270, Nashik,5091
South Africa,Direct Drop,DDP,Truck,240,4,26,6,0.03,3622,9181,India,8074
Vietnam,Direct Drop,EXW,Air,60,24428,268463,10,0.18,3408,12674, Nashik,3641
Rwanda,From RDC,RDC,Air,60,629,8271,13,0.22,67,618,India,5921
Nigeria,From RDC,RDC,Air Charter,30,121280,1425040,11,0.39,9813,8341, Nashik,7134
Nigeria,From RDC,RDC,Air Charter,60,160786,414827,2,0.04,3622,9181,India,7633
Nigeria,Direct Drop,EXW,Air,60,7325,36625,5,0.08,455,3967,India,7633
Vietnam,Direct Drop,EXW,Air,60,700,7805,11,0.19,3622,9181,India,3157
Uganda,From RDC,RDC,Truck,60,11979,30067,2,0.04,3622,9181,India,5524
South Africa,Direct Drop,DDP,Truck,60,7,117,16,0.28,3622,9181,Poland,8994
Uganda,From RDC,RDC,Air,240,127,243,1,0.01,46,-260,India,5524
Tanzania,From RDC,RDC,Truck,30,17851,212248,11,0.4,2117,663,India,5659
South Africa,Direct Drop,DDP,Truck,30,302,10065,33,1.11,3622,9181,India,8074
Nigeria,From RDC,RDC,Air Charter,30,20418,88614,4,0.14,3622,9181, Nashik,7134
South Africa,Direct Drop,DDP,Air,30,56970,266049,4,0.16,4822,4886,India,8074
"Congo, DRC",From RDC,RDC,Air,60,18,46,2,0.04,3622,9181,India,6583
Mozambique,From RDC,RDC,Air,60,10044,95418,9,0.16,7341,9879,India,6624
South Africa,Direct Drop,DDP,Air,30,51920,406014,7,0.26,3549,2646,India,8074
Côte d'Ivoire,From RDC,RDC,Truck,30,2500,56250,22,0.75,2147,7211,India,9091
"Congo, DRC",From RDC,RDC,Air,240,186,362,1,0.01,81,535,India,6583
Nigeria,From RDC,RDC,Air,30,5025,65877,13,0.44,3622,9181, Nashik,7134
Côte d'Ivoire,From RDC,RDC,Air,60,600,9864,16,0.27,3622,9181,India,9091
Tanzania,From RDC,RDC,Air,30,49000,206780,4,0.14,4030,14707, Nashik,5091
Côte d'Ivoire,From RDC,RDC,Air,60,9780,73643,7,0.13,550,1794,India,9091
Zambia,Direct Drop,EXW,Air,60,33333,120332,3,0.06,3622,9181,India,6906
Uganda,From RDC,RDC,Air,60,1000,5440,5,0.09,3622,9181,India,5524
South Africa,Direct Drop,DDP,Truck,200,120,176,1,0.01,3622,9181,France,8670
Vietnam,Direct Drop,FCA,Air,30,326,7582,23,0.78,34,-596,Germany,9157
Uganda,From RDC,RDC,Air,60,31000,351850,11,0.19,3941,41656, Nashik,4961
Tanzania,Direct Drop,EXW,Air,60,20000,221800,11,0.18,2069,8716, Nashik,5091
Vietnam,Direct Drop,EXW,Air,60,1800,15498,8,0.14,3622,9181,India,3157
"Congo, DRC",From RDC,RDC,Air,240,1090,2289,2,0.01,408,4580,India,6583
South Africa,Direct Drop,DDP,Air,120,1900,68362,35,0.3,3622,9181,Germany,8973
Côte d'Ivoire,From RDC,RDC,Air,30,998,26197,26,0.88,3622,9181, Port Elizabeth,5690
Mozambique,From RDC,RDC,Truck,60,125009,900064,7,0.12,7910,12,India,6624
Haiti,From RDC,RDC,Air,60,619,1423,2,0.04,3622,9181,India,14446
South Africa,Direct Drop,DDP,Air,240,23,83,3,0.02,3622,9181,India,8074
Nigeria,From RDC,RDC,Air Charter,60,1500,9165,6,0.1,113,9181,India,7633
Nigeria,Direct Drop,EXW,Air,540,34,1547,45,0.08,115,755,Switzerland,4123
Côte d'Ivoire,From RDC,RDC,Truck,30,7684,29276,3,0.13,3622,9181,India,9091
Rwanda,Direct Drop,EXW,Air,30,40705,549110,13,0.45,3948,23035, Nashik,5355
Mozambique,From RDC,RDC,Truck,30,12250,58187,4,0.16,1866,9959, Nashik,6074
Côte d'Ivoire,From RDC,RDC,Air,60,5670,7994,1,0.02,317,11648,India,9091
Uganda,From RDC,RDC,Truck,30,2688,11343,4,0.14,3622,9181,India,5524
Haiti,From RDC,RDC,Air,180,70,1187,16,0.09,30,-67, Haarlem,7467
Rwanda,From RDC,RDC,Air,240,2000,3940,1,0.01,3622,9181,India,5921
Vietnam,Direct Drop,EXW,Air,60,5200,15080,2,0.05,3622,9181,India,3157
Zimbabwe,Direct Drop,EXW,Air Charter,60,85000,188700,2,0.04,11125,83791,India,6980
Zambia,Direct Drop,EXW,Air,60,70000,301000,4,0.07,5999,24383,India,6906
Nigeria,From RDC,RDC,Air,60,728,1761,2,0.04,3622,9181,India,7633
South Africa,Direct Drop,DDP,Truck,60,23,408,17,0.3,3622,9181,India,8074
Uganda,From RDC,RDC,Air,60,36000,87840,2,0.04,3622,9181,India,5524
Zambia,From RDC,RDC,Truck,60,27452,355777,12,0.22,3622,9181, Nashik,6339
Haiti,From RDC,RDC,Air,60,168,240,1,0.02,3622,9181,India,14446
Côte d'Ivoire,Direct Drop,FCA,Air,120,20280,733324,36,0.3,5089,30318,Germany,5008
South Africa,Direct Drop,DDP,Truck,240,6,31,5,0.02,3622,9181,India,8074
Uganda,Direct Drop,EXW,Air,30,252,509,2,0.07,9,678,India,5524
Zambia,From RDC,RDC,Air,100,6778,8811,1,0.01,1358,2150,India,6906
Uganda,From RDC,RDC,Truck,60,88392,716859,8,0.14,3622,9181,India,5524
Haiti,Direct Drop,EXW,Ocean,240,2040,4080,2,0.01,3622,9181,India,14446
Mozambique,From RDC,RDC,Air,120,250,10275,41,0.34,105,-652,Germany,8163
South Africa,Direct Drop,DDP,Ocean,60,17013,40320,2,0.04,3622,9181,India,8074
"Congo, DRC",From RDC,RDC,Air,240,6339,12361,1,0.01,2357,23505,India,6583
Uganda,From RDC,RDC,Air,30,7126,97554,13,0.46,2261,12252, Nashik,4961
Côte d'Ivoire,From RDC,RDC,Air,60,8010,19544,2,0.04,5350,3519,India,9091
South Africa,Direct Drop,DDP,Truck,120,122,3142,25,0.21,3622,9181,Germany,8973
Uganda,From RDC,RDC,Air,60,2067,26788,12,0.22,220,616, Nashik,4961
Nigeria,From RDC,RDC,Air Charter,120,50000,1089000,21,0.18,3622,9181,India,7633
Uganda,From RDC,RDC,Truck,120,12713,240275,18,0.16,2630,5926,Germany,5868
Uganda,From RDC,RDC,Air,30,200,1370,6,0.23,18,140,India,5524
Vietnam,Direct Drop,EXW,Air,60,1500,41475,27,0.46,3622,9181,India,3157
Vietnam,Direct Drop,EXW,Air,60,9275,13448,1,0.02,432,6444,India,3157
South Africa,Direct Drop,DDP,Truck,30,9,137,15,0.51,3622,9181,India,8074
Rwanda,From RDC,RDC,Air,60,117,188,1,0.03,3622,9181,India,5921
Uganda,From RDC,RDC,Air,60,3350,29346,8,0.15,3622,9181, Nashik,4961
South Africa,Direct Drop,DDP,Ocean,240,3971,8418,2,0.01,1472,2524,India,8074
Vietnam,Direct Drop,EXW,Air,60,432,3240,7,0.12,3622,9181, Nashik,3641
Tanzania,From RDC,RDC,Air,30,4738,19994,4,0.14,3622,9181, Nashik,5091
Zambia,From RDC,RDC,Truck,60,25000,62750,2,0.04,3622,9181, Nashik,6339
Vietnam,Direct Drop,EXW,Air,240,436,850,1,0.01,3622,9181,India,3157
South Africa,Direct Drop,DDP,Ocean,30,70942,321367,4,0.15,6090,10203,India,8074
Vietnam,Direct Drop,FCA,Air,120,1969,119754,60,0.51,484,565,Germany,9157
South Africa,Direct Drop,DDP,Truck,60,3,53,17,0.3,3622,9181,India,8074
Uganda,From RDC,RDC,Truck,60,5525,60775,11,0.18,1414,3054, Nashik,4961
Tanzania,From RDC,RDC,Truck,60,58920,505533,8,0.14,6560,7057,India,5659
Côte d'Ivoire,From RDC,RDC,Air,60,9024,60099,6,0.11,976,11369,India,9091
Mozambique,From RDC,RDC,Truck,60,77000,863940,11,0.19,12980,10134, Nashik,6074
Uganda,Direct Drop,EXW,Air,30,1776,31968,18,0.6,237,794,India,5524
Tanzania,From RDC,RDC,Truck,30,137269,579275,4,0.14,8474,2279,India,5659
South Africa,Direct Drop,DDP,Truck,60,37,1874,50,0.84,3622,9181, Latina,7877
Côte d'Ivoire,Direct Drop,CIP,Air,180,3399,57647,16,0.09,1014,1093, Haarlem,5009
South Africa,Direct Drop,DDP,Ocean,240,48264,97493,2,0.01,17436,9446,India,8074
Uganda,From RDC,RDC,Truck,60,8333,20332,2,0.04,479,3358,India,5524
Zimbabwe,From RDC,RDC,Truck,60,76000,562400,7,0.12,8848,36040,India,6980
Côte d'Ivoire,From RDC,RDC,Air,30,31092,179711,5,0.19,3622,9181,India,9091
South Africa,Direct Drop,DDP,Truck,30,60,935,15,0.52,3622,9181,India,8074
Haiti,Direct Drop,CIP,Air,60,400,22200,55,0.92,3622,9181, Haarlem,7467
Haiti,Direct Drop,EXW,Air,100,60,21000,350,3.5,144,2128,Thailand,16167
Zimbabwe,From RDC,RDC,Truck,60,30457,60609,1,0.03,2375,5819,India,6980
South Africa,Direct Drop,DDP,Ocean,30,113000,731110,6,0.22,7569,10986,India,8074
Mozambique,From RDC,RDC,Truck,60,275,3085,11,0.19,36,2470, Nashik,6074
South Africa,Direct Drop,DDP,Truck,60,3,149,49,0.83,3622,9181,India,8074
South Africa,Direct Drop,DDP,Truck,30,757,11261,14,0.5,3622,9181,India,8074
Uganda,From RDC,RDC,Air,60,1144,10696,9,0.16,3622,9181,India,5524
Vietnam,Direct Drop,EXW,Air,30,504,4158,8,0.28,3622,9181, Nashik,3641
Nigeria,From RDC,RDC,Air,60,5000,56100,11,0.19,608,5147,India,7633
Côte d'Ivoire,From RDC,RDC,Truck,30,2790,62775,22,0.75,3622,9181, Nashik,8608
South Africa,Direct Drop,DDP,Ocean,240,50000,103000,2,0.01,18467,5617,India,8074
"Congo, DRC",From RDC,RDC,Air,120,9,303,33,0.28,3622,9181,India,6583
South Africa,Direct Drop,DDP,Air,30,31875,148856,4,0.16,3005,3263,India,8074
Côte d'Ivoire,From RDC,RDC,Air,60,17100,41724,2,0.04,3622,9181,India,9091
South Africa,Direct Drop,DDP,Truck,30,119,394,3,0.11,3622,9181,India,8074
Nigeria,From RDC,RDC,Air,30,28500,131100,4,0.15,2442,9181,India,7633
Nigeria,From RDC,RDC,Air Charter,60,32000,264320,8,0.14,3175,12398,India,7633
Zambia,From RDC,RDC,Truck,60,9545,163601,17,0.29,947,12232, Nashik,6339
Haiti,From RDC,RDC,Air,60,5980,13933,2,0.04,3622,9181,India,14446
Mozambique,From RDC,RDC,Air,90,271,4593,16,0.19,3622,9181,India,6624
South Africa,Direct Drop,DDP,Ocean,30,11711,80923,6,0.23,1093,4460,India,8074
Zambia,From RDC,RDC,Truck,60,36760,322017,8,0.15,3294,8942,India,6906
Nigeria,From RDC,RDC,Air Charter,120,7677,167205,21,0.18,16376,13547, Nashik,7134
Côte d'Ivoire,From RDC,RDC,Air,60,4374,37266,8,0.14,230,432,India,9091
Zimbabwe,From RDC,RDC,Truck,60,9073,22773,2,0.04,521,1494,India,6980
Vietnam,Direct Drop,EXW,Air,60,8400,17472,2,0.03,3622,9181,India,3157
Haiti,Direct Drop,EXW,Ocean,60,37680,288252,7,0.13,3622,9181,India,14446
Côte d'Ivoire,Direct Drop,EXW,Air,60,4000,112000,28,0.47,655,4300, Nashik,8608
Zimbabwe,From RDC,RDC,Truck,30,1600,3200,2,0.07,96,1145,India,6980
Nigeria,From RDC,RDC,Air Charter,60,67334,577725,8,0.14,8716,25340,India,7633
Zimbabwe,From RDC,RDC,Truck,60,21000,41790,1,0.03,25880,45111,India,6980
South Africa,Direct Drop,DDP,Ocean,60,23845,356005,14,0.25,2283,2649,India,8074
Nigeria,From RDC,RDC,Air Charter,60,3231,28303,8,0.15,3622,9181,India,7633
Côte d'Ivoire,From RDC,RDC,Truck,120,5900,114224,19,0.16,3622,9181, Nashik,8608
South Africa,Direct Drop,DDP,Truck,60,3,141,47,0.79,3622,9181, Latina,7877
Rwanda,Direct Drop,FCA,Air,60,1514,10370,6,0.11,204,949,Germany,6174
Nigeria,From RDC,RDC,Air Charter,30,6203,72885,11,0.39,560,5147, Nashik,7134
"Congo, DRC",From RDC,RDC,Air,30,19,115,6,0.2,3622,9181, Nashik,6020
Côte d'Ivoire,From RDC,RDC,Air,60,3008,46624,15,0.26,3622,9181,India,9091
Tanzania,From RDC,RDC,Truck,30,1773,7162,4,0.13,116,1035, Nashik,5091
Rwanda,From RDC,RDC,Air,60,6385,15579,2,0.04,327,762,India,5921
Côte d'Ivoire,From RDC,RDC,Air,60,13141,44679,3,0.06,1271,9722,India,9091
Tanzania,Direct Drop,CIP,Air,30,18544,340096,18,0.61,1478,312,France,6771
Vietnam,Direct Drop,FCA,Air,120,7031,427625,60,0.51,1720,4324,Germany,9157
Côte d'Ivoire,From RDC,RDC,Air,60,50000,490500,9,0.16,5625,10702,India,9091
South Africa,Direct Drop,DDP,Truck,60,35,2301,65,1.1,3622,9181, Haarlem,9211
Tanzania,From RDC,RDC,Truck,60,8805,25622,2,0.05,3622,9181,India,5659
Mozambique,From RDC,RDC,Truck,60,67609,650398,9,0.16,3622,9181,India,6624
Nigeria,From RDC,RDC,Air,60,6002,20406,3,0.06,3622,9181,India,7633
Uganda,Direct Drop,DDP,Air,120,63,4195,66,0.55,57,-452, Port Elizabeth,3989
Vietnam,Direct Drop,EXW,Air,60,2016,18648,9,0.15,185,4551,India,3157
Uganda,From RDC,RDC,Truck,60,4000,8600,2,0.04,474,332,India,5524
Haiti,From RDC,RDC,Air,180,31,525,16,0.09,3622,9181, Haarlem,7467
Nigeria,From RDC,RDC,Air Charter,60,52920,603288,11,0.19,5960,8341,India,7633
Zambia,From RDC,RDC,Truck,60,500,3855,7,0.13,10681,16384,India,6906
Nigeria,From RDC,RDC,Air Charter,30,90932,1811365,19,0.66,10428,17495, Nashik,7134
Rwanda,Direct Drop,EXW,Air,240,9720,14677,1,0.01,4365,9181,India,5921
Haiti,Direct Drop,CIP,Air,60,80,760,9,0.16,43,-740,France,7294
Rwanda,From RDC,RDC,Air,30,11492,63665,5,0.18,3622,9181,India,5921
Haiti,From RDC,RDC,Air,60,192,2976,15,0.26,8085,77061,India,14446
Tanzania,Direct Drop,EXW,Air,60,53051,379314,7,0.12,4611,20225,India,5659
Rwanda,Direct Drop,EXW,Air,240,4192,35632,8,0.04,1514,5072,India,5921
Vietnam,Direct Drop,EXW,Air,60,25572,281036,10,0.18,3572,9657, Nashik,3641
Uganda,From RDC,RDC,Truck,60,6000,11940,1,0.03,404,1055,India,5524
South Africa,Direct Drop,DDP,Truck,240,17,91,5,0.02,3622,9181,India,8074
South Africa,Direct Drop,DDP,Truck,200,300,753,2,0.01,3622,9181,India,8074
Mozambique,From RDC,RDC,Air,180,252,12600,50,0.28,3622,9181, Haarlem,8465
South Africa,Direct Drop,DDP,Truck,60,1200,5558,4,0.08,3622,9181,India,8074
Uganda,Direct Drop,EXW,Air,30,1200,1500,1,0.04,64,-104,India,5524
Nigeria,From RDC,RDC,Air Charter,60,85800,321750,3,0.06,5605,44180, Nashik,7134
Nigeria,From RDC,RDC,Air Charter,30,24269,637061,26,0.88,2094,6329, Port Elizabeth,5168
Mozambique,From RDC,RDC,Truck,60,24530,172200,7,0.12,1380,5483, Nashik,6074
Uganda,From RDC,RDC,Air,120,5000,148400,29,0.25,1199,6070,India,5524
Nigeria,From RDC,RDC,Air,60,7876,11971,1,0.03,5588,17617,India,7633
Zambia,From RDC,RDC,Truck,30,34036,196728,5,0.19,2901,3897,India,6906
Zimbabwe,From RDC,RDC,Air,60,1900,6460,3,0.06,3622,9181,India,6980
Haiti,From RDC,RDC,Air,60,108,180,1,0.03,1857,10091,India,14446
Mozambique,From RDC,RDC,Truck,60,1604,11420,7,0.12,120,799,India,6624
Nigeria,From RDC,RDC,Air Charter,90,854,23485,27,0.31,142,8736,India,7633
Tanzania,From RDC,RDC,Truck,60,123317,912545,7,0.12,13253,63506,India,5659
Vietnam,Direct Drop,EXW,Air,60,4200,12180,2,0.05,3622,9181,India,3157
Côte d'Ivoire,Direct Drop,FCA,Air,60,3000,20550,6,0.11,387,5020,Germany,5008
South Africa,Direct Drop,DDP,Truck,60,6,394,65,1.1,3622,9181, Haarlem,9211
Zambia,From RDC,RDC,Truck,30,113925,1021907,8,0.3,9875,13325, Nashik,6339
South Africa,Direct Drop,DDP,Truck,60,2,71,35,0.59,3622,9181,Poland,8994
Nigeria,From RDC,RDC,Air,60,2454,8343,3,0.06,231,3401,India,7633
Rwanda,From RDC,RDC,Air,60,3431,11356,3,0.06,216,1520,India,5921
Zimbabwe,From RDC,RDC,Truck,60,50847,200845,3,0.07,2372,1599,India,6980
South Africa,Direct Drop,DDP,Truck,240,30,435,14,0.06,3622,9181,Germany,8973
Nigeria,From RDC,RDC,Air Charter,60,35120,280960,8,0.13,3622,9181,India,7633
Haiti,Direct Drop,EXW,Ocean,30,2293,2866,1,0.04,122,1461,India,14446
South Africa,Direct Drop,DDP,Ocean,30,58423,410713,7,0.23,4007,5639,India,8074
Mozambique,From RDC,RDC,Air,90,422,7152,16,0.19,514,-260,India,6624
South Africa,Direct Drop,DDP,Ocean,30,137654,944306,6,0.23,9147,10314,India,8074
Tanzania,From RDC,RDC,Truck,60,11688,25129,2,0.04,1673,4364,India,5659
Haiti,Direct Drop,CIP,Air,60,120,840,7,0.12,29,-740,France,7294
South Africa,Direct Drop,DDP,Truck,120,3,106,35,0.3,3622,9181, Latina,7877
Haiti,From RDC,RDC,Air,60,2610,33825,12,0.22,3622,9181,India,14446
Haiti,Direct Drop,EXW,Air,60,864,5356,6,0.1,46,-696,India,14446
Côte d'Ivoire,From RDC,RDC,Air,60,19937,139559,7,0.12,5340,4028,India,9091
Nigeria,From RDC,RDC,Air Charter,30,3060,35955,11,0.39,247,9181, Nashik,7134
Haiti,Direct Drop,EXW,Air,30,1764,3951,2,0.07,106,615,India,14446
Rwanda,From RDC,RDC,Truck,240,5495,7967,1,0.01,1960,3390,India,5921
Vietnam,Direct Drop,EXW,Air,60,83000,282200,3,0.06,3622,9181,India,3157
Uganda,Direct Drop,EXW,Air,30,50000,162000,3,0.11,5593,18759,India,5524
Vietnam,Direct Drop,EXW,Air,30,23251,278779,11,0.4,2641,3503, Nashik,3641
Côte d'Ivoire,From RDC,RDC,Air,60,2590,55477,21,0.36,257,211, Nashik,8608
Vietnam,Direct Drop,EXW,Air,240,150,315,2,0.01,58,-245,India,3157
Vietnam,Direct Drop,EXW,Air,60,34900,63169,1,0.03,1588,10413,India,3157
South Africa,Direct Drop,DDP,Truck,200,100,676,6,0.03,3622,9181,Canada,15035
Zimbabwe,From RDC,RDC,Truck,60,100000,218000,2,0.04,64918,42218,India,6980
Haiti,Direct Drop,EXW,Air,100,25,8750,350,3.5,60,521,Thailand,16167
Zambia,From RDC,RDC,Truck,60,40000,350400,8,0.15,3626,3997,India,6906
South Africa,Direct Drop,DDP,Ocean,240,33476,70969,2,0.01,3622,9181,India,8074
Zambia,From RDC,RDC,Air,30,18216,110571,6,0.2,1500,6513, Nashik,6339
Zimbabwe,Direct Drop,EXW,Air,60,48127,95772,1,0.03,2383,17232, Nashik,6420
Zambia,From RDC,RDC,Truck,30,54850,492004,8,0.3,2236,4447, Nashik,6339
Nigeria,From RDC,RDC,Air Charter,60,100156,244380,2,0.04,10687,20347,India,7633
Mozambique,From RDC,RDC,Air,90,400,6780,16,0.19,3340,2438,India,6624
South Africa,Direct Drop,DDP,Truck,120,3500,152545,43,0.36,3622,9181,Germany,8973
Vietnam,Direct Drop,CIP,Air,60,260,3315,12,0.21,56,1246,France,9916
South Africa,Direct Drop,DDP,Air,30,282,4314,15,0.51,3622,9181,India,8074
Haiti,From RDC,RDC,Air,60,31836,278883,8,0.15,2565,24670, Nashik,14325
Zimbabwe,From RDC,RDC,Truck,30,4000,23120,5,0.19,3622,9181,India,6980
Uganda,From RDC,RDC,Air,60,50000,413000,8,0.14,6481,35226, Nashik,4961
Côte d'Ivoire,From RDC,RDC,Air,240,1664,27456,16,0.07,905,9451,India,9091
Côte d'Ivoire,Direct Drop,FCA,Air,120,7320,264691,36,0.3,1838,12562,Germany,5008
Vietnam,Direct Drop,EXW,Air,60,2231,4685,2,0.04,3622,9181, Nashik,3641
Tanzania,Direct Drop,EXW,Air,30,3550,5538,1,0.05,255,1454,India,5659
Haiti,Direct Drop,EXW,Air,30,240,4800,20,0.67,19,-29,India,14446
Vietnam,Direct Drop,EXW,Air,30,2856,21420,7,0.25,3622,9181, Nashik,3641
Tanzania,Direct Drop,FCA,Air,60,765,4544,5,0.1,84,396,Germany,6837
Mozambique,From RDC,RDC,Air,60,38975,280620,7,0.12,13123,8161,India,6624
Mozambique,From RDC,RDC,Air,120,900,36990,41,0.34,3622,9181,Germany,8163
Vietnam,Direct Drop,EXW,Air,60,10000,64900,6,0.11,3622,9181, Nashik,3641
South Africa,Direct Drop,DDP,Truck,240,17,91,5,0.02,3622,9181,India,8074
Tanzania,Direct Drop,FCA,Air,60,2736,16251,5,0.1,328,2940,Germany,6837
Zambia,From RDC,RDC,Truck,60,21,51,2,0.04,1,-208,India,6906
South Africa,Direct Drop,DDP,Truck,30,6,66,11,0.37,3622,9181,India,8074
Nigeria,From RDC,RDC,Air,60,2780,25993,9,0.16,262,1426,India,7633
Côte d'Ivoire,From RDC,RDC,Truck,30,2400,32376,13,0.45,213,422, Nashik,8608
Vietnam,Direct Drop,EXW,Air,60,6000,14400,2,0.04,3622,9181,India,3157
Tanzania,From RDC,RDC,Truck,240,15000,29250,1,0.01,5641,44291,India,5659
Vietnam,Direct Drop,EXW,Air,30,7146,39303,5,0.18,3622,9181, Nashik,3641
Nigeria,From RDC,RDC,Air Charter,60,270,2025,7,0.12,15,9181, Nashik,7134
Mozambique,From RDC,RDC,Air,60,1728,16416,9,0.16,3622,9181,India,6624
Uganda,From RDC,RDC,Truck,30,5000,41150,8,0.27,607,3911, Nashik,4961
Nigeria,From RDC,RDC,Air Charter,60,3235,23033,7,0.12,3622,9181,India,7633
Mozambique,From RDC,RDC,Truck,240,41737,81387,1,0.01,15160,11405,India,6624
South Africa,Direct Drop,DDP,Truck,120,8000,375880,46,0.39,3622,9181,Germany,8973
Côte d'Ivoire,From RDC,RDC,Air,60,1060,4028,3,0.06,56,211,India,9091
Côte d'Ivoire,Direct Drop,FCA,Air,120,12560,454169,36,0.3,3080,17459,Germany,5008
Vietnam,Direct Drop,EXW,Air,60,37215,320049,8,0.14,3622,9181,India,3157
South Africa,Direct Drop,DDP,Air,60,26369,76997,2,0.05,3110,4159,India,8074
Côte d'Ivoire,From RDC,RDC,Air,30,1499,7225,4,0.16,123,1252,India,9091
Vietnam,Direct Drop,EXW,Air,60,12665,118417,9,0.16,3622,9181, Nashik,3641
Haiti,From RDC,RDC,Air,60,3024,6834,2,0.04,3622,9181,India,14446
Côte d'Ivoire,From RDC,RDC,Air,30,8300,50381,6,0.2,760,3880,India,9091
Uganda,Direct Drop,EXW,Air,60,39449,319536,8,0.13,5714,19416,India,5524
Zimbabwe,From RDC,RDC,Truck,30,4000,42480,10,0.35,3622,9181,India,6980
Rwanda,Direct Drop,CIP,Air,60,21080,189720,9,0.15,1716,16074, Nashik,5355
Uganda,Direct Drop,CIP,Air,120,217,7812,36,0.3,74,-706, Latina,4823
Haiti,From RDC,RDC,Air,240,4000,7800,1,0.01,1496,13897,India,14446
Tanzania,From RDC,RDC,Truck,60,11262,47863,4,0.07,641,2279, Nashik,5091
Nigeria,From RDC,RDC,Air Charter,60,45520,369167,8,0.14,3622,9181, Nashik,7134
Côte d'Ivoire,From RDC,RDC,Truck,30,489,6611,13,0.45,3622,9181, Nashik,8608
Vietnam,Direct Drop,EXW,Air,30,6549,92340,14,0.47,1208,2306, Nashik,3641
Haiti,Direct Drop,CIP,Air,180,255,4324,16,0.09,72,-710, Haarlem,7467
South Africa,Direct Drop,DDP,Ocean,60,6000,16320,2,0.05,638,-346,India,8074
Nigeria,From RDC,RDC,Air,60,125,1018,8,0.14,3622,9181,India,7633
Vietnam,Direct Drop,FCA,Air,30,400,9304,23,0.78,3622,9181,Germany,9157
Nigeria,From RDC,RDC,Air Charter,240,75,142,1,0.01,3622,9181,India,7633
Côte d'Ivoire,From RDC,RDC,Truck,120,17500,539350,30,0.26,6649,26350,Germany,5008
Haiti,Direct Drop,EXW,Air,100,120,540,4,0.04,9,-180,India,14446
South Africa,Direct Drop,DDP,Air,30,53234,248602,4,0.16,4507,4886,India,8074
Nigeria,From RDC,RDC,Air Charter,30,24346,190385,7,0.26,2391,20326, Nashik,7134
Vietnam,Direct Drop,EXW,Air,30,40593,452611,11,0.37,4585,5881, Nashik,3641
Rwanda,Direct Drop,CIP,Air,60,54432,641753,11,0.2,7278,60925, Nashik,5355
Côte d'Ivoire,From RDC,RDC,Truck,60,3952,10907,2,0.05,2705,8879,India,9091
Mozambique,From RDC,RDC,Air,60,960,34080,35,0.59,3622,9181,India,6624
Uganda,From RDC,RDC,Air,60,140,1054,7,0.13,3622,9181,India,5524
Uganda,Direct Drop,DDP,Air,120,95,8780,92,0.77,14,-829, Port Elizabeth,3989
Vietnam,Direct Drop,EXW,Air,30,15500,172825,11,0.37,1745,2977, Nashik,3641
South Africa,Direct Drop,DDP,Truck,30,11,185,16,0.56,3622,9181,India,8074
South Africa,Direct Drop,DDP,Air,60,2775,8325,3,0.05,3622,9181,India,8074
South Africa,Direct Drop,DDP,Truck,60,226,4088,18,0.3,3622,9181,India,8074
Côte d'Ivoire,From RDC,RDC,Air,240,2084,4063,1,0.01,794,7758,India,9091
Nigeria,From RDC,RDC,Air,60,15,412,27,0.46,3622,9181, Nashik,7134
