,country,fulfill_via,vendor,shipment_mode,unit_of_measure,line_item_quantity,line_item_value,pack_price,unit_price,mfg_site,weight,freight_cost,location,distance
189,South Africa,Direct Drop,DDP,Air,60,1000,3970.0,3.97,0,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,France,8670
190,South Africa,Direct Drop,DDP,Air,60,3675,9371.25,2.55,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
191,South Africa,Direct Drop,DDP,Air,90,824,15515.92,18.83,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
192,South Africa,Direct Drop,DDP,Air,60,10000,56800.0,5.68,0,GSK Cape Town Factory (South Africa),Weight Captured Separately,Freight Included in Commodity Cost,South Africa,0
193,South Africa,Direct Drop,DDP,Air,200,3000,5970.0,1.99,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
194,South Africa,Direct Drop,DDP,Air,60,1977,23091.36,11.68,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
195,South Africa,Direct Drop,DDP,Air,30,282,4314.6,15.3,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
196,South Africa,Direct Drop,DDP,Air,240,30,312.6,10.42,0,"BI, Ingelheim, Germany",Weight Captured Separately,Freight Included in Commodity Cost,Germany,8973
197,South Africa,Direct Drop,DDP,Air,30,60,1095.0,18.25,0,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,France,8670
198,South Africa,Direct Drop,DDP,Air,30,3500,44170.0,12.62,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
199,South Africa,Direct Drop,DDP,Air,90,2000,43360.0,21.68,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
200,South Africa,Direct Drop,DDP,Air,120,1400,49532.0,35.38,0,ABBVIE Ludwigshafen Germany,Weight Captured Separately,Freight Included in Commodity Cost,Germany,8973
201,South Africa,Direct Drop,DDP,Air,60,1800,7110.0,3.95,0,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,France,8670
202,South Africa,Direct Drop,DDP,Truck,60,36,254.88,7.08,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
203,Rwanda,Direct Drop,CIP,Air,60,54432,641753.28,11.79,0,Mylan (formerly Matrix) Nashik,7278,61925.7, Nashik,5355
204,Vietnam,Direct Drop,EXW,Air,60,35616,240408.0,6.75,0,"Cipla, Goa, India",3479,10048.1,India,3157
205,Vietnam,Direct Drop,EXW,Air,30,6552,42588.0,6.5,0,Mylan (formerly Matrix) Nashik,524,4453.71, Nashik,3641
206,Vietnam,Direct Drop,EXW,Air,60,15960,23142.0,1.45,0,"Aurobindo Unit III, India",1815,9931.49,India,3157
207,Vietnam,Direct Drop,EXW,Air,60,3500,39025.0,11.15,0,"Aurobindo Unit III, India",See ASN-4419 (ID#:3851),See ASN-4419 (ID#:3851),India,3157
208,Vietnam,Direct Drop,CIP,Air,60,120,840.0,7.0,0,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,France,9916
209,South Africa,Direct Drop,DDP,Truck,30,40,678.8,16.97,0,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,France,8670
210,South Africa,Direct Drop,DDP,Truck,240,30,328.2,10.94,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
211,South Africa,Direct Drop,DDP,Truck,30,300,7440.0,24.8,0,"Aspen-OSD, Port Elizabeth, SA",Weight Captured Separately,Freight Included in Commodity Cost, Port Elizabeth,573
212,Uganda,Direct Drop,EXW,Air,60,5080,55880.0,11.0,0,"Aurobindo Unit III, India",1172,5595.44,India,5524
213,Rwanda,Direct Drop,EXW,Air,30,2000,42000.0,21.0,0,Premier Med. Corp Ltd. India,600,5714.31,India,5921
214,Vietnam,Direct Drop,EXW,Air,60,1500,41475.0,27.65,0,"Aurobindo Unit III, India",See ASN-737 (ID#:2765),See ASN-737 (ID#:2765),India,3157
215,Vietnam,Direct Drop,FCA,Air,120,1000,82190.0,82.19,0,ABBVIE Ludwigshafen Germany,226,2923.46,Germany,9157
216,Côte d'Ivoire,Direct Drop,CIP,Air,60,1161,6548.04,5.64,0,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,France,4338
217,South Africa,Direct Drop,DDP,,60,800,4792.0,5.99,0,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,France,8670
218,Rwanda,Direct Drop,CIP,Air,60,38784,271488.0,7.0,0,"Cipla, Goa, India",4124,10500,India,5921
219,Vietnam,Direct Drop,FCA,Air,120,2000,164400.0,82.2,0,ABBVIE Ludwigshafen Germany,513,5866.31,Germany,9157
220,Vietnam,Direct Drop,EXW,Air,60,800,1400.0,1.75,0,"Aurobindo Unit III, India",See ASN-1231 (ID#:2947),See ASN-1231 (ID#:2947),India,3157
221,South Africa,Direct Drop,DDP,,60,100,2318.0,23.18,0,"BI, Ingelheim, Germany",Weight Captured Separately,Freight Included in Commodity Cost,Germany,8973
222,South Africa,Direct Drop,DDP,,240,300,2049.0,6.83,0,GSK Mississauga (Canada),Weight Captured Separately,Freight Included in Commodity Cost,Canada,15035
223,Haiti,Direct Drop,FCA,Air,60,180,1850.4,10.28,0,ABBVIE Ludwigshafen Germany,31,910.86,Germany,7877
224,South Africa,Direct Drop,DDP,Truck,30,800,21720.0,27.15,0,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,France,8670
225,South Africa,Direct Drop,DDP,Truck,240,1000,6410.0,6.41,0,GSK Mississauga (Canada),Weight Captured Separately,Freight Included in Commodity Cost,Canada,15035
226,Vietnam,Direct Drop,EXW,Air,60,408,3162.0,7.75,0,"Aurobindo Unit III, India",See ASN-2023 (ID#:3094),See ASN-2023 (ID#:3094),India,3157
227,Vietnam,Direct Drop,EXW,Air,60,10420,77108.0,7.4,0,"Cipla, Goa, India",1000,7526.06,India,3157
228,Vietnam,Direct Drop,EXW,Air,60,9600,71040.0,7.4,0,"Cipla, Goa, India",920,7265.05,India,3157
229,Vietnam,Direct Drop,FCA,Air,120,1520,124944.0,82.2,0,ABBVIE Ludwigshafen Germany,385,4393.32,Germany,9157
230,Vietnam,Direct Drop,FCA,Air,120,800,65760.0,82.2,0,ABBVIE Ludwigshafen Germany,208,3449.4,Germany,9157
231,Vietnam,Direct Drop,EXW,Air,60,15360,113664.0,7.4,0,"Cipla, Goa, India",1360,5412.14,India,3157
232,Vietnam,Direct Drop,EXW,Air,60,2180,6997.8,3.21,0,"Aurobindo Unit III, India",242,5881.57,India,3157
233,Vietnam,Direct Drop,EXW,Air,60,2016,18648.0,9.25,0,"Aurobindo Unit III, India",185,5551.97,India,3157
234,Vietnam,Direct Drop,CIP,Air,60,400,2800.0,7.0,0,"BMS Meymac, France",81,2035.66,France,9916
235,Vietnam,Direct Drop,EXW,Air,30,10080,103219.2,10.24,0,Mylan (formerly Matrix) Nashik,See ASN-2336 (ID#:530),See ASN-2336 (ID#:530), Nashik,3641
236,South Africa,Direct Drop,DDP,Truck,60,4,52.96,13.24,0,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,France,8670
237,South Africa,Direct Drop,DDP,Truck,30,400,9536.0,23.84,0,"Aspen-OSD, Port Elizabeth, SA",Weight Captured Separately,Freight Included in Commodity Cost, Port Elizabeth,573
238,Tanzania,Direct Drop,CIP,Air,30,2597,61470.99,23.67,0,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,France,6771
239,Vietnam,Direct Drop,EXW,Air,60,1848,5359.2,2.9,0,"Aurobindo Unit III, India",327,3171.36,India,3157
240,Rwanda,Direct Drop,CIP,Air,60,18560,168896.0,9.1,0,"Cipla, Goa, India",1698,16414.22,India,5921
241,Zambia,Direct Drop,CIP,Air,60,545,3815.0,7.0,0,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,France,7240
242,Tanzania,Direct Drop,CIP,Air,30,24963,1258135.2,50.4,1,"MSD, Haarlem, NL",2462,3451.41, Haarlem,7164
243,Vietnam,Direct Drop,EXW,Air,60,5200,15080.0,2.9,0,"Aurobindo Unit III, India",See ASN-3562 (ID#:960),See ASN-3562 (ID#:960),India,3157
244,Tanzania,Direct Drop,FCA,Air,120,10680,438948.0,41.1,0,ABBVIE Ludwigshafen Germany,2724,12620.12,Germany,6837
245,South Africa,Direct Drop,DDP,Air,30,7000,113050.0,16.15,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
246,South Africa,Direct Drop,DDP,Air,60,983,4875.68,4.96,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
247,South Africa,Direct Drop,DDP,Air,60,1325,3339.0,2.52,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
248,South Africa,Direct Drop,DDP,Air,60,6800,82620.0,12.15,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
249,South Africa,Direct Drop,DDP,Air,30,3414,49810.26,14.59,0,"Cipla, Goa, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
250,South Africa,Direct Drop,DDP,Air,30,6215,102609.65,16.51,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
251,South Africa,Direct Drop,DDP,Air,30,500,1530.0,3.06,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
252,South Africa,Direct Drop,DDP,Air,30,1200,14532.0,12.11,0,"Cipla, Goa, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
253,South Africa,Direct Drop,DDP,Air,30,500,8820.0,17.64,0,"Aspen-OSD, Port Elizabeth, SA",Weight Captured Separately,Freight Included in Commodity Cost, Port Elizabeth,573
254,South Africa,Direct Drop,DDP,Air,30,80,2336.0,29.2,0,"Aspen-OSD, Port Elizabeth, SA",Weight Captured Separately,Freight Included in Commodity Cost, Port Elizabeth,573
255,South Africa,Direct Drop,DDP,Air,90,1,5.97,5.97,0,ABBVIE (Abbott) France,Weight Captured Separately,Freight Included in Commodity Cost,France,8670
256,South Africa,Direct Drop,DDP,Air,60,300,1179.0,3.93,0,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,France,8670
257,South Africa,Direct Drop,DDP,Air,240,108,610.2,5.65,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
258,South Africa,Direct Drop,DDP,Air,60,9620,68109.6,7.08,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
259,South Africa,Direct Drop,DDP,Truck,30,250,5315.0,21.26,0,"Aspen-OSD, Port Elizabeth, SA",Weight Captured Separately,Freight Included in Commodity Cost, Port Elizabeth,573
260,South Africa,Direct Drop,DDP,Truck,120,400,14400.0,36.0,0,ABBVIE Ludwigshafen Germany,Weight Captured Separately,Freight Included in Commodity Cost,Germany,8973
261,South Africa,Direct Drop,DDP,Truck,120,200,8396.0,41.98,0,ABBVIE Ludwigshafen Germany,Weight Captured Separately,Freight Included in Commodity Cost,Germany,8973
262,Nigeria,Direct Drop,EXW,Air,240,416,2579.2,6.2,0,"Aurobindo Unit III, India",See ASN-57 (ID#:23),See ASN-57 (ID#:23),India,7633
263,Côte d'Ivoire,Direct Drop,EXW,Air,60,16683,65897.85,3.95,0,"Aurobindo Unit III, India",1498,20257.08,India,9091
264,Côte d'Ivoire,Direct Drop,EXW,Air,60,9321,29361.15,3.15,0,"Aurobindo Unit III, India",See ASN-61 (ID#:5260),See ASN-61 (ID#:5260),India,9091
265,Uganda,Direct Drop,EXW,Air,60,6349,21269.15,3.35,0,"Ranbaxy, Paonta Shahib, India",369,2623.49,India,5524
266,Zambia,Direct Drop,EXW,Air,60,33333,120332.13,3.61,0,"Aurobindo Unit III, India",See ASN-123 (ID#:2685),See ASN-123 (ID#:2685),India,6906
267,Vietnam,Direct Drop,EXW,Air,60,98400,329640.0,3.35,0,"Ranbaxy, Paonta Shahib, India",4300,27923.26,India,3157
268,Vietnam,Direct Drop,EXW,Air,60,1700,17850.0,10.5,0,"Aurobindo Unit III, India",356,14982.1,India,3157
269,Vietnam,Direct Drop,EXW,Air,60,700,30835.0,44.05,0,"Aurobindo Unit III, India",See ASN-276 (ID#:2686),See ASN-276 (ID#:2686),India,3157
270,Vietnam,Direct Drop,EXW,Air,30,38300,641525.0,16.75,0,"Aurobindo Unit III, India",See ASN-276 (ID#:2686),See ASN-276 (ID#:2686),India,3157
271,Nigeria,Direct Drop,EXW,Air,100,8,3200.0,400.0,4,"Pacific Biotech, Thailand",Weight Captured Separately,Invoiced Separately,Thailand,10046
272,Zimbabwe,Direct Drop,CIP,Air,60,54,513.0,9.5,0,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,France,7729
273,Côte d'Ivoire,Direct Drop,CIP,Air,60,1577,14981.5,9.5,0,"BMS Meymac, France",309,Freight Included in Commodity Cost,France,4338
274,Rwanda,Direct Drop,EXW,Air,30,1400,23100.0,16.5,0,Premier Med. Corp Ltd. India,405,3616.95,India,5921
275,South Africa,Direct Drop,DDP,,90,3,28.95,9.65,0,ABBVIE (Abbott) France,Weight Captured Separately,Freight Included in Commodity Cost,France,8670
276,South Africa,Direct Drop,DDP,,30,100,2208.0,22.08,0,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,France,8670
277,Vietnam,Direct Drop,FCA,Air,120,1000,82200.0,82.2,0,ABBVIE Ludwigshafen Germany,249,3120.92,Germany,9157
278,Vietnam,Direct Drop,EXW,Air,60,600,900.0,1.5,0,"Aurobindo Unit III, India",See ASN-1230 (ID#:1530),See ASN-1230 (ID#:1530),India,3157
279,South Africa,Direct Drop,DDP,,60,200,1146.0,5.73,0,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,France,8670
280,South Africa,Direct Drop,DDP,Truck,60,3000,16350.0,5.45,0,GSK Cape Town Factory (South Africa),Weight Captured Separately,Freight Included in Commodity Cost,South Africa,0
281,South Africa,Direct Drop,DDP,Truck,60,200,978.0,4.89,0,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,France,8670
282,South Africa,Direct Drop,DDP,Truck,30,20,723.4,36.17,1,"Aspen-OSD, Port Elizabeth, SA",Weight Captured Separately,Freight Included in Commodity Cost, Port Elizabeth,573
283,Vietnam,Direct Drop,EXW,Air,60,500,12500.0,25.0,0,"Aurobindo Unit III, India",124,5217.59,India,3157
284,Vietnam,Direct Drop,EXW,Air,30,2016,27538.56,13.66,0,Mylan (formerly Matrix) Nashik,122,2864.44, Nashik,3641
285,South Africa,Direct Drop,DDP,,60,100,2030.0,20.3,0,"BI, Ingelheim, Germany",Weight Captured Separately,Freight Included in Commodity Cost,Germany,8973
286,Vietnam,Direct Drop,EXW,Air,60,3024,27972.0,9.25,0,"Aurobindo Unit III, India",703,10356.86,India,3157
287,Vietnam,Direct Drop,FCA,Air,120,1040,85488.0,82.2,0,ABBVIE Ludwigshafen Germany,251,2519.89,Germany,9157
288,Vietnam,Direct Drop,EXW,Air,60,9576,24897.6,2.6,0,Mylan (formerly Matrix) Nashik,889,7884.8, Nashik,3641
289,South Africa,Direct Drop,DDP,Truck,60,4,56.16,14.04,0,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,France,8670
290,South Africa,Direct Drop,DDP,Truck,200,6,78.48,13.08,0,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,France,8670
291,Haiti,Direct Drop,CIP,Air,100,28,9800.0,350.0,3,"Pacific Biotech, Thailand",Weight Captured Separately,Freight Included in Commodity Cost,Thailand,16167
292,Vietnam,Direct Drop,EXW,Air,60,15960,38304.0,2.4,0,"Aurobindo Unit III, India",755,6609.02,India,3157
293,Vietnam,Direct Drop,EXW,Air,30,5040,62294.4,12.36,0,Mylan (formerly Matrix) Nashik,301,4883.46, Nashik,3641
294,Tanzania,Direct Drop,CIP,Air,240,132,1990.56,15.08,0,GSK Mississauga (Canada),65,633,Canada,13251
295,South Africa,Direct Drop,DDP,Truck,30,30,1171.5,39.05,1,"Aspen-OSD, Port Elizabeth, SA",Weight Captured Separately,Freight Included in Commodity Cost, Port Elizabeth,573
296,Nigeria,Direct Drop,EXW,Air,1000,7,184.45,26.35,0,"Micro Labs Ltd. (Brown & Burk), India",488,4404.9,India,7633
297,Vietnam,Direct Drop,FCA,Air,120,6,493.2,82.2,0,ABBVIE Ludwigshafen Germany,9,2709.98,Germany,9157
298,Vietnam,Direct Drop,EXW,Air,60,880,20680.0,23.5,0,"Aurobindo Unit III, India",331,2771.84,India,3157
299,Vietnam,Direct Drop,CIP,Air,60,280,1960.0,7.0,0,"BMS Meymac, France",60,1516.05,France,9916
300,South Africa,Direct Drop,DDP,Truck,60,350,1736.0,4.96,0,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,France,8670
301,South Africa,Direct Drop,DDP,Truck,30,100,1828.0,18.28,0,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,France,8670
302,Vietnam,Direct Drop,EXW,Air,60,6966,16718.4,2.4,0,"Aurobindo Unit III, India",1068,3894.21,India,3157
303,Vietnam,Direct Drop,EXW,Air,60,4200,12180.0,2.9,0,"Aurobindo Unit III, India",See ASN-3313 (ID#:3456),See ASN-3313 (ID#:3456),India,3157
304,South Africa,Direct Drop,DDP,Truck,60,120,2355.6,19.63,0,"Cipla, Goa, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
305,Côte d'Ivoire,Direct Drop,EXW,Air,1000,12,629.88,52.49,0,"Medopharm Malur Factory, INDIA",12,536.78,India,9091
306,Vietnam,Direct Drop,EXW,Air,60,9576,13885.2,1.45,0,"Aurobindo Unit III, India",See ASN-3561 (ID#:2297),See ASN-3561 (ID#:2297),India,3157
307,Rwanda,Direct Drop,EXW,Air,30,3912,88020.0,22.5,0,Premier Med. Corp Ltd. India,1320,15022.74,India,5921
308,Haiti,Direct Drop,FCA,Air,120,10,411.0,41.1,0,ABBVIE Ludwigshafen Germany,9,807.28,Germany,7877
309,Vietnam,Direct Drop,CIP,Air,60,260,3315.0,12.75,0,"BMS Meymac, France",56,2246.81,France,9916
310,South Africa,Direct Drop,DDP,Air,60,5000,27450.0,5.49,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
311,South Africa,Direct Drop,DDP,Air,200,1320,1504.8,1.14,0,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,France,8670
312,South Africa,Direct Drop,DDP,Air,200,500,1000.0,2.0,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
313,South Africa,Direct Drop,DDP,Air,60,10260,39193.2,3.82,0,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,France,8670
314,South Africa,Direct Drop,DDP,Air,60,20213,50734.63,2.51,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
315,South Africa,Direct Drop,DDP,Air,60,1140,4286.4,3.76,0,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,France,8670
316,South Africa,Direct Drop,DDP,Air,240,23,83.72,3.64,0,"Aurobindo Unit III, India",See ASN-3635 (ID#:3745),See ASN-3635 (ID#:3745),India,8074
317,South Africa,Direct Drop,DDP,Air,200,400,440.0,1.1,0,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,France,8670
318,South Africa,Direct Drop,DDP,Air,240,156,845.52,5.42,0,GSK Mississauga (Canada),See ASN-3760 (ID#:5049),See ASN-3760 (ID#:5049),Canada,15035
319,South Africa,Direct Drop,DDP,Air,240,44,237.6,5.4,0,GSK Mississauga (Canada),Weight Captured Separately,Freight Included in Commodity Cost,Canada,15035
320,South Africa,Direct Drop,DDP,Air,240,3304,18667.6,5.65,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
321,South Africa,Direct Drop,DDP,Air,240,1200,7248.0,6.04,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
322,South Africa,Direct Drop,DDP,Air,60,2775,8325.0,3.0,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
323,South Africa,Direct Drop,DDP,Air,240,150,1407.0,9.38,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
324,South Africa,Direct Drop,DDP,Air,30,6500,82030.0,12.62,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
325,South Africa,Direct Drop,DDP,Truck,30,650,13819.0,21.26,0,"Aspen-OSD, Port Elizabeth, SA",Weight Captured Separately,Freight Included in Commodity Cost, Port Elizabeth,573
326,South Africa,Direct Drop,DDP,Truck,30,2000,25040.0,12.52,0,"Cipla, Goa, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
327,South Africa,Direct Drop,DDP,Truck,60,2000,14160.0,7.08,0,"Aurobindo Unit III, India",See ASN-4332 (ID#:1115),See ASN-4332 (ID#:1115),India,8074
328,South Africa,Direct Drop,DDP,Truck,200,400,832.0,2.08,0,"Aurobindo Unit III, India",See ASN-4332 (ID#:1115),See ASN-4332 (ID#:1115),India,8074
329,South Africa,Direct Drop,DDP,Truck,240,80,750.4,9.38,0,"Aurobindo Unit III, India",See ASN-4332 (ID#:1115),See ASN-4332 (ID#:1115),India,8074
330,South Africa,Direct Drop,DDP,Truck,60,24,94.8,3.95,0,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,France,8670
331,Vietnam,Direct Drop,EXW,Air,60,6048,8769.6,1.45,0,"Aurobindo Unit III, India",See ASN-4420 (ID#:1183),See ASN-4420 (ID#:1183),India,3157
332,Vietnam,Direct Drop,CIP,Air,60,120,840.0,7.0,0,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,France,9916
333,Vietnam,Direct Drop,CIP,Air,60,320,2240.0,7.0,0,"BMS Meymac, France",See ASN-4488 (ID#:1213),See ASN-4488 (ID#:1213),France,9916
334,South Africa,Direct Drop,DDP,Truck,90,140,3540.6,25.29,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
335,Vietnam,Direct Drop,EXW,Air,60,2080,8299.2,3.99,0,"Ranbaxy, Paonta Shahib, India",87,10657.19,India,3157
