,index,country,fulfill_via,vendor,shipment_mode,unit_of_measure,line_item_quantity,line_item_value,pack_price,unit_price,mfg_site,weight,freight_cost,location,distance
186,466,Vietnam,Direct Drop,EXW,Air,60,600,5028.0,8.38,0.14,"Ranbaxy, Paonta Shahib, India",34.0,2127.22,India,3157.0
187,467,Rwanda,Direct Drop,CIP,Air,30,48259,567043.25,11.75,0.39,"Aurobindo Unit III, India",4143.0,19088.86,India,5921.0
188,474,Vietnam,Direct Drop,EXW,Air,100,1400,7686.0,5.49,0.05,"Aurobindo Unit III, India",106.0,2869.03,India,3157.0
189,475,Vietnam,Direct Drop,EXW,Air,30,10080,115718.4,11.48,0.38,Mylan (formerly Matrix) Nashik,772.0,5893.08, Nashik,3641.0
190,476,Vietnam,Direct Drop,EXW,Air,30,2016,27538.56,13.66,0.46,Mylan (formerly Matrix) Nashik,122.0,2867.81, Nashik,3641.0
191,478,Vietnam,Direct Drop,FCA,Air,120,1480,121656.0,82.2,0.68,ABBVIE Ludwigshafen Germany,370.0,2652.33,Germany,9157.0
192,480,Nigeria,Direct Drop,EXW,Air,540,34,1547.68,45.52,0.08,"Novartis Pharma AG, Switzerland",159.0,1976.57,Switzerland,4123.0
193,483,Vietnam,Direct Drop,CIP,Air,60,240,1680.0,7.0,0.12,"BMS Meymac, France",52.0,1516.05,France,9916.0
194,484,Nigeria,Direct Drop,EXW,Air,540,25,875.0,35.0,0.06,"Novartis Pharma AG, Switzerland",86.0,1528.06,Switzerland,4123.0
195,491,Vietnam,Direct Drop,EXW,Air,60,1176,10125.36,8.61,0.14,"Aurobindo Unit III, India",105.0,865.6,India,3157.0
196,513,Haiti,Direct Drop,EXW,Air,100,60,21000.0,350.0,3.5,"Pacific Biotech, Thailand",144.0,4185.29,Thailand,16167.0
197,514,Rwanda,Direct Drop,CIP,Air,60,38736,348624.0,9.0,0.15,Mylan (formerly Matrix) Nashik,3080.0,33235.44, Nashik,5355.0
198,515,Vietnam,Direct Drop,EXW,Air,30,22512,146328.0,6.5,0.22,Mylan (formerly Matrix) Nashik,1775.0,5761.87, Nashik,3641.0
199,521,Mozambique,From RDC,N/A - From RDC,Air,30,10403,174250.25,16.75,0.56,"Aurobindo Unit III, India",1717.0,1893.82,India,6624.0
200,522,Nigeria,From RDC,N/A - From RDC,,120,5151,105595.5,20.5,0.17,"Aspen-OSD, Port Elizabeth, SA",667.0,2921, Port Elizabeth,5168.0
201,523,Côte d'Ivoire,From RDC,N/A - From RDC,,60,2230,22857.5,10.25,0.17,"Aurobindo Unit III, India",909.0,2804,India,9091.0
202,524,Zimbabwe,From RDC,N/A - From RDC,,30,1050,17062.5,16.25,0.54,"Aurobindo Unit III, India",90.0,1428.67,India,6980.0
203,525,Nigeria,From RDC,N/A - From RDC,,240,1200,2640.0,2.2,0.01,"Aurobindo Unit III, India",1178.0,4535,India,7633.0
204,527,Nigeria,From RDC,N/A - From RDC,,240,1216,4256.0,3.5,0.01,"Aurobindo Unit III, India",840.0,3736,India,7633.0
205,528,Nigeria,From RDC,N/A - From RDC,,120,5661,116050.5,20.5,0.17,"Aspen-OSD, Port Elizabeth, SA",725.0,4104.5, Port Elizabeth,5168.0
206,529,Côte d'Ivoire,From RDC,N/A - From RDC,,60,1778,18224.5,10.25,0.17,"Aurobindo Unit III, India",716.0,2601,India,9091.0
207,530,Côte d'Ivoire,From RDC,N/A - From RDC,,60,9000,67500.0,7.5,0.12,"Cipla, Goa, India",974.0,3166,India,9091.0
208,531,Zambia,From RDC,N/A - From RDC,,60,8905,318799.0,35.8,0.6,"Aurobindo Unit III, India",3139.0,13094.69,India,6906.0
209,532,Zambia,From RDC,N/A - From RDC,,120,5019,206280.9,41.1,0.34,ABBVIE Ludwigshafen Germany,1092.0,4761.51,Germany,7464.0
210,533,Nigeria,From RDC,N/A - From RDC,,60,880,2912.8,3.31,0.06,"Ranbaxy, Paonta Shahib, India",226.0,1732,India,7633.0
211,534,Côte d'Ivoire,From RDC,N/A - From RDC,,60,875,1881.25,2.15,0.04,"Aurobindo Unit III, India",58.0,727,India,9091.0
212,535,Nigeria,From RDC,N/A - From RDC,,60,300,537.0,1.79,0.03,"Aurobindo Unit III, India",54.0,1283.24,India,7633.0
213,536,Zimbabwe,From RDC,N/A - From RDC,,30,6000,97500.0,16.25,0.54,"Aurobindo Unit III, India",553.0,1956.93,India,6980.0
214,537,Côte d'Ivoire,From RDC,N/A - From RDC,,60,1926,16409.52,8.52,0.14,"Ranbaxy, Paonta Shahib, India",105.0,977.55,India,9091.0
215,538,Côte d'Ivoire,From RDC,N/A - From RDC,,60,40411,303082.5,7.5,0.12,"Cipla, Goa, India",7185.0,17587,India,9091.0
216,539,Zimbabwe,From RDC,N/A - From RDC,Truck,60,8694,64335.6,7.4,0.12,"Cipla, Goa, India",819.0,3135,India,6980.0
217,540,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,3145,9560.8,3.04,0.05,"Aurobindo Unit III, India",206.0,2731.58,India,9091.0
218,541,Côte d'Ivoire,From RDC,N/A - From RDC,,30,5000,17350.0,3.47,0.12,"MSD, Haarlem, NL",263.0,1699, Haarlem,5009.0
219,542,Mozambique,From RDC,N/A - From RDC,Air,240,338,7114.9,21.05,0.09,"Aurobindo Unit III, India",9006.0,9869.55,India,6624.0
220,543,Zimbabwe,From RDC,N/A - From RDC,Truck,60,1200,9780.0,8.15,0.14,"Aurobindo Unit III, India",70.0,1949.84,India,6980.0
221,544,Côte d'Ivoire,From RDC,N/A - From RDC,,60,1796,2729.92,1.52,0.03,"Strides, Bangalore, India.",5880.0,14656,India,9091.0
222,545,Zimbabwe,From RDC,N/A - From RDC,Truck,60,53546,396240.4,7.4,0.12,"Cipla, Goa, India",5467.0,18941.31,India,6980.0
223,546,Zimbabwe,From RDC,N/A - From RDC,Truck,30,537,1074.0,2.0,0.07,"Cipla, Goa, India",143.0,2099,India,6980.0
224,547,Uganda,From RDC,N/A - From RDC,Air,60,1953,14452.2,7.4,0.12,"Cipla, Goa, India",283.0,1673,India,5524.0
225,548,Côte d'Ivoire,From RDC,N/A - From RDC,,336,245,9398.2,38.36,0.11,ABBVIE (Abbott) France,1468.0,4602.4,France,4338.0
226,549,Côte d'Ivoire,From RDC,N/A - From RDC,,30,24265,394548.9,16.26,0.54,"Strides, Bangalore, India.",2518.0,6667,India,9091.0
227,550,Côte d'Ivoire,From RDC,N/A - From RDC,,60,11803,126056.04,10.68,0.18,"Aurobindo Unit III, India",1148.0,2762,India,9091.0
228,551,Zambia,From RDC,N/A - From RDC,,120,3769,154905.9,41.1,0.34,ABBVIE Ludwigshafen Germany,821.0,4068.44,Germany,7464.0
229,552,Nigeria,From RDC,N/A - From RDC,Air,120,9980,204590.0,20.5,0.17,"Aspen-OSD, Port Elizabeth, SA",2846.0,13873, Port Elizabeth,5168.0
230,556,Nigeria,From RDC,N/A - From RDC,Air,60,1500,2280.0,1.52,0.03,"Aurobindo Unit III, India",178.0,1621,India,7633.0
231,557,Zambia,From RDC,N/A - From RDC,Air,60,40245,382327.5,9.5,0.16,"Cipla, Goa, India",3254.0,13267.3,India,6906.0
232,558,Mozambique,From RDC,N/A - From RDC,Air,60,10044,95418.0,9.5,0.16,"Cipla, Goa, India",7341.0,10879.28,India,6624.0
233,559,Nigeria,From RDC,N/A - From RDC,Air,60,7436,100386.0,13.5,0.22,"Aurobindo Unit III, India",962.0,5180,India,7633.0
234,560,Haiti,From RDC,N/A - From RDC,Air,240,2000,3940.0,1.97,0.01,"Aurobindo Unit III, India",4213.0,38515.8,India,14446.0
235,562,Nigeria,From RDC,N/A - From RDC,Air,60,12984,266172.0,20.5,0.34,"Aurobindo Unit III, India",3286.0,18208,India,7633.0
236,563,Zambia,From RDC,N/A - From RDC,,60,14052,103984.8,7.4,0.12,"Cipla, Goa, India",1420.0,5780.2,India,6906.0
237,564,Zambia,From RDC,N/A - From RDC,,30,3690,10147.5,2.75,0.09,"Aurobindo Unit III, India",226.0,1370.28,India,6906.0
238,565,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,8000,27200.0,3.4,0.06,"Strides, Bangalore, India.",1013.0,3646,India,9091.0
239,566,Zimbabwe,From RDC,N/A - From RDC,Air,30,1860,23101.2,12.42,0.41,"Cipla, Goa, India",2425.0,13356.65,India,6980.0
240,567,Mozambique,From RDC,N/A - From RDC,Air,60,120,182.4,1.52,0.03,"Aurobindo Unit III, India",5092.0,8118.64,India,6624.0
241,568,Zimbabwe,From RDC,N/A - From RDC,Air,30,1860,23101.2,12.42,0.41,"Cipla, Goa, India",4091.0,12130.9,India,6980.0
242,569,Mozambique,From RDC,N/A - From RDC,Air,240,2744,6695.36,2.44,0.01,"Aurobindo Unit III, India",998.0,3894.6,India,6624.0
243,570,Mozambique,From RDC,N/A - From RDC,Air,30,52240,104480.0,2.0,0.07,"Cipla, Goa, India",4230.0,8771.34,India,6624.0
244,571,Nigeria,From RDC,N/A - From RDC,Air,60,367,3486.5,9.5,0.16,"Aurobindo Unit III, India",447.0,2230,India,7633.0
245,572,Tanzania,From RDC,N/A - From RDC,Air,60,9476,90022.0,9.5,0.16,"Aurobindo Unit III, India",1008.0,4207.4,India,5659.0
246,573,Côte d'Ivoire,From RDC,N/A - From RDC,Air,240,475,912.0,1.92,0.01,"Aurobindo Unit III, India",170.0,1301,India,9091.0
247,574,Zambia,From RDC,N/A - From RDC,,30,44135,548156.7,12.42,0.41,Mylan (formerly Matrix) Nashik,3462.0,12569.92, Nashik,6339.0
248,575,Côte d'Ivoire,From RDC,N/A - From RDC,Air,200,5900,8260.0,1.4,0.01,"Aurobindo Unit III, India",2093.0,5962.31,India,9091.0
249,576,Uganda,From RDC,N/A - From RDC,,30,656,17220.0,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",58.0,794.22, Port Elizabeth,3989.0
250,577,Uganda,From RDC,N/A - From RDC,,60,93,688.2,7.4,0.12,"Cipla, Goa, India",311.0,1430.22,India,5524.0
251,578,Mozambique,From RDC,N/A - From RDC,Air,60,2106,6402.24,3.04,0.05,"Ranbaxy, Paonta Shahib, India",113.0,919.2,India,6624.0
252,579,Zambia,From RDC,N/A - From RDC,Truck,60,50000,360000.0,7.2,0.12,"Strides, Bangalore, India.",3679.0,5014.65,India,6906.0
253,580,Tanzania,From RDC,N/A - From RDC,Air,60,1300,4420.0,3.4,0.06,"Ranbaxy, Paonta Shahib, India",16709.0,15210,India,5659.0
254,581,Nigeria,From RDC,N/A - From RDC,Air,60,3226,42841.28,13.28,0.22,"Aurobindo Unit III, India",359.0,2750.89,India,7633.0
255,582,Zambia,From RDC,N/A - From RDC,Truck,60,14124,133471.8,9.45,0.16,"Cipla, Goa, India",2115.0,2882.85,India,6906.0
256,583,Zimbabwe,From RDC,N/A - From RDC,Truck,30,1600,3200.0,2.0,0.07,"Cipla, Goa, India",96.0,2145.17,India,6980.0
257,584,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,374,10296.22,27.53,0.46,"Aurobindo Unit III, India",1118.0,2810.58,India,9091.0
258,585,Haiti,From RDC,N/A - From RDC,Air,240,5056,9707.52,1.92,0.01,"Aurobindo Unit III, India",2166.0,22956,India,14446.0
259,586,Haiti,From RDC,N/A - From RDC,Air,60,4725,7182.0,1.52,0.03,"Aurobindo Unit III, India",1154.0,12508.65,India,14446.0
260,587,Nigeria,From RDC,N/A - From RDC,Air,30,11527,138439.27,12.01,0.4,"Aurobindo Unit III, India",1994.0,10231.84,India,7633.0
261,588,Haiti,From RDC,N/A - From RDC,Air,60,11760,39984.0,3.4,0.06,"Aurobindo Unit III, India",3820.0,35933.8,India,14446.0
262,589,Côte d'Ivoire,From RDC,N/A - From RDC,Air,240,1664,27456.0,16.5,0.07,"Aurobindo Unit III, India",905.0,10451.25,India,9091.0
263,590,Zambia,From RDC,N/A - From RDC,Truck,30,42768,85536.0,2.0,0.07,"Cipla, Goa, India",2493.0,4887.18,India,6906.0
264,591,Uganda,From RDC,N/A - From RDC,Air,30,2060,25585.2,12.42,0.41,"Aurobindo Unit III, India",196.0,1381.7,India,5524.0
265,592,Tanzania,From RDC,N/A - From RDC,Air,60,5730,157746.9,27.53,0.46,"Aurobindo Unit III, India",569.0,886.35,India,5659.0
266,593,Zimbabwe,From RDC,N/A - From RDC,Air,30,1600,3200.0,2.0,0.07,"Cipla, Goa, India",4252.0,15696.7,India,6980.0
267,594,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,12833,94964.2,7.4,0.12,"Cipla, Goa, India",1316.0,3056.96,India,9091.0
268,595,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,20284,192698.0,9.5,0.16,"Aurobindo Unit III, India",1897.0,3826.17,India,9091.0
269,596,Zambia,From RDC,N/A - From RDC,,30,43154,1132792.5,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",3788.0,1910.61, Port Elizabeth,2162.0
270,597,Haiti,From RDC,N/A - From RDC,Air,60,3150,25672.5,8.15,0.14,"Aurobindo Unit III, India",181.0,2944.21,India,14446.0
271,598,Haiti,From RDC,N/A - From RDC,Air,60,10283,29923.53,2.91,0.05,"Aurobindo Unit III, India",519.0,5974.7,India,14446.0
272,599,Haiti,From RDC,N/A - From RDC,Air,120,389,15987.9,41.1,0.34,ABBVIE Ludwigshafen Germany,4639.0,47525.69,Germany,7877.0
273,600,Zambia,From RDC,N/A - From RDC,,60,40320,381024.0,9.45,0.16,"Aurobindo Unit III, India",3750.0,1891.44,India,6906.0
274,601,Tanzania,From RDC,N/A - From RDC,Air,60,23230,67599.3,2.91,0.05,"Aurobindo Unit III, India",1156.0,6308.6,India,5659.0
275,602,Côte d'Ivoire,From RDC,N/A - From RDC,Air,240,1200,2520.0,2.1,0.01,"Aurobindo Unit III, India",448.0,2605.77,India,9091.0
276,603,Nigeria,From RDC,N/A - From RDC,Truck,60,858,1329.9,1.55,0.03,"Aurobindo Unit III, India",58.0,7363.73,India,7633.0
277,604,Uganda,From RDC,N/A - From RDC,Air,60,3505,32771.75,9.35,0.16,"Aurobindo Unit III, India",6556.0,5401.95,India,5524.0
278,605,Mozambique,From RDC,N/A - From RDC,Air,60,125000,900000.0,7.2,0.12,"Strides, Bangalore, India.",9228.0,3671.92,India,6624.0
279,606,Mozambique,From RDC,N/A - From RDC,Air,60,32067,230882.4,7.2,0.12,"Strides, Bangalore, India.",2382.0,3671.92,India,6624.0
280,607,Zambia,From RDC,N/A - From RDC,Truck,60,29011,98637.4,3.4,0.06,"Aurobindo Unit III, India",2717.0,4060.55,India,6906.0
281,608,Uganda,From RDC,N/A - From RDC,Air,30,1747,19217.0,11.0,0.37,"Aurobindo Unit III, India",152.0,1340.96,India,5524.0
282,609,Mozambique,From RDC,N/A - From RDC,Truck,60,125010,900072.0,7.2,0.12,"Strides, Bangalore, India.",3918.0,1012.43,India,6624.0
283,610,Nigeria,From RDC,N/A - From RDC,Air,60,45000,420750.0,9.35,0.16,Mylan (formerly Matrix) Nashik,3657.0,23070.58, Nashik,7134.0
284,611,Nigeria,From RDC,N/A - From RDC,Air,30,1000,50400.0,50.4,1.68,"MSD, Haarlem, NL",108.0,13353.34, Haarlem,4754.0
285,612,Nigeria,From RDC,N/A - From RDC,Air,30,6000,157500.0,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",1566.0,10624.04, Port Elizabeth,5168.0
286,613,Haiti,From RDC,N/A - From RDC,Air,240,9187,19292.7,2.1,0.01,"Aurobindo Unit III, India",3435.0,40301.65,India,14446.0
287,614,Nigeria,From RDC,N/A - From RDC,Air,60,2066,7024.4,3.4,0.06,"Aurobindo Unit III, India",451.0,3487.94,India,7633.0
288,616,Uganda,From RDC,N/A - From RDC,Air,60,2742,20290.8,7.4,0.12,"Strides, Bangalore, India.",204.0,3477,India,5524.0
289,617,Mozambique,From RDC,N/A - From RDC,Air,60,13100,154580.0,11.8,0.2,"Aurobindo Unit III, India",6036.0,3671.92,India,6624.0
290,618,Mozambique,From RDC,N/A - From RDC,Air,60,528,1536.48,2.91,0.05,"Aurobindo Unit III, India",4211.0,3227.48,India,6624.0
291,619,Tanzania,From RDC,N/A - From RDC,Air,30,5000,60050.0,12.01,0.4,Mylan (formerly Matrix) Nashik,379.0,1188.97, Nashik,5091.0
292,620,Mozambique,From RDC,N/A - From RDC,Air,60,115130,828936.0,7.2,0.12,"Strides, Bangalore, India.",8693.0,6757.33,India,6624.0
293,621,Nigeria,From RDC,N/A - From RDC,Air,60,1116,10434.6,9.35,0.16,"Aurobindo Unit III, India",102.0,3680.33,India,7633.0
294,622,Tanzania,From RDC,N/A - From RDC,Truck,60,46163,436240.35,9.45,0.16,"Aurobindo Unit III, India",4237.0,3482.59,India,5659.0
295,623,Nigeria,From RDC,N/A - From RDC,Air,30,4,105.0,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",1.0,462.5, Port Elizabeth,5168.0
296,624,Nigeria,From RDC,N/A - From RDC,Air,60,1017,2949.3,2.9,0.05,"Aurobindo Unit III, India",892.0,13353.34,India,7633.0
297,625,Nigeria,From RDC,N/A - From RDC,Air,60,5217,38605.8,7.4,0.12,"Cipla, Goa, India",563.0,3852.55,India,7633.0
298,626,Nigeria,From RDC,N/A - From RDC,Air,30,17067,448008.75,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",1481.0,14974.4, Port Elizabeth,5168.0
299,627,Uganda,From RDC,N/A - From RDC,Air,60,6296,74292.8,11.8,0.2,"Aurobindo Unit III, India",822.0,7321.04,India,5524.0
300,628,Nigeria,From RDC,N/A - From RDC,Air,30,2003,23475.16,11.72,0.39,"Aurobindo Unit III, India",181.0,18617.93,India,7633.0
301,629,Nigeria,From RDC,N/A - From RDC,Air,120,2034,83597.4,41.1,0.34,ABBVIE Ludwigshafen Germany,937.0,10990.36,Germany,4614.0
302,630,Zambia,From RDC,N/A - From RDC,Truck,30,50000,600500.0,12.01,0.4,Mylan (formerly Matrix) Nashik,3775.0,4060.54, Nashik,6339.0
303,631,Nigeria,From RDC,N/A - From RDC,Air Charter,60,4501,51311.4,11.4,0.19,"Aurobindo Unit III, India",506.0,22985.72,India,7633.0
304,632,Tanzania,From RDC,N/A - From RDC,Air,30,145000,1741450.0,12.01,0.4,Mylan (formerly Matrix) Nashik,11186.0,9330, Nashik,5091.0
305,633,Mozambique,From RDC,N/A - From RDC,Air,60,3672,34333.2,9.35,0.16,"Aurobindo Unit III, India",3427.0,3874.22,India,6624.0
306,634,Nigeria,From RDC,N/A - From RDC,Air,30,3392,89040.0,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",298.0,2922.53, Port Elizabeth,5168.0
307,635,Nigeria,From RDC,N/A - From RDC,Air Charter,60,30415,346731.0,11.4,0.19,"Aurobindo Unit III, India",3415.0,15128.37,India,7633.0
308,636,Mozambique,From RDC,N/A - From RDC,Air,60,47392,341222.4,7.2,0.12,"Cipla, Goa, India",7113.0,3599.76,India,6624.0
309,637,Nigeria,From RDC,N/A - From RDC,Air Charter,30,2561,67226.25,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",235.0,15128.37, Port Elizabeth,5168.0
310,638,Uganda,From RDC,N/A - From RDC,Air,60,3574,31308.24,8.76,0.15,Mylan (formerly Matrix) Nashik,14.0,1375.36, Nashik,4961.0
311,639,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,5601,16803.0,3.0,0.05,"Aurobindo Unit III, India",545.0,2280.64,India,9091.0
312,640,Zambia,From RDC,N/A - From RDC,Truck,60,500,3855.0,7.71,0.13,"Aurobindo Unit III, India",10681.0,17384.76,India,6906.0
313,641,Haiti,From RDC,N/A - From RDC,Air,240,2208,4239.36,1.92,0.01,"Aurobindo Unit III, India",827.0,7789.88,India,14446.0
314,642,Zambia,From RDC,N/A - From RDC,Air,60,6000,46260.0,7.71,0.13,"Aurobindo Unit III, India",341.0,2219.27,India,6906.0
315,643,Nigeria,From RDC,N/A - From RDC,Air Charter,30,30000,291600.0,9.72,0.32,"Aurobindo Unit III, India",3364.0,7329.83,India,7633.0
316,644,Zambia,From RDC,N/A - From RDC,Air,90,1093,16679.18,15.26,0.17,"Aurobindo Unit III, India",133.0,1759.21,India,6906.0
317,645,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,10962,96027.12,8.76,0.15,"Aurobindo Unit III, India",2634.0,6111.21,India,9091.0
318,646,Mozambique,From RDC,N/A - From RDC,Air,60,470,700.3,1.49,0.02,"Aurobindo Unit III, India",31.0,1047.04,India,6624.0
319,647,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,6930,176368.5,25.45,0.42,Mylan (formerly Matrix) Nashik,687.0,1854.88, Nashik,8608.0
320,648,Mozambique,From RDC,N/A - From RDC,Truck,60,125000,890000.0,7.12,0.12,"Strides, Bangalore, India.",9290.0,2400.26,India,6624.0
321,649,Zambia,From RDC,N/A - From RDC,Truck,60,9700,74787.0,7.71,0.13,"Aurobindo Unit III, India",551.0,2448.71,India,6906.0
322,650,Tanzania,From RDC,N/A - From RDC,Truck,60,4794,122007.3,25.45,0.42,Mylan (formerly Matrix) Nashik,475.0,3588.34, Nashik,5091.0
323,651,Zambia,From RDC,N/A - From RDC,Truck,60,108000,946080.0,8.76,0.15,"Aurobindo Unit III, India",10865.0,13518.56,India,6906.0
324,652,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,8824,77298.24,8.76,0.15,Mylan (formerly Matrix) Nashik,706.0,3144.57, Nashik,8608.0
325,653,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,1216,1824.0,1.5,0.02,"Aurobindo Unit III, India",3426.0,9797.41,India,9091.0
326,654,Zambia,From RDC,N/A - From RDC,Truck,60,98000,294000.0,3.0,0.05,"Aurobindo Unit III, India",9522.0,13518.56,India,6906.0
327,655,Haiti,From RDC,N/A - From RDC,Air,240,4315,9061.5,2.1,0.01,"Aurobindo Unit III, India",2520.0,25874.1,India,14446.0
328,657,Uganda,From RDC,N/A - From RDC,Air,60,240,1680.0,7.0,0.12,"Cipla, Goa, India",23.0,1173.1,India,5524.0
329,658,Tanzania,From RDC,N/A - From RDC,Truck,60,6915,175986.75,25.45,0.42,"Aurobindo Unit III, India",1067.0,2217.5,India,5659.0
330,659,Uganda,From RDC,N/A - From RDC,Truck,60,14066,159649.1,11.35,0.19,"Aurobindo Unit III, India",1593.0,9547.7,India,5524.0
331,660,Côte d'Ivoire,From RDC,N/A - From RDC,Air,240,3535,6716.5,1.9,0.01,"Aurobindo Unit III, India",1224.0,2298.61,India,9091.0
332,661,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,2430,3547.8,1.46,0.02,"Aurobindo Unit III, India",156.0,2298.6,India,9091.0
333,662,Rwanda,From RDC,N/A - From RDC,Air,60,600,21480.0,35.8,0.6,"Aurobindo Unit III, India",55.0,913.15,India,5921.0
334,663,Côte d'Ivoire,From RDC,N/A - From RDC,,336,360,13809.6,38.36,0.11,ABBVIE (Abbott) France,630.0,3660.4,France,4338.0
335,664,Mozambique,From RDC,N/A - From RDC,Air,240,474,10191.0,21.5,0.09,"Aurobindo Unit III, India",221.0,710.68,India,6624.0
336,665,Mozambique,From RDC,N/A - From RDC,Air,90,409,13251.6,32.4,0.36,"MSD Manati, Puerto Rico, (USA)",45.0,348.09,Puerto Rico,11824.0
337,666,Mozambique,From RDC,N/A - From RDC,Air,120,250,10275.0,41.1,0.34,ABBVIE Ludwigshafen Germany,105.0,348.09,Germany,8163.0
338,667,Zambia,From RDC,N/A - From RDC,,60,85158,909487.44,10.68,0.18,"Aurobindo Unit III, India",8169.0,33572.78,India,6906.0
339,669,Rwanda,From RDC,N/A - From RDC,Air,240,90,1935.0,21.5,0.09,"Aurobindo Unit III, India",120.0,11609.31,India,5921.0
340,670,Côte d'Ivoire,From RDC,N/A - From RDC,,60,6945,71186.25,10.25,0.17,"Aurobindo Unit III, India",650.0,2457,India,9091.0
341,671,Zimbabwe,From RDC,N/A - From RDC,,60,2329,7615.83,3.27,0.05,"Ranbaxy, Paonta Shahib, India",153.0,1013.24,India,6980.0
342,672,Tanzania,From RDC,N/A - From RDC,Air,60,6781,242759.8,35.8,0.6,"Aurobindo Unit III, India",675.0,2440,India,5659.0
343,675,Côte d'Ivoire,From RDC,N/A - From RDC,,60,268,9594.4,35.8,0.6,"Aurobindo Unit III, India",151.0,1516,India,9091.0
344,676,Tanzania,From RDC,N/A - From RDC,Air,60,3386,25395.0,7.5,0.12,"Cipla, Goa, India",31.0,1589,India,5659.0
345,678,Tanzania,From RDC,N/A - From RDC,,60,3386,25395.0,7.5,0.12,"Cipla, Goa, India",345.0,2554.39,India,5659.0
346,679,Zambia,From RDC,N/A - From RDC,,60,52865,188728.05,3.57,0.06,"Aurobindo Unit III, India",9182.0,37695.46,India,6906.0
347,680,Côte d'Ivoire,From RDC,N/A - From RDC,,60,1051,37625.8,35.8,0.6,"Aurobindo Unit III, India",373.0,1850,India,9091.0
348,681,Mozambique,From RDC,N/A - From RDC,Air,200,165,239.25,1.45,0.01,"Aurobindo Unit III, India",15.0,350.78,India,6624.0
349,682,Nigeria,From RDC,N/A - From RDC,Air,60,253,442.75,1.75,0.03,"Aurobindo Unit III, India",15.0,460,India,7633.0
350,683,Côte d'Ivoire,From RDC,N/A - From RDC,,60,18290,155830.8,8.52,0.14,"Aurobindo Unit III, India",1114.0,3473,India,9091.0
351,685,Tanzania,From RDC,N/A - From RDC,,60,3896,139476.8,35.8,0.6,"Aurobindo Unit III, India",3369.0,9689,India,5659.0
352,687,Uganda,From RDC,N/A - From RDC,Air,60,1859,6320.6,3.4,0.06,"Aurobindo Unit III, India",214.0,891,India,5524.0
353,691,Zambia,From RDC,N/A - From RDC,,90,1064,17024.0,16.0,0.18,"Aurobindo Unit III, India",128.0,944.21,India,6906.0
354,692,Côte d'Ivoire,From RDC,N/A - From RDC,,120,3200,131520.0,41.1,0.34,ABBVIE Ludwigshafen Germany,749.0,2717,Germany,5008.0
355,693,Zambia,From RDC,N/A - From RDC,,240,1341,22126.5,16.5,0.07,"Aurobindo Unit III, India",395.0,3478,India,6906.0
356,694,Uganda,From RDC,N/A - From RDC,Air,30,1717,21325.14,12.42,0.41,"Aurobindo Unit III, India",151.0,1157.58,India,5524.0
357,698,Zambia,From RDC,N/A - From RDC,,240,5496,10827.12,1.97,0.01,"Aurobindo Unit III, India",6230.0,25739.49,India,6906.0
358,699,Nigeria,From RDC,N/A - From RDC,Air,30,100,224.0,2.24,0.07,"Aurobindo Unit III, India",118.0,1616.04,India,7633.0
359,701,Zimbabwe,From RDC,N/A - From RDC,Air,30,1,2.0,2.0,0.07,"Cipla, Goa, India",63.0,598.08,India,6980.0
360,702,Uganda,From RDC,N/A - From RDC,Air,60,1650,22275.0,13.5,0.22,"Aurobindo Unit III, India",197.0,1637,India,5524.0
361,703,Zambia,From RDC,N/A - From RDC,,30,44135,548156.7,12.42,0.41,"Aurobindo Unit III, India",3801.0,13715.55,India,6906.0
362,704,Côte d'Ivoire,From RDC,N/A - From RDC,Air,240,3119,0.0,0.0,0.0,"Aurobindo Unit III, India",1088.0,2951.94,India,9091.0
363,705,Zambia,From RDC,N/A - From RDC,,90,2066,33056.0,16.0,0.18,"Aurobindo Unit III, India",236.0,1448.2,India,6906.0
364,706,Côte d'Ivoire,From RDC,N/A - From RDC,Air,120,479,19686.9,41.1,0.34,ABBVIE Ludwigshafen Germany,421.0,5947.88,Germany,5008.0
365,708,Zimbabwe,From RDC,N/A - From RDC,Air,60,37240,275576.0,7.4,0.12,"Cipla, Goa, India",4080.0,13317.2,India,6980.0
366,709,Haiti,From RDC,N/A - From RDC,Air,60,100,1550.0,15.5,0.26,"Aurobindo Unit III, India",195.0,2587.9,India,14446.0
