,country,fulfill_via,vendor,shipment_mode,unit_of_measure,line_item_quantity,line_item_value,pack_price,unit_price,weight,freight_cost,location,distance
296,Nigeria,Direct Drop,EXW,Air,1000,7,184,26,0.03,488,4404,India,7633
297,Vietnam,Direct Drop,FCA,Air,120,6,493,82,0.68,9,2709,Germany,9157
298,Vietnam,Direct Drop,EXW,Air,60,880,20680,23,0.39,331,2771,India,3157
299,Vietnam,Direct Drop,CIP,Air,60,280,1960,7,0.12,60,1516,France,9916
300,South Africa,Direct Drop,DDP,Truck,60,350,1736,4,0.08,3622,10181,France,8670
301,South Africa,Direct Drop,DDP,Truck,30,100,1828,18,0.61,3622,10181,France,8670
302,Vietnam,Direct Drop,EXW,Air,60,6966,16718,2,0.04,1068,3894,India,3157
303,Vietnam,Direct Drop,EXW,Air,60,4200,12180,2,0.05,3622,10181,India,3157
304,South Africa,Direct Drop,DDP,Truck,60,120,2355,19,0.33,3622,10181,India,8074
305,Côte d'Ivoire,Direct Drop,EXW,Air,1000,12,629,52,0.05,12,536,India,9091
306,Vietnam,Direct Drop,EXW,Air,60,9576,13885,1,0.02,3622,10181,India,3157
307,Rwanda,Direct Drop,EXW,Air,30,3912,88020,22,0.75,1320,15022,India,5921
308,Haiti,Direct Drop,FCA,Air,120,10,411,41,0.34,9,807,Germany,7877
309,Vietnam,Direct Drop,CIP,Air,60,260,3315,12,0.21,56,2246,France,9916
310,South Africa,Direct Drop,DDP,Air,60,5000,27450,5,0.09,3622,10181,India,8074
311,South Africa,Direct Drop,DDP,Air,200,1320,1504,1,0.01,3622,10181,France,8670
312,South Africa,Direct Drop,DDP,Air,200,500,1000,2,0.01,3622,10181,India,8074
313,South Africa,Direct Drop,DDP,Air,60,10260,39193,3,0.06,3622,10181,France,8670
314,South Africa,Direct Drop,DDP,Air,60,20213,50734,2,0.04,3622,10181,India,8074
315,South Africa,Direct Drop,DDP,Air,60,1140,4286,3,0.06,3622,10181,France,8670
316,South Africa,Direct Drop,DDP,Air,240,23,83,3,0.02,3622,10181,India,8074
317,South Africa,Direct Drop,DDP,Air,200,400,440,1,0.01,3622,10181,France,8670
318,South Africa,Direct Drop,DDP,Air,240,156,845,5,0.02,3622,10181,Canada,15035
319,South Africa,Direct Drop,DDP,Air,240,44,237,5,0.02,3622,10181,Canada,15035
320,South Africa,Direct Drop,DDP,Air,240,3304,18667,5,0.02,3622,10181,India,8074
321,South Africa,Direct Drop,DDP,Air,240,1200,7248,6,0.03,3622,10181,India,8074
322,South Africa,Direct Drop,DDP,Air,60,2775,8325,3,0.05,3622,10181,India,8074
323,South Africa,Direct Drop,DDP,Air,240,150,1407,9,0.04,3622,10181,India,8074
324,South Africa,Direct Drop,DDP,Air,30,6500,82030,12,0.42,3622,10181,India,8074
325,South Africa,Direct Drop,DDP,Truck,30,650,13819,21,0.71,3622,10181, Port Elizabeth,573
326,South Africa,Direct Drop,DDP,Truck,30,2000,25040,12,0.42,3622,10181,India,8074
327,South Africa,Direct Drop,DDP,Truck,60,2000,14160,7,0.12,3622,10181,India,8074
328,South Africa,Direct Drop,DDP,Truck,200,400,832,2,0.01,3622,10181,India,8074
329,South Africa,Direct Drop,DDP,Truck,240,80,750,9,0.04,3622,10181,India,8074
330,South Africa,Direct Drop,DDP,Truck,60,24,94,3,0.07,3622,10181,France,8670
331,Vietnam,Direct Drop,EXW,Air,60,6048,8769,1,0.02,3622,10181,India,3157
332,Vietnam,Direct Drop,CIP,Air,60,120,840,7,0.12,3622,10181,France,9916
333,Vietnam,Direct Drop,CIP,Air,60,320,2240,7,0.12,3622,10181,France,9916
334,South Africa,Direct Drop,DDP,Truck,90,140,3540,25,0.28,3622,10181,India,8074
335,Vietnam,Direct Drop,EXW,Air,60,2080,8299,3,0.07,87,10657,India,3157
336,Vietnam,Direct Drop,EXW,Air,30,19000,323000,17,0.57,1520,19044,India,3157
337,Uganda,Direct Drop,EXW,Air,60,6349,12380,1,0.03,3622,10181,India,5524
338,Uganda,Direct Drop,EXW,Air,60,6349,21586,3,0.06,355,3181,India,5524
339,Vietnam,Direct Drop,EXW,Air,200,1000,1450,1,0.01,3622,10181,India,3157
340,Vietnam,Direct Drop,EXW,Air,60,83000,282200,3,0.06,3622,10181,India,3157
341,Mozambique,Direct Drop,CIP,Air,30,44,859,19,0.65,3622,10181,France,8017
342,Côte d'Ivoire,Direct Drop,CIP,Air,60,5721,145885,25,0.42,1232,10181,France,4338
343,Vietnam,Direct Drop,EXW,Air,60,100,894,8,0.15,6,2794,India,3157
344,Vietnam,Direct Drop,FCA,Air,120,1000,82190,82,0.68,226,5294,Germany,9157
345,Rwanda,Direct Drop,CIP,Air,60,182,1729,9,0.16,40,86,France,6046
346,Vietnam,Direct Drop,EXW,Air,60,1200,9300,7,0.13,249,3719,India,3157
347,Rwanda,Direct Drop,EXW,Air,30,84,0,0,0.0,3622,10181, Port Elizabeth,3572
348,South Africa,Direct Drop,DDP,,60,30,179,5,0.1,3622,10181,France,8670
349,South Africa,Direct Drop,DDP,,60,300,7272,24,0.4,3622,10181,Germany,8973
350,Rwanda,Direct Drop,CIP,Air,60,34576,242032,7,0.12,3656,10500,India,5921
351,Rwanda,Direct Drop,CIP,Air,60,16640,116480,7,0.12,1766,10500,India,5921
352,Haiti,Direct Drop,EXW,Air,100,25,8750,350,3.5,60,1521,Thailand,16167
353,South Africa,Direct Drop,DDP,,90,3,27,9,0.1,3622,10181,France,8670
354,South Africa,Direct Drop,DDP,,60,2500,14525,5,0.1,3622,10181,South Africa,0
355,Tanzania,Direct Drop,CIP,Air,240,132,3300,25,0.1,3622,10181,Canada,13251
356,South Africa,Direct Drop,DDP,Truck,200,100,676,6,0.03,3622,10181,Canada,15035
357,Vietnam,Direct Drop,CIP,Air,60,400,2800,7,0.12,82,2211,France,9916
358,Vietnam,Direct Drop,EXW,Air,100,630,3458,5,0.05,48,2729,India,3157
359,South Africa,Direct Drop,DDP,,60,6,81,13,0.23,3622,10181,France,8670
360,Vietnam,Direct Drop,EXW,Air,30,672,9179,13,0.46,3622,10181, Nashik,3641
361,Vietnam,Direct Drop,EXW,Air,60,648,4860,7,0.12,3622,10181, Nashik,3641
362,Vietnam,Direct Drop,EXW,Air,60,9275,13448,1,0.02,432,7444,India,3157
363,South Africa,Direct Drop,DDP,Truck,30,1500,23790,15,0.53,3622,10181,India,8074
364,South Africa,Direct Drop,DDP,Truck,240,470,2942,6,0.03,3622,10181,Canada,15035
365,South Africa,Direct Drop,DDP,Truck,200,140,960,6,0.03,3622,10181,Canada,15035
366,Nigeria,Direct Drop,EXW,Air,1000,20,527,26,0.03,1920,20134,India,7633
367,Rwanda,Direct Drop,EXW,Air,30,6180,101970,16,0.55,2130,17331,India,5921
368,Rwanda,Direct Drop,CIP,Air,60,45168,414642,9,0.15,3953,23071,India,5921
369,South Africa,Direct Drop,DDP,Truck,30,60,2368,39,1.32,3622,10181, Port Elizabeth,573
370,Vietnam,Direct Drop,EXW,Air,60,4200,12180,2,0.05,3622,10181,India,3157
371,South Africa,Direct Drop,DDP,Truck,60,120,2428,20,0.34,3622,10181,India,8074
372,South Africa,Direct Drop,DDP,Truck,60,240,4860,20,0.34,3622,10181,India,8074
373,South Africa,Direct Drop,DDP,Truck,200,120,176,1,0.01,3622,10181,France,8670
374,South Africa,Direct Drop,DDP,Truck,60,1500,7965,5,0.09,3622,10181,South Africa,0
375,Vietnam,Direct Drop,EXW,Air,60,7800,22620,2,0.05,3622,10181,India,3157
376,South Africa,Direct Drop,DDP,Truck,60,1200,5772,4,0.08,3622,10181,South Africa,0
377,South Africa,Direct Drop,DDP,Truck,60,10,123,12,0.21,3622,10181,France,8670
378,Vietnam,Direct Drop,EXW,Air,60,4032,34715,8,0.14,3622,10181,India,3157
379,Tanzania,Direct Drop,FCA,Air,120,12560,516216,41,0.34,3073,12815,Germany,6837
380,Haiti,Direct Drop,EXW,Air,60,40,620,15,0.26,3622,10181,India,14446
381,Haiti,Direct Drop,EXW,Air,30,1242,2782,2,0.07,96,1448,India,14446
382,South Africa,Direct Drop,DDP,Air,60,300,3699,12,0.21,3622,10181,India,8074
383,South Africa,Direct Drop,DDP,Air,240,540,2030,3,0.02,3622,10181,India,8074
384,South Africa,Direct Drop,DDP,Air,120,1500,47880,31,0.27,3622,10181,Germany,8973
385,South Africa,Direct Drop,DDP,Air,30,6734,98383,14,0.49,3622,10181,India,8074
386,South Africa,Direct Drop,DDP,Air,30,144,440,3,0.1,3622,10181,India,8074
387,South Africa,Direct Drop,DDP,Air,30,2996,9197,3,0.1,3622,10181,India,8074
388,South Africa,Direct Drop,DDP,Air,60,10,100,10,0.17,3622,10181,France,8670
389,South Africa,Direct Drop,DDP,Air,200,650,741,1,0.01,3622,10181,France,8670
390,South Africa,Direct Drop,DDP,Air,240,350,1781,5,0.02,3622,10181,Canada,15035
391,South Africa,Direct Drop,DDP,Air,200,1500,3150,2,0.01,3622,10181,India,8074
392,South Africa,Direct Drop,DDP,Air,120,2965,106680,35,0.3,3622,10181,Germany,8973
393,South Africa,Direct Drop,DDP,Air,240,1900,10564,5,0.02,3622,10181,Canada,15035
394,South Africa,Direct Drop,DDP,Truck,60,4553,13659,3,0.05,3622,10181,India,8074
395,South Africa,Direct Drop,DDP,Truck,30,600,1890,3,0.1,3622,10181,India,8074
396,Vietnam,Direct Drop,EXW,Air,60,18000,43200,2,0.04,3622,10181,India,3157
397,Uganda,Direct Drop,CIP,Air,30,84,1540,18,0.61,4,390,France,5796
398,Vietnam,Direct Drop,EXW,Air,60,100,1084,10,0.18,3622,10181,India,3157
399,Uganda,Direct Drop,EXW,Air,120,1270,26670,21,0.18,201,1262, Port Elizabeth,3989
400,Zimbabwe,Direct Drop,CIP,Air,60,425,10837,25,0.42,3622,10181,France,7729
401,Vietnam,Direct Drop,EXW,Air,240,500,950,1,0.01,3622,10181,India,3157
402,Zimbabwe,Direct Drop,CIP,Air,100,5,1750,350,3.5,3622,10181,Thailand,8622
403,South Africa,Direct Drop,DDP,,60,1500,9600,6,0.11,3622,10181,South Africa,0
404,Rwanda,Direct Drop,CIP,Air,60,100000,700000,7,0.12,10303,35034,India,5921
405,Rwanda,Direct Drop,CIP,Air,30,32510,381992,11,0.39,2791,28336,India,5921
406,Tanzania,Direct Drop,CIP,Air,200,712,8964,12,0.06,3622,10181,France,6771
407,Haiti,Direct Drop,EXW,Air,100,30,10500,350,3.5,72,2556,Thailand,16167
408,Vietnam,Direct Drop,EXW,Air,30,10080,115718,11,0.38,772,4408, Nashik,3641
409,Vietnam,Direct Drop,EXW,Air,60,9792,72460,7,0.12,836,5136,India,3157
410,Vietnam,Direct Drop,EXW,Air,60,3840,12326,3,0.05,3622,10181,India,3157
411,Vietnam,Direct Drop,EXW,Air,60,432,3240,7,0.12,3622,10181, Nashik,3641
412,Vietnam,Direct Drop,EXW,Air,60,14364,37346,2,0.04,3622,10181, Nashik,3641
413,South Africa,Direct Drop,DDP,Truck,60,100,517,5,0.09,3622,10181,France,8670
414,South Africa,Direct Drop,DDP,Truck,30,80,1968,24,0.82,3622,10181,France,8670
415,Haiti,Direct Drop,CIP,Air,100,54,18900,350,3.5,3622,10181,Thailand,16167
416,Vietnam,Direct Drop,FCA,Air,120,1080,88776,82,0.68,259,2985,Germany,9157
417,Vietnam,Direct Drop,EXW,Air,60,380,8930,23,0.39,3622,10181,India,3157
418,Vietnam,Direct Drop,EXW,Air,60,2200,25080,11,0.19,3622,10181,India,3157
419,Haiti,Direct Drop,FCA,Air,60,20,205,10,0.17,19,658,Germany,7877
420,South Africa,Direct Drop,DDP,Truck,30,1500,24300,16,0.54,3622,10181,India,8074
421,Nigeria,Direct Drop,CIP,Air,30,2000,100800,50,1.68,169,924, Haarlem,4754
422,Nigeria,Direct Drop,CIP,Air,30,3991,201146,50,1.68,3622,10181, Haarlem,4754
423,Tanzania,Direct Drop,CIP,Air,30,2680,135072,50,1.68,3622,10181, Haarlem,7164
424,Tanzania,Direct Drop,FCA,Air,120,12500,513750,41,0.34,3088,12937,Germany,6837
425,Vietnam,Direct Drop,EXW,Air,60,168,1260,7,0.12,9,2793, Nashik,3641
426,Vietnam,Direct Drop,EXW,Air,60,24480,168912,6,0.12,2165,4443,India,3157
427,Tanzania,Direct Drop,FCA,Air,120,60,2466,41,0.34,3622,10181,Germany,6837
428,Rwanda,Direct Drop,CIP,Air,60,22752,207043,9,0.15,2086,853,India,5921
429,Haiti,Direct Drop,FCA,Air,60,14,143,10,0.17,7,810,Germany,7877
430,Haiti,Direct Drop,EXW,Air,30,560,5040,9,0.3,32050,806, Nashik,14325
431,South Africa,Direct Drop,DDP,Air,30,3710,60732,16,0.55,3622,10181,India,8074
432,South Africa,Direct Drop,DDP,Air,60,25637,63323,2,0.04,3622,10181,India,8074
433,South Africa,Direct Drop,DDP,Air,60,1200,6564,5,0.09,3622,10181,India,8074
434,South Africa,Direct Drop,DDP,Air,60,16000,85280,5,0.09,3622,10181,India,8074
435,South Africa,Direct Drop,DDP,Air,240,2000,10380,5,0.02,3622,10181,Canada,15035
436,South Africa,Direct Drop,DDP,Air,240,1500,5445,3,0.02,3622,10181,India,8074
437,South Africa,Direct Drop,DDP,Air,60,4023,46988,11,0.19,3622,10181,India,8074
438,South Africa,Direct Drop,DDP,Air,60,200,2998,14,0.25,3622,10181,India,8074
439,South Africa,Direct Drop,DDP,Air,120,200,6182,30,0.26,3622,10181,Germany,8973
440,South Africa,Direct Drop,DDP,Air,200,140,833,5,0.03,3622,10181,Canada,15035
441,South Africa,Direct Drop,DDP,Air,30,60,1813,30,1.01,3622,10181, Port Elizabeth,573
442,South Africa,Direct Drop,DDP,Air,240,30,323,10,0.04,3622,10181,Germany,8973
443,South Africa,Direct Drop,DDP,Air,60,1200,6012,5,0.08,3622,10181,South Africa,0
444,South Africa,Direct Drop,DDP,Air,60,2160,23133,10,0.18,3622,10181,France,8670
445,South Africa,Direct Drop,DDP,Air,60,3000,16080,5,0.09,3622,10181,South Africa,0
446,South Africa,Direct Drop,DDP,Air,60,6840,73256,10,0.18,3622,10181,France,8670
447,South Africa,Direct Drop,DDP,Truck,30,80,1502,18,0.63,3622,10181,France,8670
448,South Africa,Direct Drop,DDP,Truck,240,200,1208,6,0.03,3622,10181,India,8074
449,Haiti,Direct Drop,EXW,Air,100,55,19250,350,3.5,132,3013,Thailand,16167
450,Nigeria,Direct Drop,FCA,Air,120,159,6534,41,0.34,3622,10181,Germany,4614
451,Vietnam,Direct Drop,EXW,Air,60,19392,130896,6,0.11,1899,5209,India,3157
452,Vietnam,Direct Drop,EXW,Air,60,6000,14400,2,0.04,3622,10181,India,3157
453,Vietnam,Direct Drop,CIP,Air,60,80,560,7,0.12,3622,10181,France,9916
454,South Africa,Direct Drop,DDP,Truck,30,1000,17020,17,0.57,3622,10181,India,8074
455,South Africa,Direct Drop,DDP,Truck,30,260,10670,41,1.37,3622,10181, Port Elizabeth,573
456,South Africa,Direct Drop,DDP,Truck,200,1200,2796,2,0.01,3622,10181,India,8074
457,Nigeria,Direct Drop,FCA,Air,120,5000,205500,41,0.34,1246,10490,Germany,4614
458,Vietnam,Direct Drop,EXW,Air,60,1000,44500,44,0.74,91,7878,India,3157
459,Uganda,Direct Drop,EXW,Air,30,5080,85090,16,0.56,3622,10181,India,5524
460,Zambia,Direct Drop,EXW,Air,60,38534,423874,11,0.18,3622,10181,India,6906
461,Côte d'Ivoire,Direct Drop,CIP,Air,60,1389,7833,5,0.09,3622,10181,France,4338
462,Vietnam,Direct Drop,EXW,Air,60,7000,94500,13,0.22,3622,10181,India,3157
463,Vietnam,Direct Drop,EXW,Air,60,1300,10075,7,0.13,270,3850,India,3157
464,Zimbabwe,Direct Drop,EXW,Air,100,10,3500,350,3.5,24,536,Thailand,8622
465,Rwanda,Direct Drop,EXW,Air,30,3991,65851,16,0.55,1150,9898,India,5921
466,Vietnam,Direct Drop,EXW,Air,60,600,5028,8,0.14,34,2127,India,3157
467,Rwanda,Direct Drop,CIP,Air,30,48259,567043,11,0.39,4143,19088,India,5921
468,South Africa,Direct Drop,DDP,,200,4,57,14,0.07,3622,10181,France,8670
469,South Africa,Direct Drop,DDP,,60,2500,14325,5,0.1,3622,10181,France,8670
470,South Africa,Direct Drop,DDP,,30,150,3838,25,0.85,3622,10181, Port Elizabeth,573
471,South Africa,Direct Drop,DDP,Truck,60,600,3426,5,0.1,3622,10181,France,8670
472,South Africa,Direct Drop,DDP,Truck,60,1000,4890,4,0.08,3622,10181,France,8670
473,Vietnam,Direct Drop,EXW,Air,60,360,2790,7,0.13,3622,10181,India,3157
474,Vietnam,Direct Drop,EXW,Air,100,1400,7686,5,0.05,106,2869,India,3157
475,Vietnam,Direct Drop,EXW,Air,30,10080,115718,11,0.38,772,5893, Nashik,3641
476,Vietnam,Direct Drop,EXW,Air,30,2016,27538,13,0.46,122,2867, Nashik,3641
477,South Africa,Direct Drop,DDP,,30,100,2386,23,0.8,3622,10181,France,8670
478,Vietnam,Direct Drop,FCA,Air,120,1480,121656,82,0.68,370,2652,Germany,9157
479,Vietnam,Direct Drop,EXW,Air,30,5040,51609,10,0.34,3622,10181, Nashik,3641
480,Nigeria,Direct Drop,EXW,Air,540,34,1547,45,0.08,159,1976,Switzerland,4123
481,Nigeria,Direct Drop,EXW,Air,540,34,1547,45,0.08,3622,10181,Switzerland,4123
482,South Africa,Direct Drop,DDP,Truck,60,1000,5310,5,0.09,3622,10181,South Africa,0
483,Vietnam,Direct Drop,CIP,Air,60,240,1680,7,0.12,52,1516,France,9916
484,Nigeria,Direct Drop,EXW,Air,540,25,875,35,0.06,86,1528,Switzerland,4123
485,Vietnam,Direct Drop,EXW,Air,60,1800,15498,8,0.14,3622,10181,India,3157
486,South Africa,Direct Drop,DDP,Truck,200,10,125,12,0.06,3622,10181,France,8670
487,Vietnam,Direct Drop,EXW,Air,60,6966,16718,2,0.04,3622,10181,India,3157
488,Tanzania,Direct Drop,CIP,Air,30,2357,118792,50,1.68,3622,10181, Haarlem,7164
489,Vietnam,Direct Drop,EXW,Air,60,7800,22620,2,0.05,3622,10181,India,3157
490,Vietnam,Direct Drop,EXW,Air,60,22428,32520,1,0.02,3622,10181,India,3157
491,Vietnam,Direct Drop,EXW,Air,60,1176,10125,8,0.14,105,865,India,3157
492,South Africa,Direct Drop,DDP,Air,200,180,210,1,0.01,3622,10181,France,8670
493,South Africa,Direct Drop,DDP,Air,60,6000,32520,5,0.09,3622,10181,India,8074
494,South Africa,Direct Drop,DDP,Air,60,3600,13896,3,0.06,3622,10181,France,8670
495,South Africa,Direct Drop,DDP,Air,60,5550,68098,12,0.2,3622,10181,India,8074
496,South Africa,Direct Drop,DDP,Air,200,40,48,1,0.01,3622,10181,France,8670
497,South Africa,Direct Drop,DDP,Air,60,24150,59892,2,0.04,3622,10181,India,8074
498,South Africa,Direct Drop,DDP,Air,60,100,520,5,0.09,3622,10181,India,8074
499,South Africa,Direct Drop,DDP,Air,240,1000,3550,3,0.01,3622,10181,India,8074
500,South Africa,Direct Drop,DDP,Air,60,10,94,9,0.16,3622,10181,France,8670
501,South Africa,Direct Drop,DDP,Air,60,2000,10460,5,0.09,3622,10181,South Africa,0
502,South Africa,Direct Drop,DDP,Air,200,150,949,6,0.03,3622,10181,Canada,15035
503,South Africa,Direct Drop,DDP,Air,30,80,2542,31,1.06,3622,10181, Port Elizabeth,573
504,South Africa,Direct Drop,DDP,Air,60,300,1212,4,0.07,3622,10181,France,8670
505,South Africa,Direct Drop,DDP,Air,30,400,8692,21,0.72,3622,10181, Port Elizabeth,573
506,South Africa,Direct Drop,DDP,Air,60,1000,19760,19,0.33,3622,10181,India,8074
507,South Africa,Direct Drop,DDP,Air,120,1900,68362,35,0.3,3622,10181,Germany,8973
508,South Africa,Direct Drop,DDP,Air,60,3344,23675,7,0.12,3622,10181,India,8074
509,South Africa,Direct Drop,DDP,Truck,60,7000,37520,5,0.09,3622,10181,South Africa,0
510,South Africa,Direct Drop,DDP,Truck,240,1000,5650,5,0.02,3622,10181,India,8074
511,South Africa,Direct Drop,DDP,Truck,60,1800,5418,3,0.05,3622,10181,India,8074
512,South Africa,Direct Drop,DDP,Truck,240,650,3614,5,0.02,3622,10181,Canada,15035
513,Haiti,Direct Drop,EXW,Air,100,60,21000,350,3.5,144,4185,Thailand,16167
514,Rwanda,Direct Drop,CIP,Air,60,38736,348624,9,0.15,3080,33235, Nashik,5355
515,Vietnam,Direct Drop,EXW,Air,30,22512,146328,6,0.22,1775,5761, Nashik,3641
516,Vietnam,Direct Drop,CIP,Air,60,480,3360,7,0.12,3622,10181,France,9916
517,South Africa,Direct Drop,DDP,Truck,60,700,2457,3,0.06,3622,10181,India,8074
518,South Africa,Direct Drop,DDP,Truck,240,200,1410,7,0.03,3622,10181,India,8074
519,South Africa,Direct Drop,DDP,Truck,30,400,1468,3,0.12,3622,10181,India,8074
520,Mozambique,From RDC,RDC,Air,30,341,1166,3,0.11,3622,10181,Puerto Rico,11824
521,Mozambique,From RDC,RDC,Air,30,10403,174250,16,0.56,1717,1893,India,6624
522,Nigeria,From RDC,RDC,,120,5151,105595,20,0.17,667,2921, Port Elizabeth,5168
523,Côte d'Ivoire,From RDC,RDC,,60,2230,22857,10,0.17,909,2804,India,9091
524,Zimbabwe,From RDC,RDC,,30,1050,17062,16,0.54,90,1428,India,6980
525,Nigeria,From RDC,RDC,,240,1200,2640,2,0.01,1178,4535,India,7633
526,Nigeria,From RDC,RDC,,60,2170,6727,3,0.05,3622,10181,India,7633
527,Nigeria,From RDC,RDC,,240,1216,4256,3,0.01,840,3736,India,7633
528,Nigeria,From RDC,RDC,,120,5661,116050,20,0.17,725,4104, Port Elizabeth,5168
529,Côte d'Ivoire,From RDC,RDC,,60,1778,18224,10,0.17,716,2601,India,9091
530,Côte d'Ivoire,From RDC,RDC,,60,9000,67500,7,0.12,974,3166,India,9091
531,Zambia,From RDC,RDC,,60,8905,318799,35,0.6,3139,13094,India,6906
532,Zambia,From RDC,RDC,,120,5019,206280,41,0.34,1092,4761,Germany,7464
533,Nigeria,From RDC,RDC,,60,880,2912,3,0.06,226,1732,India,7633
534,Côte d'Ivoire,From RDC,RDC,,60,875,1881,2,0.04,58,727,India,9091
535,Nigeria,From RDC,RDC,,60,300,537,1,0.03,54,1283,India,7633
536,Zimbabwe,From RDC,RDC,,30,6000,97500,16,0.54,553,1956,India,6980
537,Côte d'Ivoire,From RDC,RDC,,60,1926,16409,8,0.14,105,977,India,9091
538,Côte d'Ivoire,From RDC,RDC,,60,40411,303082,7,0.12,7185,17587,India,9091
539,Zimbabwe,From RDC,RDC,Truck,60,8694,64335,7,0.12,819,3135,India,6980
540,Côte d'Ivoire,From RDC,RDC,Air,60,3145,9560,3,0.05,206,2731,India,9091
541,Côte d'Ivoire,From RDC,RDC,,30,5000,17350,3,0.12,263,1699, Haarlem,5009
542,Mozambique,From RDC,RDC,Air,240,338,7114,21,0.09,9006,9869,India,6624
543,Zimbabwe,From RDC,RDC,Truck,60,1200,9780,8,0.14,70,1949,India,6980
544,Côte d'Ivoire,From RDC,RDC,,60,1796,2729,1,0.03,5880,14656,India,9091
545,Zimbabwe,From RDC,RDC,Truck,60,53546,396240,7,0.12,5467,18941,India,6980
546,Zimbabwe,From RDC,RDC,Truck,30,537,1074,2,0.07,143,2099,India,6980
547,Uganda,From RDC,RDC,Air,60,1953,14452,7,0.12,283,1673,India,5524
548,Côte d'Ivoire,From RDC,RDC,,336,245,9398,38,0.11,1468,4602,France,4338
549,Côte d'Ivoire,From RDC,RDC,,30,24265,394548,16,0.54,2518,6667,India,9091
550,Côte d'Ivoire,From RDC,RDC,,60,11803,126056,10,0.18,1148,2762,India,9091
551,Zambia,From RDC,RDC,,120,3769,154905,41,0.34,821,4068,Germany,7464
552,Nigeria,From RDC,RDC,Air,120,9980,204590,20,0.17,2846,13873, Port Elizabeth,5168
553,Nigeria,From RDC,RDC,Air,60,222,1665,7,0.12,3622,10181,India,7633
554,Nigeria,From RDC,RDC,Air,60,1132,8716,7,0.13,3622,10181,India,7633
555,Nigeria,From RDC,RDC,Air,240,1653,6529,3,0.02,3622,10181,India,7633
556,Nigeria,From RDC,RDC,Air,60,1500,2280,1,0.03,178,1621,India,7633
557,Zambia,From RDC,RDC,Air,60,40245,382327,9,0.16,3254,13267,India,6906
558,Mozambique,From RDC,RDC,Air,60,10044,95418,9,0.16,7341,10879,India,6624
559,Nigeria,From RDC,RDC,Air,60,7436,100386,13,0.22,962,5180,India,7633
560,Haiti,From RDC,RDC,Air,240,2000,3940,1,0.01,4213,38515,India,14446
561,Haiti,From RDC,RDC,Air,60,5000,15200,3,0.05,3622,10181,India,14446
562,Nigeria,From RDC,RDC,Air,60,12984,266172,20,0.34,3286,18208,India,7633
563,Zambia,From RDC,RDC,,60,14052,103984,7,0.12,1420,5780,India,6906
564,Zambia,From RDC,RDC,,30,3690,10147,2,0.09,226,1370,India,6906
565,Côte d'Ivoire,From RDC,RDC,Air,60,8000,27200,3,0.06,1013,3646,India,9091
566,Zimbabwe,From RDC,RDC,Air,30,1860,23101,12,0.41,2425,13356,India,6980
567,Mozambique,From RDC,RDC,Air,60,120,182,1,0.03,5092,8118,India,6624
568,Zimbabwe,From RDC,RDC,Air,30,1860,23101,12,0.41,4091,12130,India,6980
569,Mozambique,From RDC,RDC,Air,240,2744,6695,2,0.01,998,3894,India,6624
570,Mozambique,From RDC,RDC,Air,30,52240,104480,2,0.07,4230,8771,India,6624
571,Nigeria,From RDC,RDC,Air,60,367,3486,9,0.16,447,2230,India,7633
572,Tanzania,From RDC,RDC,Air,60,9476,90022,9,0.16,1008,4207,India,5659
573,Côte d'Ivoire,From RDC,RDC,Air,240,475,912,1,0.01,170,1301,India,9091
574,Zambia,From RDC,RDC,,30,44135,548156,12,0.41,3462,12569, Nashik,6339
575,Côte d'Ivoire,From RDC,RDC,Air,200,5900,8260,1,0.01,2093,5962,India,9091
576,Uganda,From RDC,RDC,,30,656,17220,26,0.88,58,794, Port Elizabeth,3989
577,Uganda,From RDC,RDC,,60,93,688,7,0.12,311,1430,India,5524
578,Mozambique,From RDC,RDC,Air,60,2106,6402,3,0.05,113,919,India,6624
579,Zambia,From RDC,RDC,Truck,60,50000,360000,7,0.12,3679,5014,India,6906
580,Tanzania,From RDC,RDC,Air,60,1300,4420,3,0.06,16709,15210,India,5659
581,Nigeria,From RDC,RDC,Air,60,3226,42841,13,0.22,359,2750,India,7633
582,Zambia,From RDC,RDC,Truck,60,14124,133471,9,0.16,2115,2882,India,6906
