country,vendor,shipment_mode,unit_of_measure,line_item_quantity,line_item_value,pack_price,unit_price,weight,freight_cost,location,distance
9,3,0,60,22428,32520,1,0.02,3622,9181,9,3157
9,3,0,60,1176,10125,8,0.14,105,-135,9,3157
6,2,0,200,180,210,1,0.01,3622,9181,7,8670
6,2,0,60,6000,32520,5,0.09,3622,9181,9,8074
6,2,0,60,3600,13896,3,0.06,3622,9181,7,8670
6,2,0,60,5550,68098,12,0.2,3622,9181,9,8074
6,2,0,200,40,48,1,0.01,3622,9181,7,8670
6,2,0,60,24150,59892,2,0.04,3622,9181,9,8074
6,2,0,60,100,520,5,0.09,3622,9181,9,8074
6,2,0,240,1000,3550,3,0.01,3622,9181,9,8074
6,2,0,60,10,94,9,0.16,3622,9181,7,8670
6,2,0,60,2000,10460,5,0.09,3622,9181,12,0
6,2,0,200,150,949,6,0.03,3622,9181,4,15035
6,2,0,30,80,2542,31,1.06,3622,9181,3,573
6,2,0,60,300,1212,4,0.07,3622,9181,7,8670
6,2,0,30,400,8692,21,0.72,3622,9181,3,573
6,2,0,60,1000,19760,19,0.33,3622,9181,9,8074
6,2,0,120,1900,68362,35,0.3,3622,9181,8,8973
6,2,0,60,3344,23675,7,0.12,3622,9181,9,8074
6,2,3,60,7000,37520,5,0.09,3622,9181,12,0
6,2,3,240,1000,5650,5,0.02,3622,9181,9,8074
6,2,3,60,1800,5418,3,0.05,3622,9181,9,8074
6,2,3,240,650,3614,5,0.02,3622,9181,4,15035
2,3,0,100,60,21000,350,3.5,144,3185,14,16167
5,0,0,60,38736,348624,9,0.15,3080,32235,2,5355
9,3,0,30,22512,146328,6,0.22,1775,4761,2,3641
9,0,0,60,480,3360,7,0.12,3622,9181,7,9916
6,2,3,60,700,2457,3,0.06,3622,9181,9,8074
6,2,3,240,200,1410,7,0.03,3622,9181,9,8074
6,2,3,30,400,1468,3,0.12,3622,9181,9,8074
3,5,0,30,341,1166,3,0.11,3622,9181,11,11824
3,5,0,30,10403,174250,16,0.56,1717,893,9,6624
11,5,3,60,8694,64335,7,0.12,819,2135,9,6980
1,5,0,60,3145,9560,3,0.05,206,1731,9,9091
3,5,0,240,338,7114,21,0.09,9006,8869,9,6624
11,5,3,60,1200,9780,8,0.14,70,949,9,6980
11,5,3,60,53546,396240,7,0.12,5467,17941,9,6980
11,5,3,30,537,1074,2,0.07,143,1099,9,6980
8,5,0,60,1953,14452,7,0.12,283,673,9,5524
4,5,0,120,9980,204590,20,0.17,2846,12873,3,5168
4,5,0,60,222,1665,7,0.12,3622,9181,9,7633
4,5,0,60,1132,8716,7,0.13,3622,9181,9,7633
4,5,0,240,1653,6529,3,0.02,3622,9181,9,7633
4,5,0,60,1500,2280,1,0.03,178,621,9,7633
10,5,0,60,40245,382327,9,0.16,3254,12267,9,6906
3,5,0,60,10044,95418,9,0.16,7341,9879,9,6624
4,5,0,60,7436,100386,13,0.22,962,4180,9,7633
2,5,0,240,2000,3940,1,0.01,4213,37515,9,14446
2,5,0,60,5000,15200,3,0.05,3622,9181,9,14446
4,5,0,60,12984,266172,20,0.34,3286,17208,9,7633
1,5,0,60,8000,27200,3,0.06,1013,2646,9,9091
11,5,0,30,1860,23101,12,0.41,2425,12356,9,6980
3,5,0,60,120,182,1,0.03,5092,7118,9,6624
11,5,0,30,1860,23101,12,0.41,4091,11130,9,6980
3,5,0,240,2744,6695,2,0.01,998,2894,9,6624
3,5,0,30,52240,104480,2,0.07,4230,7771,9,6624
4,5,0,60,367,3486,9,0.16,447,1230,9,7633
7,5,0,60,9476,90022,9,0.16,1008,3207,9,5659
1,5,0,240,475,912,1,0.01,170,301,9,9091
1,5,0,200,5900,8260,1,0.01,2093,4962,9,9091
3,5,0,60,2106,6402,3,0.05,113,-81,9,6624
10,5,3,60,50000,360000,7,0.12,3679,4014,9,6906
7,5,0,60,1300,4420,3,0.06,16709,14210,9,5659
4,5,0,60,3226,42841,13,0.22,359,1750,9,7633
10,5,3,60,14124,133471,9,0.16,2115,1882,9,6906
11,5,3,30,1600,3200,2,0.07,96,1145,9,6980
1,5,0,60,374,10296,27,0.46,1118,1810,9,9091
2,5,0,240,5056,9707,1,0.01,2166,21956,9,14446
2,5,0,60,4725,7182,1,0.03,1154,11508,9,14446
4,5,0,30,11527,138439,12,0.4,1994,9231,9,7633
2,5,0,60,11760,39984,3,0.06,3820,34933,9,14446
1,5,0,240,1664,27456,16,0.07,905,9451,9,9091
10,5,3,30,42768,85536,2,0.07,2493,3887,9,6906
8,5,0,30,2060,25585,12,0.41,196,381,9,5524
7,5,0,60,5730,157746,27,0.46,569,-114,9,5659
11,5,0,30,1600,3200,2,0.07,4252,14696,9,6980
1,5,0,60,12833,94964,7,0.12,1316,2056,9,9091
1,5,0,60,20284,192698,9,0.16,1897,2826,9,9091
2,5,0,60,3150,25672,8,0.14,181,1944,9,14446
2,5,0,60,10283,29923,2,0.05,519,4974,9,14446
2,5,0,120,389,15987,41,0.34,4639,46525,8,7877
7,5,0,60,23230,67599,2,0.05,1156,5308,9,5659
1,5,0,240,1200,2520,2,0.01,448,1605,9,9091
4,5,3,60,858,1329,1,0.03,58,6363,9,7633
8,5,0,60,3505,32771,9,0.16,6556,4401,9,5524
3,5,0,60,125000,900000,7,0.12,9228,2671,9,6624
3,5,0,60,32067,230882,7,0.12,2382,2671,9,6624
10,5,3,60,29011,98637,3,0.06,2717,3060,9,6906
8,5,0,30,1747,19217,11,0.37,152,340,9,5524
3,5,3,60,125010,900072,7,0.12,3918,12,9,6624
4,5,0,60,45000,420750,9,0.16,3657,22070,2,7134
4,5,0,30,1000,50400,50,1.68,108,12353,0,4754
4,5,0,30,6000,157500,26,0.88,1566,9624,3,5168
2,5,0,240,9187,19292,2,0.01,3435,39301,9,14446
4,5,0,60,2066,7024,3,0.06,451,2487,9,7633
4,5,0,60,1894,17708,9,0.16,3622,9181,2,7134
8,5,0,60,2742,20290,7,0.12,204,2477,9,5524
3,5,0,60,13100,154580,11,0.2,6036,2671,9,6624
3,5,0,60,528,1536,2,0.05,4211,2227,9,6624
7,5,0,30,5000,60050,12,0.4,379,188,2,5091
3,5,0,60,115130,828936,7,0.12,8693,5757,9,6624
4,5,0,60,1116,10434,9,0.16,102,2680,9,7633
7,5,3,60,46163,436240,9,0.16,4237,2482,9,5659
4,5,0,30,4,105,26,0.88,1,-538,3,5168
4,5,0,60,1017,2949,2,0.05,892,12353,9,7633
4,5,0,60,5217,38605,7,0.12,563,2852,9,7633
4,5,0,30,17067,448008,26,0.88,1481,13974,3,5168
8,5,0,60,6296,74292,11,0.2,822,6321,9,5524
4,5,0,30,2003,23475,11,0.39,181,17617,9,7633
4,5,0,120,2034,83597,41,0.34,937,9990,8,4614
10,5,3,30,50000,600500,12,0.4,3775,3060,2,6339
4,5,1,60,4501,51311,11,0.19,506,21985,9,7633
7,5,0,30,145000,1741450,12,0.4,11186,8330,2,5091
3,5,0,60,3672,34333,9,0.16,3427,2874,9,6624
4,5,0,30,3392,89040,26,0.88,298,1922,3,5168
4,5,1,60,30415,346731,11,0.19,3415,14128,9,7633
3,5,0,60,47392,341222,7,0.12,7113,2599,9,6624
4,5,1,30,2561,67226,26,0.88,235,14128,3,5168
8,5,0,60,3574,31308,8,0.15,14,375,2,4961
1,5,0,60,5601,16803,3,0.05,545,1280,9,9091
10,5,3,60,500,3855,7,0.13,10681,16384,9,6906
2,5,0,240,2208,4239,1,0.01,827,6789,9,14446
10,5,0,60,6000,46260,7,0.13,341,1219,9,6906
4,5,1,30,30000,291600,9,0.32,3364,6329,9,7633
10,5,0,90,1093,16679,15,0.17,133,759,9,6906
1,5,0,60,10962,96027,8,0.15,2634,5111,9,9091
3,5,0,60,470,700,1,0.02,31,47,9,6624
1,5,0,60,6930,176368,25,0.42,687,854,2,8608
3,5,3,60,125000,890000,7,0.12,9290,1400,9,6624
10,5,3,60,9700,74787,7,0.13,551,1448,9,6906
7,5,3,60,4794,122007,25,0.42,475,2588,2,5091
10,5,3,60,108000,946080,8,0.15,10865,12518,9,6906
1,5,0,60,8824,77298,8,0.15,706,2144,2,8608
1,5,0,60,1216,1824,1,0.02,3426,8797,9,9091
10,5,3,60,98000,294000,3,0.05,9522,12518,9,6906
2,5,0,240,4315,9061,2,0.01,2520,24874,9,14446
2,5,0,240,2415,4588,1,0.01,3622,9181,9,14446
8,5,0,60,240,1680,7,0.12,23,173,9,5524
7,5,3,60,6915,175986,25,0.42,1067,1217,9,5659
8,5,3,60,14066,159649,11,0.19,1593,8547,9,5524
1,5,0,240,3535,6716,1,0.01,1224,1298,9,9091
1,5,0,60,2430,3547,1,0.02,156,1298,9,9091
5,5,0,60,600,21480,35,0.6,55,-87,9,5921
3,5,0,240,474,10191,21,0.09,221,-290,9,6624
3,5,0,90,409,13251,32,0.36,45,-652,11,11824
3,5,0,120,250,10275,41,0.34,105,-652,8,8163
3,5,0,90,151,4892,32,0.36,3622,9181,11,11824
5,5,0,240,90,1935,21,0.09,120,10609,9,5921
7,5,0,60,6781,242759,35,0.6,675,1440,9,5659
3,5,0,60,570,20235,35,0.59,3622,9181,9,6624
7,5,0,60,3386,25395,7,0.12,31,589,9,5659
3,5,0,200,165,239,1,0.01,15,-650,9,6624
4,5,0,60,253,442,1,0.03,15,-540,9,7633
3,5,0,60,17191,300842,17,0.29,3622,9181,9,6624
8,5,0,60,1859,6320,3,0.06,214,-109,9,5524
8,5,0,30,1717,21325,12,0.41,151,157,9,5524
4,5,0,60,614,2032,3,0.06,3622,9181,9,7633
4,5,0,60,600,2142,3,0.06,3622,9181,9,7633
4,5,0,240,390,1010,2,0.01,3622,9181,9,7633
4,5,0,30,100,224,2,0.07,118,616,9,7633
3,5,0,200,500,700,1,0.01,3622,9181,9,6624
11,5,0,30,1,2,2,0.07,63,-402,9,6980
8,5,0,60,1650,22275,13,0.22,197,637,9,5524
1,5,0,240,3119,0,0,0.0,1088,1951,9,9091
1,5,0,120,479,19686,41,0.34,421,4947,8,5008
11,5,0,30,627,7787,12,0.41,3622,9181,9,6980
11,5,0,60,37240,275576,7,0.12,4080,12317,9,6980
2,5,0,60,100,1550,15,0.26,195,1587,9,14446
3,5,0,180,343,17150,50,0.28,3622,9181,0,8465
5,5,0,60,3150,9576,3,0.05,165,1559,9,5921
11,5,0,30,1600,3200,2,0.07,3622,9181,9,6980
7,5,0,60,2273,17615,7,0.13,2749,9654,9,5659
1,5,0,180,5538,276900,50,0.28,1230,3680,0,5009
11,5,0,30,1600,3200,2,0.07,2519,14252,9,6980
11,5,0,60,37240,275576,7,0.12,3622,9181,9,6980
7,5,0,60,11181,32536,2,0.05,566,2594,9,5659
10,5,3,30,12000,24000,2,0.07,700,-46,9,6906
7,5,0,60,50288,170979,3,0.06,3622,9181,9,5659
1,5,0,60,1080,1890,1,0.03,4668,7787,9,9091
4,5,0,180,20,1000,50,0.28,1024,4226,0,4754
2,5,0,60,7380,21475,2,0.05,3622,9181,9,14446
3,5,0,60,73012,540288,7,0.12,14083,10053,9,6624
10,5,0,30,4332,53803,12,0.41,338,890,2,6339
11,5,0,30,1600,3200,2,0.07,422,2335,9,6980
10,5,3,60,40000,288000,7,0.12,7393,5051,9,6906
2,5,0,240,160,2640,16,0.07,938,10340,9,14446
8,5,0,240,4296,9021,2,0.01,1600,9314,9,5524
4,5,0,30,15000,393750,26,0.88,1365,8904,3,5168
8,5,0,60,1061,3607,3,0.06,106,54,9,5524
4,5,0,60,760,7182,9,0.16,199,917,9,7633
4,5,0,200,16,22,1,0.01,3622,9181,9,7633
3,5,0,180,1428,71400,50,0.28,2955,3551,0,8465
11,5,0,60,37240,275576,7,0.12,3622,9181,9,6980
11,5,3,60,66268,490383,7,0.12,6606,21666,9,6980
11,5,3,30,8000,16000,2,0.07,3622,9181,9,6980
3,5,0,60,38975,280620,7,0.12,13123,8161,9,6624
7,5,0,60,11640,90210,7,0.13,16778,8043,9,5659
2,5,0,60,20186,64595,3,0.05,4218,42041,9,14446
3,5,0,60,15048,140698,9,0.16,1448,2613,9,6624
3,5,0,60,720,6732,9,0.16,66,-228,9,6624
7,5,0,60,90323,668390,7,0.12,9635,51979,9,5659
4,5,0,30,10000,262500,26,0.88,878,3401,3,5168
10,5,0,60,32017,124866,3,0.06,2353,2210,2,6339
10,5,0,240,3200,6720,2,0.01,1120,7185,9,6906
1,5,0,60,21225,72165,3,0.06,2521,13336,9,9091
8,5,0,60,20000,236000,11,0.2,2283,12586,9,5524
11,5,3,60,76000,562400,7,0.12,8912,34513,9,6980
3,5,3,60,80000,576000,7,0.12,11515,9181,9,6624
7,5,3,60,123317,912545,7,0.12,13253,63506,9,5659
8,5,0,60,1893,22337,11,0.2,215,1408,9,5524
8,5,0,120,42,1726,41,0.34,123,-155,8,5868
1,5,0,180,3271,55476,16,0.09,933,2409,0,5009
2,5,0,180,325,5512,16,0.09,2085,22866,0,7467
2,5,0,180,56,2800,50,0.28,3622,9181,0,7467
2,5,0,240,5216,10014,1,0.01,3622,9181,9,14446
11,5,3,60,76000,562400,7,0.12,8848,36040,9,6980
1,5,0,60,23524,206070,8,0.15,3155,8021,9,9091
4,5,0,336,2,76,38,0.11,3622,9181,7,4142
2,5,0,60,1000,1500,1,0.02,10435,120330,9,14446
10,5,3,30,5000,60050,12,0.4,4247,7231,2,6339
2,5,0,90,1000,15260,15,0.17,3622,9181,9,14446
4,5,0,30,12304,322980,26,0.88,5197,20895,3,5168
4,5,0,30,139,3648,26,0.88,192,12538,3,5168
8,5,0,60,500,1450,2,0.05,26,96,9,5524
2,5,0,30,8192,90112,11,0.37,9516,100348,2,14325
2,5,0,60,8100,23571,2,0.05,404,4866,9,14446
10,5,3,30,50000,600500,12,0.4,3842,14281,2,6339
1,5,0,60,32256,301593,9,0.16,5589,21758,9,9091
4,5,0,30,2871,75363,26,0.88,249,5443,3,5168
4,5,1,60,5426,61856,11,0.19,610,9181,9,7633
4,5,1,60,49385,562989,11,0.19,5553,10492,9,7633
1,5,0,120,12480,512928,41,0.34,2803,7669,8,5008
1,5,0,336,4660,31361,6,0.02,3622,9181,7,4338
2,5,0,90,210,3360,16,0.18,26,-3,9,14446
11,5,3,30,4000,48040,12,0.4,8523,34673,9,6980
7,5,3,30,37440,982800,26,0.88,5712,4873,3,3213
4,5,1,60,69491,792197,11,0.19,7798,14128,9,7633
8,5,0,30,260,6825,26,0.88,28,180,3,3989
8,5,0,60,90,219,2,0.04,5,-463,9,5524
8,5,0,120,100,4110,41,0.34,23,152,8,5868
3,5,3,60,2106,5138,2,0.04,3545,2599,9,6624
4,5,1,60,5512,39245,7,0.12,1165,6329,9,7633
4,5,0,60,264,2312,8,0.15,27,12,2,7134
8,5,0,60,105,809,7,0.13,6,53,9,5524
4,5,1,60,21765,154966,7,0.12,1984,6329,9,7633
8,5,0,60,11216,127301,11,0.19,1894,12293,9,5524
4,5,1,60,3994,45531,11,0.19,452,6329,9,7633
4,5,1,90,3000,45780,15,0.17,3622,9181,9,7633
1,5,0,60,10480,39824,3,0.06,786,10032,9,9091
2,5,0,30,1092,2446,2,0.07,1585,5811,9,14446
2,5,0,240,2304,4423,1,0.01,3622,9181,9,14446
1,5,0,60,2052,3591,1,0.03,3622,9181,9,9091
8,5,0,60,192,1445,7,0.13,11,112,9,5524
8,5,0,30,3740,26441,7,0.24,322,2054,9,5524
4,5,1,30,441,5181,11,0.39,36,8341,2,7134
1,5,0,30,576,6768,11,0.39,47,234,2,8608
10,5,3,30,34036,196728,5,0.19,2901,3897,9,6906
3,5,0,60,2510,9789,3,0.06,190,317,9,6624
4,5,1,60,3,34,11,0.19,1,9181,9,7633
3,5,0,60,1788,5721,3,0.05,205,380,9,6624
4,5,0,30,5,58,11,0.39,1,18480,2,7134
3,5,0,120,1217,69429,57,0.48,3622,9181,9,6624
3,5,0,60,6156,68577,11,0.19,3622,9181,9,6624
3,5,0,30,25003,418800,16,0.56,2177,1912,9,6624
3,5,0,240,460,9683,21,0.09,3622,9181,9,6624
3,5,0,60,4444,159095,35,0.6,633,9181,9,6624
1,5,0,30,4515,10113,2,0.07,259,574,9,9091
3,5,0,240,397,8356,21,0.09,141,-589,9,6624
7,5,0,120,3000,123300,41,0.34,1422,3198,8,6837
3,5,0,90,400,6780,16,0.19,3340,2438,9,6624
7,5,0,30,23814,387215,16,0.54,2102,4834,9,5659
3,5,0,90,271,4593,16,0.19,3622,9181,9,6624
8,5,0,30,1717,21325,12,0.41,3622,9181,9,5524
3,5,0,60,200,608,3,0.05,4241,24442,9,6624
4,5,0,90,400,6400,16,0.18,38,161,9,7633
3,5,0,30,24140,48280,2,0.07,1434,2682,9,6624
10,5,3,60,9943,33806,3,0.06,3622,9181,9,6906
10,5,0,90,900,14400,16,0.18,109,-81,9,6906
3,5,0,30,50000,100000,2,0.07,3584,7405,9,6624
8,5,0,60,3930,80565,20,0.34,3622,9181,9,5524
1,5,0,60,14000,24500,1,0.03,989,2452,9,9091
1,5,0,60,3996,6993,1,0.03,3622,9181,9,9091
1,5,0,180,4077,69186,16,0.09,1554,3963,0,5009
2,5,0,30,100,224,2,0.07,3622,9181,9,14446
10,5,0,30,84,1043,12,0.41,3622,9181,9,6906
4,5,0,60,215,2296,10,0.18,3622,9181,9,7633
4,5,0,240,965,5983,6,0.03,3622,9181,9,7633
2,5,0,240,3000,6450,2,0.01,2584,25877,9,14446
4,5,0,60,2925,21645,7,0.12,3622,9181,9,7633
2,5,0,60,120,180,1,0.02,3622,9181,9,14446
1,5,0,60,29593,281133,9,0.16,10877,29167,9,9091
5,5,0,60,392,842,2,0.04,29,372,9,5921
7,5,0,60,1128,31053,27,0.46,3622,9181,9,5659
1,5,0,120,12107,497597,41,0.34,2647,8307,8,5008
10,5,0,30,66667,828004,12,0.41,5253,17856,2,6339
2,5,0,60,7558,71423,9,0.16,2166,19578,9,14446
2,5,0,30,19740,237077,12,0.4,2941,30051,9,14446
7,5,0,60,5809,54895,9,0.16,3622,9181,9,5659
3,5,0,60,90955,673067,7,0.12,16579,7654,9,6624
4,5,0,120,84,3452,41,0.34,3622,9181,8,4614
4,5,0,60,4,105,26,0.44,3622,9181,2,7134
2,5,0,240,2112,4055,1,0.01,3622,9181,9,14446
4,5,0,60,2100,6090,2,0.05,153,280,9,7633
4,5,0,60,14277,134917,9,0.16,2033,14307,9,7633
10,5,3,30,50000,600500,12,0.4,3422,4936,2,6339
1,5,0,90,3885,62160,16,0.18,467,5299,9,9091
3,5,3,60,16610,224235,13,0.22,2298,2733,9,6624
3,5,0,60,3060,24939,8,0.14,3622,9181,9,6624
11,5,0,30,1233,15313,12,0.41,3622,9181,2,6420
4,5,0,60,1887,17832,9,0.16,273,1446,9,7633
4,5,0,30,1566,3132,2,0.07,3622,9181,9,7633
2,5,0,240,4338,8545,1,0.01,3622,9181,9,14446
8,5,0,60,2700,19980,7,0.12,199,476,9,5524
8,5,0,60,1350,12757,9,0.16,239,277,9,5524
10,5,3,60,60000,432000,7,0.12,12606,6053,9,6906
7,5,3,120,2580,106038,41,0.34,587,146,8,6837
10,5,3,60,1294,10546,8,0.14,76,62,9,6906
1,5,0,60,6786,63449,9,0.16,620,1739,9,9091
2,5,0,240,10000,21000,2,0.01,3720,42704,9,14446
1,5,0,30,2410,28245,11,0.39,182,409,2,8608
4,5,0,60,11569,109327,9,0.16,1072,7504,9,7633
10,5,0,60,10000,79000,7,0.13,581,2238,9,6906
4,5,0,60,4,105,26,0.44,1,-835,9,7633
4,5,0,30,12000,140640,11,0.39,3622,9181,9,7633
11,5,3,30,4000,48040,12,0.4,8481,29585,9,6980
11,5,3,30,4000,48040,12,0.4,342,648,9,6980
8,5,0,120,60,2466,41,0.34,547,1437,8,5868
1,5,0,30,5547,94299,17,0.57,333,793,2,8608
8,5,0,60,1144,10696,9,0.16,3622,9181,9,5524
7,5,3,240,4439,71689,16,0.07,1592,5708,9,5659
2,5,0,90,210,3204,15,0.17,3622,9181,9,14446
8,5,0,30,382,10027,26,0.88,177,1151,3,3989
8,5,0,30,3014,79117,26,0.88,291,755,3,3989
2,5,0,240,14405,27369,1,0.01,3622,9181,9,14446
4,5,0,60,45000,420750,9,0.16,3622,9181,9,7633
8,5,0,60,5377,50274,9,0.16,501,2266,9,5524
3,5,3,60,125009,900064,7,0.12,7910,12,9,6624
4,5,0,60,969,3779,3,0.06,71,181,2,7134
4,5,0,30,2063,24178,11,0.39,176,2680,9,7633
1,5,0,240,5800,12180,2,0.01,2177,4127,9,9091
8,5,0,120,80,3288,41,0.34,18,-582,8,5868
5,5,0,60,6385,15579,2,0.04,327,762,9,5921
4,5,1,60,53671,611849,11,0.19,6024,14128,9,7633
2,5,0,90,420,6409,15,0.17,199,2133,9,14446
4,5,0,60,16698,190357,11,0.19,1901,17638,9,7633
4,5,0,60,9483,108106,11,0.19,1079,9823,9,7633
8,5,0,30,867,8427,9,0.32,76,954,2,4961
3,5,3,30,19400,188568,9,0.32,3622,9181,2,6074
8,5,0,30,90,2362,26,0.88,3622,9181,3,3989
3,5,0,60,7044,83119,11,0.2,3622,9181,2,6074
10,5,3,30,107180,857440,8,0.27,7995,9181,2,6339
10,5,3,60,4594,116917,25,0.42,3622,9181,2,6339
10,5,3,60,95000,676400,7,0.12,3622,9181,9,6906
4,5,1,30,11000,126500,11,0.38,966,6329,2,7134
11,5,3,60,76000,541120,7,0.12,8955,13958,9,6980
4,5,1,60,40000,284800,7,0.12,2970,6329,9,7633
1,5,0,30,6000,79680,13,0.44,3622,9181,2,8608
1,5,0,60,9560,36328,3,0.06,722,1787,2,8608
1,5,0,60,296,444,1,0.02,3622,9181,9,9091
4,5,1,60,26550,302670,11,0.19,2991,6445,9,7633
4,5,1,60,41948,478207,11,0.19,4724,6445,9,7633
4,5,1,30,240,6300,26,0.88,21,6445,3,5168
4,5,1,30,662,17377,26,0.88,58,6445,3,5168
1,5,0,30,5010,48697,9,0.32,434,854,9,9091
4,5,1,30,8462,222127,26,0.88,1225,6445,3,5168
3,5,3,60,374,912,2,0.04,18,799,9,6624
3,5,3,30,8438,82017,9,0.32,1404,588,9,6624
3,5,3,30,8662,84194,9,0.32,3622,9181,2,6074
11,5,3,30,4000,42480,10,0.35,9020,13958,9,6980
4,5,1,60,60930,694602,11,0.19,6862,8341,9,7633
4,5,1,30,25000,293750,11,0.39,2023,8341,2,7134
10,5,3,60,40000,350400,8,0.15,3626,3997,9,6906
2,5,0,60,59952,525179,8,0.15,6967,74688,9,14446
7,5,3,60,6376,136573,21,0.36,640,1751,9,5659
7,5,0,60,28512,304508,10,0.18,2630,12820,9,5659
5,5,0,60,117,188,1,0.03,3622,9181,9,5921
5,5,0,60,306,651,2,0.04,3622,9181,9,5921
5,5,0,30,2000,42000,21,0.7,3622,1805,9,5921
3,5,0,30,570,1949,3,0.11,35,-636,9,6624
3,5,0,120,4000,164400,41,0.34,870,149,8,8163
3,5,0,90,422,7152,16,0.19,514,-260,9,6624
8,5,0,60,1000,1520,1,0.03,3622,9181,9,5524
3,5,0,60,10800,102600,9,0.16,1020,998,9,6624
3,5,0,60,630,957,1,0.03,36,998,9,6624
10,5,0,240,10624,65868,6,0.03,3785,12116,9,6906
3,5,0,30,70000,140000,2,0.07,3622,9181,9,6624
4,5,0,60,229,2445,10,0.18,3622,9181,9,7633
11,5,0,30,1860,23101,12,0.41,4256,4145,9,6980
11,5,0,60,15000,111000,7,0.12,3622,9181,9,6980
4,5,0,60,1200,23400,19,0.32,3622,9181,9,7633
10,5,0,60,27681,262969,9,0.16,2581,18832,9,6906
1,5,0,30,24561,294977,12,0.4,7191,11349,9,9091
1,5,0,30,37039,444838,12,0.4,3622,9181,9,9091
1,5,0,180,3027,28756,9,0.05,9248,24563,0,5009
1,5,0,60,70000,212800,3,0.05,3681,9666,9,9091
1,5,0,60,13141,44679,3,0.06,1271,9722,9,9091
4,5,0,60,628,2241,3,0.06,3622,9181,9,7633
4,5,0,240,1752,6920,3,0.02,3622,9181,9,7633
4,5,0,60,451,1371,3,0.05,3622,9181,9,7633
1,5,0,240,475,912,1,0.01,170,301,9,9091
10,5,0,30,17706,464782,26,0.88,1594,5035,3,2162
11,5,0,30,1600,3200,2,0.07,3622,9181,9,6980
8,5,0,60,2084,19798,9,0.16,237,154,9,5524
11,5,0,60,37240,275576,7,0.12,3622,9181,9,6980
4,5,0,240,792,4910,6,0.03,272,1047,9,7633
7,5,0,30,20000,248400,12,0.41,3622,9181,9,5659
1,5,0,180,1550,77500,50,0.28,345,888,0,5009
11,5,0,60,2508,18559,7,0.12,4303,11894,9,6980
10,5,3,30,50000,600500,12,0.4,3882,4468,2,6339
2,5,0,30,18760,225307,12,0.4,3622,9181,2,14325
2,5,0,60,17843,60666,3,0.06,1667,18069,9,14446
10,5,3,30,45000,540450,12,0.4,3457,934,2,6339
4,5,0,60,164,2177,13,0.22,2095,9098,9,7633
4,5,0,60,154,238,1,0.03,3622,9181,9,7633
2,5,0,60,98,1519,15,0.26,77,-9,9,14446
4,5,0,60,6002,20406,3,0.06,3622,9181,9,7633
8,5,0,30,300,600,2,0.07,3622,9181,9,5524
2,5,0,90,105,1680,16,0.18,14,15,9,14446
4,5,0,60,1300,12285,9,0.16,3622,9181,9,7633
7,5,0,60,9367,72594,7,0.13,1955,5923,9,5659
2,5,0,180,34,576,16,0.09,14,-104,0,7467
2,5,0,60,24345,230060,9,0.16,3622,9181,9,14446
3,5,0,60,39000,288600,7,0.12,7719,5260,9,6624
11,5,3,30,4000,48040,12,0.4,3622,9181,9,6980
10,5,3,60,60000,432000,7,0.12,3622,9181,9,6906
7,5,0,60,11352,33034,2,0.05,572,3152,9,5659
7,5,0,120,2580,106038,41,0.34,587,153,8,6837
11,5,3,30,8000,16000,2,0.07,8855,28883,9,6980
10,5,0,60,2306,18793,8,0.14,132,659,9,6906
8,5,0,60,50,395,7,0.13,3,-22,9,5524
10,5,3,60,40454,137543,3,0.06,3787,3060,9,6906
5,5,0,60,15000,131400,8,0.15,1364,20215,9,5921
4,5,0,60,948,1469,1,0.03,127,3984,9,7633
4,5,0,60,1077,3123,2,0.05,3622,9181,9,7633
4,5,0,30,6,157,26,0.88,3622,9181,3,5168
4,5,0,60,2454,8343,3,0.06,231,3401,9,7633
4,5,0,60,2780,25993,9,0.16,262,1426,9,7633
10,5,3,60,26402,249498,9,0.16,6986,5269,9,6906
11,5,3,60,76000,562400,7,0.12,3622,9181,9,6980
4,5,0,30,76,1995,26,0.88,7,-253,3,5168
2,5,0,240,1595,3030,1,0.01,598,5338,9,14446
3,5,0,60,92950,669240,7,0.12,6883,6534,9,6624
1,5,0,200,3250,4550,1,0.01,315,5381,9,9091
1,5,0,180,1793,30409,16,0.09,3622,9181,0,5009
8,5,0,60,4704,55507,11,0.2,3622,9181,9,5524
8,5,0,60,5919,69844,11,0.2,3622,9181,9,5524
10,5,0,30,100000,1100000,11,0.37,8645,13041,9,6906
3,5,0,30,10000,20000,2,0.07,3622,9181,9,6624
3,5,0,60,92933,669117,7,0.12,7011,6199,9,6624
1,5,0,60,21542,84013,3,0.06,1583,5381,2,8608
8,5,0,60,1511,10879,7,0.12,205,1202,9,5524
8,5,0,240,14668,30802,2,0.01,5511,6876,9,5524
7,5,0,30,131808,1583014,12,0.4,9996,7399,2,5091
8,5,0,60,1524,4876,3,0.05,3622,9181,9,5524
10,5,3,60,44440,151096,3,0.06,8276,5120,9,6906
4,5,0,30,15000,393750,26,0.88,1317,7924,3,5168
2,5,0,60,21814,69804,3,0.05,3622,9181,9,14446
4,5,0,60,1923,79035,41,0.68,3622,9181,9,7633
8,5,0,60,3374,24292,7,0.12,250,1331,9,5524
8,5,0,30,1444,15884,11,0.37,3622,9181,9,5524
4,5,1,60,11608,82648,7,0.12,1871,10492,9,7633
